Minus-X_Array,,
,,
Time (UTCG),Power (W),Solar Intensity
12:00.0,6.492,1
13:00.0,6.826,1
14:00.0,7.1,1
15:00.0,7.291,1
16:00.0,7.408,1
17:00.0,7.42,1
18:00.0,7.419,1
19:00.0,7.422,1
20:00.0,7.418,1
21:00.0,7.42,1
22:00.0,7.418,1
23:00.0,7.418,1
24:00.0,7.421,1
25:00.0,7.42,1
26:00.0,7.419,1
27:00.0,7.407,1
28:00.0,7.419,1
29:00.0,7.416,1
30:00.0,7.417,1
31:00.0,7.419,1
32:00.0,7.419,1
33:00.0,7.415,1
34:00.0,7.419,1
35:00.0,7.419,1
36:00.0,7.42,1
37:00.0,7.419,1
38:00.0,7.415,1
39:00.0,7.415,1
40:00.0,7.348,1
41:00.0,7.185,1
42:00.0,6.964,1
43:00.0,6.682,1
44:00.0,6.427,1
45:00.0,6.225,1
46:00.0,6.094,1
47:00.0,5.965,1
48:00.0,5.86,1
49:00.0,5.79,1
50:00.0,5.749,1
51:00.0,5.741,1
52:00.0,5.76,1
53:00.0,5.811,1
54:00.0,5.892,1
55:00.0,6.008,1
56:00.0,6.135,1
57:00.0,6.288,1
58:00.0,6.51,1
59:00.0,6.783,1
00:00.0,7.047,1
01:00.0,7.25,1
02:00.0,7.385,1
03:00.0,7.418,1
04:00.0,7.417,1
05:00.0,7.419,1
06:00.0,7.419,1
07:00.0,7.416,1
08:00.0,7.419,1
09:00.0,7.423,1
10:00.0,7.414,1
11:00.0,7.422,1
12:00.0,7.419,1
13:00.0,7.418,1
14:00.0,7.417,1
15:00.0,7.417,1
16:00.0,7.419,1
17:00.0,7.418,1
18:00.0,7.419,1
19:00.0,7.417,1
20:00.0,7.42,1
21:00.0,7.418,1
22:00.0,7.418,1
23:00.0,7.417,1
24:00.0,7.417,1
25:00.0,7.42,1
26:00.0,7.384,1
27:00.0,7.235,1
28:00.0,7.017,1
29:00.0,6.706,1
30:00.0,6.392,1
31:00.0,6.133,1
32:00.0,5.959,1
33:00.0,5.788,1
34:00.0,5.648,1
35:00.0,5.542,1
36:00.0,5.467,1
37:00.0,5.418,1
38:00.0,5.402,1
39:00.0,5.408,1
40:00.0,5.442,1
41:00.0,5.51,1
42:00.0,5.602,1
43:00.0,5.733,1
44:00.0,5.888,1
45:00.0,6.063,1
46:00.0,6.285,1
47:00.0,6.577,1
48:00.0,6.908,1
49:00.0,7.152,1
50:00.0,7.341,1
51:00.0,7.419,1
52:00.0,7.419,1
53:00.0,7.418,1
54:00.0,7.415,1
55:00.0,7.418,1
56:00.0,7.417,1
57:00.0,7.416,1
58:00.0,7.417,1
59:00.0,7.418,1
00:00.0,7.416,1
01:00.0,7.418,1
02:00.0,7.414,1
03:00.0,7.42,1
04:00.0,7.418,1
05:00.0,7.417,1
06:00.0,7.417,1
07:00.0,7.417,1
08:00.0,7.418,1
09:00.0,7.413,1
10:00.0,7.418,1
11:00.0,7.417,1
12:00.0,7.417,1
13:00.0,7.416,1
14:00.0,7.41,1
15:00.0,7.314,1
16:00.0,7.132,1
17:00.0,6.897,1
18:00.0,6.609,1
19:00.0,6.371,1
20:00.0,6.184,1
21:00.0,6.061,1
22:00.0,5.93,1
23:00.0,5.838,1
24:00.0,5.775,1
25:00.0,5.747,1
26:00.0,5.745,1
27:00.0,5.771,1
28:00.0,5.831,1
29:00.0,5.919,1
30:00.0,6.044,1
31:00.0,6.168,1
32:00.0,6.344,1
33:00.0,6.574,1
34:00.0,6.861,1
35:00.0,7.108,1
36:00.0,7.295,1
37:00.0,7.4,1
38:00.0,7.415,1
39:00.0,7.417,1
40:00.0,7.417,1
41:00.0,7.418,1
42:00.0,7.417,1
43:00.0,7.415,1
44:00.0,7.419,1
45:00.0,7.42,1
46:00.0,7.418,1
47:00.0,7.415,1
48:00.0,7.417,1
49:00.0,7.414,1
50:00.0,7.419,1
51:00.0,7.418,1
52:00.0,7.417,1
53:00.0,7.414,1
54:00.0,7.419,1
55:00.0,7.417,1
56:00.0,7.414,1
57:00.0,7.418,1
58:00.0,7.417,1
59:00.0,7.42,1
00:00.0,7.419,1
01:00.0,7.351,1
02:00.0,7.188,1
03:00.0,6.948,1
04:00.0,6.617,1
05:00.0,6.319,1
06:00.0,6.084,1
07:00.0,5.91,1
08:00.0,5.744,1
09:00.0,5.616,1
10:00.0,5.519,1
11:00.0,5.448,1
12:00.0,5.413,1
13:00.0,5.398,1
14:00.0,5.416,1
15:00.0,5.457,1
16:00.0,5.529,1
17:00.0,5.631,1
18:00.0,5.764,1
19:00.0,5.931,1
20:00.0,6.112,1
21:00.0,6.354,1
22:00.0,6.661,1
23:00.0,6.978,1
24:00.0,7.209,1
25:00.0,7.358,1
26:00.0,7.415,1
27:00.0,7.416,1
28:00.0,7.418,1
29:00.0,7.415,1
30:00.0,7.415,1
31:00.0,7.417,1
32:00.0,7.416,1
33:00.0,7.415,1
34:00.0,7.415,1
35:00.0,7.412,1
36:00.0,7.417,1
37:00.0,7.435,1
38:00.0,7.415,1
39:00.0,7.418,1
40:00.0,7.415,1
41:00.0,7.417,1
42:00.0,7.414,1
43:00.0,7.414,1
44:00.0,7.416,1
45:00.0,7.417,1
46:00.0,7.414,1
47:00.0,7.418,1
48:00.0,7.42,1
49:00.0,7.386,1
50:00.0,7.271,1
51:00.0,7.079,1
52:00.0,6.822,1
53:00.0,6.54,1
54:00.0,6.315,1
55:00.0,6.154,1
56:00.0,6.024,1
57:00.0,5.908,1
58:00.0,5.821,1
59:00.0,5.764,1
00:00.0,5.739,1
01:00.0,5.749,1
02:00.0,5.782,1
03:00.0,5.851,1
04:00.0,5.95,1
05:00.0,6.078,1
06:00.0,6.209,1
07:00.0,6.4,1
08:00.0,6.648,1
09:00.0,6.93,1
10:00.0,7.159,1
11:00.0,7.33,1
12:00.0,7.414,1
13:00.0,7.416,1
14:00.0,7.417,1
15:00.0,7.416,1
16:00.0,7.415,1
17:00.0,7.413,1
18:00.0,7.418,1
19:00.0,7.417,1
20:00.0,7.418,1
21:00.0,7.413,1
22:00.0,7.417,1
23:00.0,7.418,1
24:00.0,7.431,1
25:00.0,7.417,1
26:00.0,7.417,1
27:00.0,7.417,1
28:00.0,7.418,1
29:00.0,7.418,1
30:00.0,7.416,1
31:00.0,7.416,1
32:00.0,7.416,1
33:00.0,7.416,1
34:00.0,7.422,1
35:00.0,7.412,1
36:00.0,7.316,1
37:00.0,7.126,1
38:00.0,6.866,1
39:00.0,6.531,1
40:00.0,6.249,1
41:00.0,6.038,1
42:00.0,5.863,1
43:00.0,5.699,1
44:00.0,5.582,1
45:00.0,5.497,1
46:00.0,5.434,1
47:00.0,5.404,1
48:00.0,5.402,1
49:00.0,5.422,1
50:00.0,5.473,1
51:00.0,5.553,1
52:00.0,5.663,1
53:00.0,5.807,1
54:00.0,5.984,1
55:00.0,6.166,1
56:00.0,6.425,1
57:00.0,6.749,1
58:00.0,7.043,1
59:00.0,7.253,1
00:00.0,7.408,1
,,
Minus-Y_Array,,
,,
Time (UTCG),Power (W),Solar Intensity
00:00.0,0.798,1
01:00.0,0.797,1
02:00.0,0.785,1
03:00.0,0.774,1
04:00.0,0.756,1
05:00.0,0.74,1
06:00.0,0.719,1
07:00.0,0.695,1
08:00.0,0.665,1
09:00.0,0.634,1
10:00.0,0.601,1
11:00.0,0.563,1
12:00.0,0.525,1
13:00.0,0.485,1
14:00.0,0.443,1
15:00.0,0.396,1
16:00.0,0.35,1
17:00.0,0.3,1
18:00.0,0.248,1
19:00.0,0.199,1
20:00.0,0.146,1
21:00.0,0.094,1
22:00.0,0.042,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0.045,1
12:00.0,0.1,1
13:00.0,0.151,1
14:00.0,0.203,1
15:00.0,0.255,1
16:00.0,0.303,1
17:00.0,0.352,1
18:00.0,0.399,1
19:00.0,0.445,1
20:00.0,0.49,1
21:00.0,0.529,1
22:00.0,0.568,1
23:00.0,0.603,1
24:00.0,0.637,1
25:00.0,0.669,1
26:00.0,0.698,1
27:00.0,0.722,1
28:00.0,0.745,1
29:00.0,0.761,1
30:00.0,0.778,1
31:00.0,0.787,1
32:00.0,0.797,1
33:00.0,0.801,1
34:00.0,0.802,1
35:00.0,0.8,1
36:00.0,0.794,1
37:00.0,0.785,1
38:00.0,0.773,1
39:00.0,0.753,1
40:00.0,0.737,1
41:00.0,0.715,1
42:00.0,0.688,1
43:00.0,0.657,1
44:00.0,0.627,1
45:00.0,0.592,1
46:00.0,0.555,1
47:00.0,0.514,1
48:00.0,0.473,1
49:00.0,0.43,1
50:00.0,0.381,1
51:00.0,0.337,1
52:00.0,0.286,1
53:00.0,0.236,1
54:00.0,0.184,1
55:00.0,0.132,1
56:00.0,0.079,1
57:00.0,0.026,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0.008,1
46:00.0,0.061,1
47:00.0,0.112,1
48:00.0,0.166,1
49:00.0,0.218,1
50:00.0,0.269,1
51:00.0,0.318,1
52:00.0,0.364,1
53:00.0,0.413,1
54:00.0,0.459,1
55:00.0,0.503,1
56:00.0,0.54,1
57:00.0,0.58,1
58:00.0,0.615,1
59:00.0,0.648,1
00:00.0,0.677,1
01:00.0,0.705,1
02:00.0,0.729,1
03:00.0,0.75,1
04:00.0,0.767,1
05:00.0,0.782,1
06:00.0,0.792,1
07:00.0,0.799,1
08:00.0,0.802,1
09:00.0,0.803,1
10:00.0,0.798,1
11:00.0,0.791,1
12:00.0,0.784,1
13:00.0,0.768,1
14:00.0,0.751,1
15:00.0,0.731,1
16:00.0,0.707,1
17:00.0,0.68,1
18:00.0,0.652,1
19:00.0,0.617,1
20:00.0,0.578,1
21:00.0,0.544,1
22:00.0,0.505,1
23:00.0,0.462,1
24:00.0,0.416,1
25:00.0,0.371,1
26:00.0,0.323,1
27:00.0,0.275,1
28:00.0,0.224,1
29:00.0,0.171,1
30:00.0,0.118,1
31:00.0,0.065,1
32:00.0,0.012,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0.021,1
21:00.0,0.073,1
22:00.0,0.127,1
23:00.0,0.179,1
24:00.0,0.231,1
25:00.0,0.282,1
26:00.0,0.329,1
27:00.0,0.378,1
28:00.0,0.426,1
29:00.0,0.471,1
30:00.0,0.509,1
31:00.0,0.555,1
32:00.0,0.592,1
33:00.0,0.625,1
34:00.0,0.657,1
35:00.0,0.683,1
36:00.0,0.711,1
37:00.0,0.736,1
38:00.0,0.757,1
39:00.0,0.772,1
40:00.0,0.787,1
41:00.0,0.795,1
42:00.0,0.801,1
43:00.0,0.805,1
44:00.0,0.803,1
45:00.0,0.799,1
46:00.0,0.791,1
47:00.0,0.781,1
48:00.0,0.764,1
49:00.0,0.746,1
50:00.0,0.726,1
51:00.0,0.7,1
52:00.0,0.674,1
53:00.0,0.642,1
54:00.0,0.607,1
55:00.0,0.575,1
56:00.0,0.535,1
57:00.0,0.493,1
58:00.0,0.449,1
59:00.0,0.404,1
00:00.0,0.36,1
01:00.0,0.312,1
02:00.0,0.259,1
03:00.0,0.21,1
04:00.0,0.157,1
05:00.0,0.102,1
06:00.0,0.051,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0.037,1
56:00.0,0.091,1
57:00.0,0.143,1
58:00.0,0.196,1
59:00.0,0.246,1
00:00.0,0.297,1
01:00.0,0.345,1
02:00.0,0.392,1
03:00.0,0.442,1
04:00.0,0.481,1
05:00.0,0.526,1
06:00.0,0.564,1
07:00.0,0.6,1
08:00.0,0.635,1
09:00.0,0.665,1
10:00.0,0.694,1
11:00.0,0.72,1
12:00.0,0.741,1
13:00.0,0.761,1
14:00.0,0.777,1
15:00.0,0.788,1
16:00.0,0.803,1
17:00.0,0.805,1
18:00.0,0.805,1
19:00.0,0.803,1
20:00.0,0.795,1
21:00.0,0.788,1
22:00.0,0.78,1
23:00.0,0.761,1
24:00.0,0.741,1
25:00.0,0.719,1
26:00.0,0.694,1
27:00.0,0.665,1
28:00.0,0.635,1
29:00.0,0.597,1
30:00.0,0.561,1
31:00.0,0.523,1
32:00.0,0.483,1
33:00.0,0.431,1
34:00.0,0.393,1
35:00.0,0.343,1
36:00.0,0.297,1
37:00.0,0.243,1
38:00.0,0.192,1
39:00.0,0.139,1
40:00.0,0.088,1
41:00.0,0.035,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0.048,1
31:00.0,0.107,1
32:00.0,0.161,1
33:00.0,0.211,1
34:00.0,0.26,1
35:00.0,0.312,1
36:00.0,0.359,1
37:00.0,0.402,1
38:00.0,0.452,1
39:00.0,0.495,1
40:00.0,0.537,1
41:00.0,0.576,1
42:00.0,0.612,1
43:00.0,0.645,1
44:00.0,0.674,1
45:00.0,0.703,1
46:00.0,0.728,1
47:00.0,0.747,1
48:00.0,0.766,1
49:00.0,0.78,1
50:00.0,0.793,1
51:00.0,0.801,1
52:00.0,0.805,1
53:00.0,0.804,1
54:00.0,0.803,1
55:00.0,0.799,1
56:00.0,0.787,1
57:00.0,0.773,1
58:00.0,0.755,1
59:00.0,0.736,1
00:00.0,0.714,1
01:00.0,0.688,1
02:00.0,0.656,1
03:00.0,0.626,1
04:00.0,0.589,1
05:00.0,0.553,1
06:00.0,0.512,1
07:00.0,0.468,1
08:00.0,0.423,1
09:00.0,0.377,1
10:00.0,0.329,1
11:00.0,0.282,1
12:00.0,0.23,1
13:00.0,0.179,1
14:00.0,0.127,1
15:00.0,0.074,1
16:00.0,0.017,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0.014,1
05:00.0,0.067,1
06:00.0,0.121,1
07:00.0,0.173,1
08:00.0,0.225,1
09:00.0,0.277,1
10:00.0,0.326,1
11:00.0,0.375,1
12:00.0,0.42,1
13:00.0,0.465,1
14:00.0,0.509,1
15:00.0,0.55,1
16:00.0,0.586,1
17:00.0,0.622,1
18:00.0,0.656,1
19:00.0,0.683,1
20:00.0,0.711,1
21:00.0,0.733,1
22:00.0,0.755,1
23:00.0,0.771,1
24:00.0,0.785,1
25:00.0,0.798,1
26:00.0,0.802,1
27:00.0,0.807,1
28:00.0,0.808,1
29:00.0,0.801,1
30:00.0,0.795,1
31:00.0,0.784,1
32:00.0,0.766,1
33:00.0,0.753,1
34:00.0,0.73,1
35:00.0,0.705,1
36:00.0,0.679,1
37:00.0,0.649,1
38:00.0,0.615,1
39:00.0,0.577,1
40:00.0,0.541,1
41:00.0,0.502,1
42:00.0,0.458,1
43:00.0,0.411,1
44:00.0,0.365,1
45:00.0,0.316,1
46:00.0,0.268,1
47:00.0,0.215,1
48:00.0,0.165,1
49:00.0,0.112,1
50:00.0,0.055,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0.03,1
40:00.0,0.082,1
41:00.0,0.137,1
42:00.0,0.187,1
43:00.0,0.24,1
44:00.0,0.29,1
45:00.0,0.338,1
46:00.0,0.388,1
47:00.0,0.433,1
48:00.0,0.482,1
49:00.0,0.519,1
50:00.0,0.56,1
51:00.0,0.596,1
52:00.0,0.632,1
53:00.0,0.664,1
54:00.0,0.694,1
55:00.0,0.72,1
56:00.0,0.742,1
57:00.0,0.761,1
58:00.0,0.774,1
59:00.0,0.789,1
00:00.0,0.8,1
01:00.0,0.806,1
02:00.0,0.81,1
03:00.0,0.807,1
04:00.0,0.801,1
05:00.0,0.793,1
06:00.0,0.781,1
07:00.0,0.766,1
08:00.0,0.747,1
09:00.0,0.725,1
10:00.0,0.7,1
11:00.0,0.671,1
12:00.0,0.64,1
13:00.0,0.605,1
14:00.0,0.569,1
15:00.0,0.534,1
16:00.0,0.487,1
17:00.0,0.447,1
18:00.0,0.399,1
19:00.0,0.352,1
20:00.0,0.305,1
21:00.0,0.257,1
22:00.0,0.205,1
23:00.0,0.151,1
24:00.0,0.097,1
25:00.0,0.044,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0.045,1
15:00.0,0.098,1
16:00.0,0.151,1
17:00.0,0.203,1
18:00.0,0.254,1
19:00.0,0.306,1
20:00.0,0.354,1
21:00.0,0.404,1
22:00.0,0.449,1
23:00.0,0.491,1
24:00.0,0.531,1
25:00.0,0.57,1
26:00.0,0.611,1
27:00.0,0.641,1
28:00.0,0.674,1
29:00.0,0.703,1
30:00.0,0.727,1
31:00.0,0.748,1
32:00.0,0.767,1
33:00.0,0.786,1
34:00.0,0.794,1
35:00.0,0.799,1
36:00.0,0.807,1
37:00.0,0.811,1
38:00.0,0.807,1
39:00.0,0.803,1
40:00.0,0.794,1
41:00.0,0.781,1
42:00.0,0.76,1
43:00.0,0.742,1
44:00.0,0.719,1
45:00.0,0.693,1
46:00.0,0.664,1
47:00.0,0.632,1
48:00.0,0.597,1
49:00.0,0.561,1
50:00.0,0.519,1
51:00.0,0.479,1
52:00.0,0.439,1
53:00.0,0.388,1
54:00.0,0.339,1
55:00.0,0.29,1
56:00.0,0.24,1
57:00.0,0.192,1
58:00.0,0.133,1
59:00.0,0.082,1
00:00.0,0.028,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0.059,1
50:00.0,0.113,1
51:00.0,0.164,1
52:00.0,0.218,1
53:00.0,0.268,1
54:00.0,0.323,1
55:00.0,0.367,1
56:00.0,0.412,1
57:00.0,0.462,1
58:00.0,0.502,1
59:00.0,0.543,1
00:00.0,0.582,1
01:00.0,0.617,1
02:00.0,0.651,1
03:00.0,0.68,1
04:00.0,0.709,1
05:00.0,0.734,1
06:00.0,0.755,1
07:00.0,0.772,1
08:00.0,0.786,1
09:00.0,0.796,1
10:00.0,0.805,1
11:00.0,0.809,1
12:00.0,0.807,1
13:00.0,0.806,1
14:00.0,0.799,1
15:00.0,0.789,1
16:00.0,0.778,1
17:00.0,0.76,1
18:00.0,0.735,1
19:00.0,0.711,1
20:00.0,0.686,1
21:00.0,0.657,1
22:00.0,0.624,1
23:00.0,0.589,1
24:00.0,0.552,1
25:00.0,0.509,1
26:00.0,0.468,1
27:00.0,0.422,1
28:00.0,0.376,1
29:00.0,0.325,1
30:00.0,0.276,1
31:00.0,0.225,1
32:00.0,0.17,1
33:00.0,0.121,1
34:00.0,0.068,1
35:00.0,0.013,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0.021,1
24:00.0,0.075,1
25:00.0,0.127,1
26:00.0,0.179,1
27:00.0,0.232,1
28:00.0,0.281,1
29:00.0,0.332,1
30:00.0,0.385,1
31:00.0,0.427,1
32:00.0,0.474,1
33:00.0,0.514,1
34:00.0,0.556,1
35:00.0,0.595,1
36:00.0,0.625,1
37:00.0,0.661,1
38:00.0,0.688,1
39:00.0,0.717,1
40:00.0,0.739,1
41:00.0,0.76,1
42:00.0,0.778,1
43:00.0,0.793,1
44:00.0,0.8,1
45:00.0,0.809,1
46:00.0,0.81,1
47:00.0,0.81,1
48:00.0,0.804,1
49:00.0,0.796,1
