Minus-X_Array,,
,,
Time (UTCG),Power (W),Solar Intensity
50:00.0,0.786,1
51:00.0,0.771,1
52:00.0,0.753,1
53:00.0,0.731,1
54:00.0,0.706,1
55:00.0,0.681,1
56:00.0,0.649,1
57:00.0,0.613,1
58:00.0,0.578,1
59:00.0,0.539,1
00:00.0,0.498,1
01:00.0,0.454,1
02:00.0,0.409,1
03:00.0,0.362,1
04:00.0,0.313,1
05:00.0,0.264,1
06:00.0,0.211,1
07:00.0,0.16,1
08:00.0,0.106,1
09:00.0,0.052,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0.035,1
59:00.0,0.089,1
00:00.0,0.143,1
01:00.0,0.195,1
02:00.0,0.247,1
03:00.0,0.298,1
04:00.0,0.348,1
05:00.0,0.387,1
06:00.0,0.438,1
07:00.0,0.488,1
08:00.0,0.525,1
09:00.0,0.566,1
10:00.0,0.604,1
11:00.0,0.638,1
12:00.0,0.675,1
13:00.0,0.698,1
14:00.0,0.725,1
15:00.0,0.746,1
16:00.0,0.765,1
17:00.0,0.776,1
18:00.0,0.794,1
19:00.0,0.804,1
20:00.0,0.808,1
21:00.0,0.811,1
22:00.0,0.803,1
23:00.0,0.804,1
24:00.0,0.796,1
25:00.0,0.783,1
26:00.0,0.764,1
27:00.0,0.75,1
28:00.0,0.726,1
29:00.0,0.699,1
30:00.0,0.672,1
31:00.0,0.639,1
32:00.0,0.604,1
33:00.0,0.571,1
34:00.0,0.528,1
35:00.0,0.485,1
36:00.0,0.44,1
37:00.0,0.395,1
38:00.0,0.346,1
39:00.0,0.3,1
40:00.0,0.248,1
41:00.0,0.196,1
42:00.0,0.141,1
43:00.0,0.092,1
44:00.0,0.037,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0.05,1
34:00.0,0.105,1
35:00.0,0.157,1
36:00.0,0.21,1
37:00.0,0.261,1
38:00.0,0.311,1
39:00.0,0.36,1
40:00.0,0.409,1
41:00.0,0.455,1
42:00.0,0.496,1
43:00.0,0.54,1
44:00.0,0.579,1
45:00.0,0.613,1
46:00.0,0.649,1
47:00.0,0.679,1
48:00.0,0.708,1
49:00.0,0.731,1
50:00.0,0.753,1
51:00.0,0.772,1
52:00.0,0.784,1
53:00.0,0.798,1
54:00.0,0.805,1
55:00.0,0.811,1
56:00.0,0.812,1
57:00.0,0.809,1
58:00.0,0.801,1
59:00.0,0.795,1
00:00.0,0.782,1
01:00.0,0.763,1
02:00.0,0.743,1
03:00.0,0.72,1
04:00.0,0.696,1
05:00.0,0.664,1
06:00.0,0.629,1
07:00.0,0.595,1
08:00.0,0.556,1
09:00.0,0.518,1
10:00.0,0.474,1
11:00.0,0.43,1
12:00.0,0.384,1
13:00.0,0.336,1
14:00.0,0.287,1
15:00.0,0.233,1
16:00.0,0.181,1
17:00.0,0.131,1
18:00.0,0.075,1
19:00.0,0.023,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0.011,1
08:00.0,0.066,1
09:00.0,0.117,1
10:00.0,0.173,1
11:00.0,0.225,1
12:00.0,0.276,1
13:00.0,0.329,1
14:00.0,0.375,1
15:00.0,0.422,1
16:00.0,0.47,1
17:00.0,0.51,1
18:00.0,0.554,1
19:00.0,0.589,1
20:00.0,0.626,1
21:00.0,0.659,1
22:00.0,0.69,1
23:00.0,0.716,1
24:00.0,0.739,1
25:00.0,0.757,1
26:00.0,0.776,1
27:00.0,0.791,1
28:00.0,0.801,1
29:00.0,0.81,1
30:00.0,0.813,1
31:00.0,0.813,1
32:00.0,0.809,1
33:00.0,0.801,1
34:00.0,0.789,1
35:00.0,0.776,1
36:00.0,0.761,1
37:00.0,0.738,1
38:00.0,0.712,1
39:00.0,0.684,1
40:00.0,0.655,1
41:00.0,0.621,1
42:00.0,0.586,1
43:00.0,0.548,1
44:00.0,0.506,1
45:00.0,0.463,1
46:00.0,0.417,1
47:00.0,0.37,1
48:00.0,0.319,1
49:00.0,0.272,1
50:00.0,0.219,1
51:00.0,0.167,1
52:00.0,0.113,1
53:00.0,0.06,1
54:00.0,0.007,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0.027,1
43:00.0,0.08,1
44:00.0,0.134,1
45:00.0,0.186,1
46:00.0,0.239,1
47:00.0,0.288,1
48:00.0,0.34,1
49:00.0,0.388,1
50:00.0,0.434,1
51:00.0,0.479,1
52:00.0,0.521,1
53:00.0,0.561,1
54:00.0,0.599,1
55:00.0,0.635,1
56:00.0,0.667,1
57:00.0,0.699,1
58:00.0,0.723,1
59:00.0,0.744,1
00:00.0,0.766,1
01:00.0,0.783,1
02:00.0,0.792,1
03:00.0,0.806,1
04:00.0,0.811,1
05:00.0,0.814,1
06:00.0,0.812,1
07:00.0,0.808,1
08:00.0,0.799,1
09:00.0,0.789,1
10:00.0,0.771,1
11:00.0,0.754,1
12:00.0,0.733,1
13:00.0,0.706,1
14:00.0,0.679,1
15:00.0,0.646,1
16:00.0,0.612,1
17:00.0,0.578,1
18:00.0,0.535,1
19:00.0,0.494,1
20:00.0,0.452,1
21:00.0,0.405,1
22:00.0,0.358,1
23:00.0,0.308,1
24:00.0,0.257,1
25:00.0,0.2,1
26:00.0,0.154,1
27:00.0,0.099,1
28:00.0,0.045,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0.042,1
18:00.0,0.097,1
19:00.0,0.15,1
20:00.0,0.205,1
21:00.0,0.254,1
22:00.0,0.301,1
23:00.0,0.352,1
24:00.0,0.391,1
25:00.0,0.449,1
26:00.0,0.491,1
27:00.0,0.534,1
28:00.0,0.574,1
29:00.0,0.611,1
30:00.0,0.644,1
31:00.0,0.676,1
32:00.0,0.709,1
33:00.0,0.73,1
34:00.0,0.752,1
35:00.0,0.773,1
36:00.0,0.79,1
37:00.0,0.8,1
38:00.0,0.807,1
39:00.0,0.813,1
40:00.0,0.812,1
41:00.0,0.814,1
42:00.0,0.808,1
43:00.0,0.797,1
44:00.0,0.784,1
45:00.0,0.762,1
46:00.0,0.748,1
47:00.0,0.727,1
48:00.0,0.7,1
49:00.0,0.669,1
50:00.0,0.638,1
51:00.0,0.603,1
52:00.0,0.568,1
53:00.0,0.526,1
54:00.0,0.483,1
55:00.0,0.442,1
56:00.0,0.391,1
57:00.0,0.346,1
58:00.0,0.295,1
59:00.0,0.244,1
00:00.0,0.192,1
,,
Minus-Z_Array,,
,,
Time (UTCG),Power (W),Solar Intensity
00:00.0,0.031,1
01:00.0,0.067,1
02:00.0,0.102,1
03:00.0,0.138,1
04:00.0,0.169,1
05:00.0,0.202,1
06:00.0,0.237,1
07:00.0,0.266,1
08:00.0,0.296,1
09:00.0,0.326,1
10:00.0,0.354,1
11:00.0,0.379,1
12:00.0,0.404,1
13:00.0,0.425,1
14:00.0,0.447,1
15:00.0,0.464,1
16:00.0,0.481,1
17:00.0,0.497,1
18:00.0,0.508,1
19:00.0,0.518,1
20:00.0,0.527,1
21:00.0,0.531,1
22:00.0,0.534,1
23:00.0,0.534,1
24:00.0,0.533,1
25:00.0,0.53,1
26:00.0,0.523,1
27:00.0,0.512,1
28:00.0,0.504,1
29:00.0,0.491,1
30:00.0,0.474,1
31:00.0,0.459,1
32:00.0,0.436,1
33:00.0,0.417,1
34:00.0,0.392,1
35:00.0,0.368,1
36:00.0,0.342,1
37:00.0,0.313,1
38:00.0,0.285,1
39:00.0,0.254,1
40:00.0,0.221,1
41:00.0,0.19,1
42:00.0,0.155,1
43:00.0,0.122,1
44:00.0,0.086,1
45:00.0,0.051,1
46:00.0,0.016,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0.006,1
35:00.0,0.042,1
36:00.0,0.078,1
37:00.0,0.113,1
38:00.0,0.147,1
39:00.0,0.182,1
40:00.0,0.213,1
41:00.0,0.244,1
42:00.0,0.276,1
43:00.0,0.308,1
44:00.0,0.335,1
45:00.0,0.362,1
46:00.0,0.386,1
47:00.0,0.41,1
48:00.0,0.432,1
49:00.0,0.453,1
50:00.0,0.471,1
51:00.0,0.486,1
52:00.0,0.502,1
53:00.0,0.512,1
54:00.0,0.522,1
55:00.0,0.528,1
56:00.0,0.532,1
57:00.0,0.533,1
58:00.0,0.534,1
59:00.0,0.531,1
00:00.0,0.527,1
01:00.0,0.522,1
02:00.0,0.514,1
03:00.0,0.5,1
04:00.0,0.486,1
05:00.0,0.47,1
06:00.0,0.454,1
07:00.0,0.433,1
08:00.0,0.411,1
09:00.0,0.387,1
10:00.0,0.362,1
11:00.0,0.334,1
12:00.0,0.305,1
13:00.0,0.276,1
14:00.0,0.247,1
15:00.0,0.215,1
16:00.0,0.181,1
17:00.0,0.148,1
18:00.0,0.111,1
19:00.0,0.076,1
20:00.0,0.041,1
21:00.0,0.006,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0.017,1
10:00.0,0.052,1
11:00.0,0.086,1
12:00.0,0.123,1
13:00.0,0.155,1
14:00.0,0.189,1
15:00.0,0.221,1
16:00.0,0.255,1
17:00.0,0.286,1
18:00.0,0.313,1
19:00.0,0.343,1
20:00.0,0.369,1
21:00.0,0.395,1
22:00.0,0.416,1
23:00.0,0.438,1
24:00.0,0.457,1
25:00.0,0.475,1
26:00.0,0.492,1
27:00.0,0.504,1
28:00.0,0.513,1
29:00.0,0.525,1
30:00.0,0.53,1
31:00.0,0.535,1
32:00.0,0.535,1
33:00.0,0.536,1
34:00.0,0.533,1
35:00.0,0.528,1
36:00.0,0.518,1
37:00.0,0.506,1
38:00.0,0.497,1
39:00.0,0.483,1
40:00.0,0.466,1
41:00.0,0.448,1
42:00.0,0.426,1
43:00.0,0.404,1
44:00.0,0.382,1
45:00.0,0.357,1
46:00.0,0.327,1
47:00.0,0.299,1
48:00.0,0.268,1
49:00.0,0.237,1
50:00.0,0.204,1
51:00.0,0.173,1
52:00.0,0.135,1
53:00.0,0.104,1
54:00.0,0.068,1
55:00.0,0.032,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0.025,1
45:00.0,0.062,1
46:00.0,0.096,1
47:00.0,0.133,1
48:00.0,0.167,1
49:00.0,0.2,1
50:00.0,0.233,1
51:00.0,0.263,1
52:00.0,0.294,1
53:00.0,0.326,1
54:00.0,0.351,1
55:00.0,0.376,1
56:00.0,0.4,1
57:00.0,0.424,1
58:00.0,0.444,1
59:00.0,0.464,1
00:00.0,0.481,1
01:00.0,0.496,1
02:00.0,0.509,1
03:00.0,0.518,1
04:00.0,0.526,1
05:00.0,0.531,1
06:00.0,0.534,1
07:00.0,0.537,1
08:00.0,0.535,1
09:00.0,0.53,1
10:00.0,0.525,1
11:00.0,0.52,1
12:00.0,0.506,1
13:00.0,0.494,1
14:00.0,0.48,1
15:00.0,0.461,1
16:00.0,0.443,1
17:00.0,0.42,1
18:00.0,0.396,1
19:00.0,0.375,1
20:00.0,0.347,1
21:00.0,0.32,1
22:00.0,0.289,1
23:00.0,0.26,1
24:00.0,0.227,1
25:00.0,0.196,1
26:00.0,0.162,1
27:00.0,0.128,1
28:00.0,0.094,1
29:00.0,0.058,1
30:00.0,0.021,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0.036,1
20:00.0,0.072,1
21:00.0,0.107,1
22:00.0,0.142,1
23:00.0,0.175,1
24:00.0,0.206,1
25:00.0,0.241,1
26:00.0,0.273,1
27:00.0,0.3,1
28:00.0,0.329,1
29:00.0,0.361,1
30:00.0,0.384,1
31:00.0,0.409,1
32:00.0,0.431,1
33:00.0,0.451,1
34:00.0,0.47,1
35:00.0,0.485,1
36:00.0,0.499,1
37:00.0,0.512,1
38:00.0,0.522,1
39:00.0,0.529,1
40:00.0,0.535,1
41:00.0,0.536,1
42:00.0,0.537,1
43:00.0,0.534,1
44:00.0,0.532,1
45:00.0,0.523,1
46:00.0,0.514,1
47:00.0,0.503,1
48:00.0,0.491,1
49:00.0,0.474,1
50:00.0,0.457,1
51:00.0,0.436,1
52:00.0,0.414,1
53:00.0,0.392,1
54:00.0,0.368,1
55:00.0,0.341,1
56:00.0,0.312,1
57:00.0,0.281,1
58:00.0,0.253,1
59:00.0,0.218,1
00:00.0,0.187,1
01:00.0,0.153,1
02:00.0,0.118,1
03:00.0,0.081,1
04:00.0,0.049,1
05:00.0,0.012,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0.01,1
54:00.0,0.045,1
55:00.0,0.083,1
56:00.0,0.117,1
57:00.0,0.151,1
58:00.0,0.187,1
59:00.0,0.219,1
00:00.0,0.251,1
01:00.0,0.28,1
02:00.0,0.311,1
03:00.0,0.34,1
04:00.0,0.367,1
05:00.0,0.388,1
06:00.0,0.417,1
07:00.0,0.437,1
08:00.0,0.457,1
09:00.0,0.474,1
10:00.0,0.489,1
11:00.0,0.503,1
12:00.0,0.514,1
13:00.0,0.525,1
14:00.0,0.532,1
15:00.0,0.536,1
16:00.0,0.539,1
17:00.0,0.537,1
18:00.0,0.534,1
19:00.0,0.529,1
20:00.0,0.523,1
21:00.0,0.515,1
22:00.0,0.502,1
23:00.0,0.487,1
24:00.0,0.47,1
25:00.0,0.452,1
26:00.0,0.432,1
27:00.0,0.409,1
28:00.0,0.385,1
29:00.0,0.36,1
30:00.0,0.331,1
31:00.0,0.303,1
32:00.0,0.275,1
33:00.0,0.244,1
34:00.0,0.21,1
35:00.0,0.178,1
36:00.0,0.143,1
37:00.0,0.107,1
38:00.0,0.072,1
39:00.0,0.038,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0.022,1
29:00.0,0.058,1
30:00.0,0.091,1
31:00.0,0.127,1
32:00.0,0.159,1
33:00.0,0.194,1
34:00.0,0.229,1
35:00.0,0.258,1
36:00.0,0.289,1
37:00.0,0.316,1
38:00.0,0.346,1
39:00.0,0.374,1
40:00.0,0.399,1
41:00.0,0.422,1
42:00.0,0.44,1
43:00.0,0.461,1
44:00.0,0.477,1
45:00.0,0.495,1
46:00.0,0.507,1
47:00.0,0.522,1
48:00.0,0.527,1
49:00.0,0.532,1
50:00.0,0.539,1
51:00.0,0.536,1
52:00.0,0.536,1
53:00.0,0.534,1
54:00.0,0.529,1
55:00.0,0.52,1
56:00.0,0.506,1
57:00.0,0.498,1
58:00.0,0.484,1
59:00.0,0.466,1
00:00.0,0.448,1
01:00.0,0.426,1
02:00.0,0.404,1
03:00.0,0.38,1
04:00.0,0.352,1
05:00.0,0.324,1
06:00.0,0.298,1
07:00.0,0.267,1
08:00.0,0.233,1
09:00.0,0.201,1
10:00.0,0.165,1
11:00.0,0.133,1
12:00.0,0.1,1
13:00.0,0.064,1
14:00.0,0.029,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0,1
38:00.0,0,1
39:00.0,0,1
40:00.0,0,1
41:00.0,0,1
42:00.0,0,1
43:00.0,0,1
44:00.0,0,1
45:00.0,0,1
46:00.0,0,1
47:00.0,0,1
48:00.0,0,1
49:00.0,0,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0.027,1
04:00.0,0.067,1
05:00.0,0.103,1
06:00.0,0.137,1
07:00.0,0.171,1
08:00.0,0.206,1
09:00.0,0.237,1
10:00.0,0.268,1
11:00.0,0.3,1
12:00.0,0.33,1
13:00.0,0.356,1
14:00.0,0.381,1
15:00.0,0.406,1
16:00.0,0.429,1
17:00.0,0.449,1
18:00.0,0.468,1
19:00.0,0.484,1
20:00.0,0.499,1
21:00.0,0.51,1
22:00.0,0.522,1
23:00.0,0.529,1
24:00.0,0.535,1
25:00.0,0.538,1
26:00.0,0.539,1
27:00.0,0.536,1
28:00.0,0.532,1
29:00.0,0.527,1
30:00.0,0.521,1
31:00.0,0.508,1
32:00.0,0.493,1
33:00.0,0.479,1
34:00.0,0.462,1
35:00.0,0.442,1
36:00.0,0.421,1
37:00.0,0.395,1
38:00.0,0.372,1
39:00.0,0.344,1
40:00.0,0.316,1
41:00.0,0.287,1
42:00.0,0.257,1
43:00.0,0.225,1
44:00.0,0.192,1
45:00.0,0.158,1
46:00.0,0.124,1
47:00.0,0.09,1
48:00.0,0.053,1
49:00.0,0.017,1
50:00.0,0,1
51:00.0,0,1
52:00.0,0,1
53:00.0,0,1
54:00.0,0,1
55:00.0,0,1
56:00.0,0,1
57:00.0,0,1
58:00.0,0,1
59:00.0,0,1
00:00.0,0,1
01:00.0,0,1
02:00.0,0,1
03:00.0,0,1
04:00.0,0,1
05:00.0,0,1
06:00.0,0,1
07:00.0,0,1
08:00.0,0,1
09:00.0,0,1
10:00.0,0,1
11:00.0,0,1
12:00.0,0,1
13:00.0,0,1
14:00.0,0,1
15:00.0,0,1
16:00.0,0,1
17:00.0,0,1
18:00.0,0,1
19:00.0,0,1
20:00.0,0,1
21:00.0,0,1
22:00.0,0,1
23:00.0,0,1
24:00.0,0,1
25:00.0,0,1
26:00.0,0,1
27:00.0,0,1
28:00.0,0,1
29:00.0,0,1
30:00.0,0,1
31:00.0,0,1
32:00.0,0,1
33:00.0,0,1
34:00.0,0,1
35:00.0,0,1
36:00.0,0,1
37:00.0,0.006,1
38:00.0,0.04,1
39:00.0,0.076,1
40:00.0,0.111,1
41:00.0,0.147,1
42:00.0,0.181,1
43:00.0,0.211,1
44:00.0,0.245,1
45:00.0,0.278,1
46:00.0,0.305,1
47:00.0,0.336,1
48:00.0,0.366,1
49:00.0,0.39,1
50:00.0,0.413,1
51:00.0,0.435,1
