"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
1 Jan 2025 16:31:20.822,0.000,0.437509,-153.618,-139.342403,20.000000,94.981490,19.200,52.1485,55.1588,1.000000e-30
1 Jan 2025 16:32:20.000,0.000,0.437508,-152.385,-138.109792,20.000000,96.214101,19.200,53.3811,56.3914,1.000000e-30
1 Jan 2025 16:33:20.000,0.000,0.437507,-151.079,-136.803895,20.000000,97.519998,19.200,54.6870,57.6973,1.000000e-30
1 Jan 2025 16:34:20.000,0.000,0.437505,-149.830,-135.554998,20.000000,98.768895,19.200,55.9359,58.9462,1.000000e-30
1 Jan 2025 16:35:20.000,0.000,0.437503,-148.876,-134.600646,20.000000,99.723247,19.200,56.8902,59.9005,1.000000e-30
1 Jan 2025 16:36:20.000,0.000,0.437500,-148.535,-134.259812,20.000000,100.064081,19.200,57.2311,60.2414,1.000000e-30
1 Jan 2025 16:37:20.000,0.000,0.437497,-148.960,-134.684600,20.000000,99.639294,19.200,56.8063,59.8166,1.000000e-30
1 Jan 2025 16:38:20.000,0.000,0.437494,-149.963,-135.687671,20.000000,98.636222,19.200,55.8032,58.8135,1.000000e-30
1 Jan 2025 16:39:20.000,0.000,0.437493,-151.226,-136.950403,20.000000,97.373490,19.200,54.5405,57.5508,1.000000e-30
1 Jan 2025 16:40:20.000,0.000,0.437492,-152.526,-138.251015,20.000000,96.072878,19.200,53.2399,56.2502,1.000000e-30
1 Jan 2025 16:41:07.274,0.000,0.437491,-153.508,-139.232800,20.000000,95.091093,19.200,52.2581,55.2684,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 01:34:58.121,0.000,0.437508,-153.512,-139.236775,20.000000,95.087118,19.200,52.2541,55.2644,1.000000e-30
2 Jan 2025 01:35:58.000,0.000,0.437508,-152.320,-138.044772,20.000000,96.279121,19.200,53.4461,56.4564,1.000000e-30
2 Jan 2025 01:36:58.000,0.000,0.437506,-151.115,-136.840142,20.000000,97.483751,19.200,54.6507,57.6610,1.000000e-30
2 Jan 2025 01:37:58.000,0.000,0.437505,-150.036,-135.760957,20.000000,98.562936,19.200,55.7299,58.7402,1.000000e-30
