"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 19:24:50.000,0.000,0.437507,-149.357,-135.081892,20.000000,99.242001,19.200,56.4090,59.4193,1.000000e-30
2 Jan 2025 19:25:50.000,0.000,0.437504,-148.055,-133.779258,20.000000,100.544635,19.200,57.7116,60.7219,1.000000e-30
2 Jan 2025 19:26:50.000,0.000,0.437501,-147.381,-133.105659,20.000000,101.218234,19.200,58.3852,61.3955,1.000000e-30
2 Jan 2025 19:27:50.000,0.000,0.437497,-147.689,-133.413722,20.000000,100.910172,19.200,58.0772,61.0875,1.000000e-30
2 Jan 2025 19:28:50.000,0.000,0.437494,-148.804,-134.528924,20.000000,99.794969,19.200,56.9620,59.9723,1.000000e-30
2 Jan 2025 19:29:50.000,0.000,0.437493,-150.262,-135.986476,20.000000,98.337418,19.200,55.5044,58.5147,1.000000e-30
2 Jan 2025 19:30:50.000,0.000,0.437491,-151.744,-137.469122,20.000000,96.854771,19.200,54.0218,57.0321,1.000000e-30
2 Jan 2025 19:31:50.000,0.000,0.437491,-153.126,-138.850271,20.000000,95.473622,19.200,52.6406,55.6509,1.000000e-30
2 Jan 2025 19:32:07.424,0.000,0.437491,-153.502,-139.226694,20.000000,95.097200,19.200,52.2642,55.2745,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Jan 2025 17:29:32.567,0.000,0.437509,-153.607,-139.332245,20.000000,94.991648,19.200,52.1586,55.1689,1.000000e-30
3 Jan 2025 17:30:32.000,0.000,0.437508,-152.386,-138.111024,20.000000,96.212869,19.200,53.3799,56.3902,1.000000e-30
3 Jan 2025 17:31:32.000,0.000,0.437507,-151.091,-136.816000,20.000000,97.507893,19.200,54.6749,57.6852,1.000000e-30
3 Jan 2025 17:32:32.000,0.000,0.437506,-149.836,-135.561001,20.000000,98.762892,19.200,55.9299,58.9402,1.000000e-30
3 Jan 2025 17:33:32.000,0.000,0.437503,-148.842,-134.567078,20.000000,99.756815,19.200,56.9238,59.9341,1.000000e-30
3 Jan 2025 17:34:32.000,0.000,0.437500,-148.425,-134.149569,20.000000,100.174324,19.200,57.3413,60.3516,1.000000e-30
3 Jan 2025 17:35:32.000,0.000,0.437497,-148.767,-134.492180,20.000000,99.831713,19.200,56.9987,60.0090,1.000000e-30
3 Jan 2025 17:36:32.000,0.000,0.437495,-149.719,-135.443663,20.000000,98.880230,19.200,56.0472,59.0575,1.000000e-30
3 Jan 2025 17:37:32.000,0.000,0.437493,-150.964,-136.688488,20.000000,97.635405,19.200,54.8024,57.8127,1.000000e-30
3 Jan 2025 17:38:32.000,0.000,0.437492,-152.266,-137.991117,20.000000,96.332776,19.200,53.4998,56.5101,1.000000e-30
3 Jan 2025 17:39:30.671,0.000,0.437491,-153.487,-139.211532,20.000000,95.112361,19.200,52.2793,55.2896,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Jan 2025 19:02:53.565,0.000,0.437510,-153.619,-139.343336,20.000000,94.980557,19.200,52.1475,55.1578,1.000000e-30
3 Jan 2025 19:03:53.000,0.000,0.437510,-152.174,-137.898302,20.000000,96.425592,19.200,53.5926,56.6029,1.000000e-30
3 Jan 2025 19:04:53.000,0.000,0.437509,-150.484,-136.209138,20.000000,98.114755,19.200,55.2817,58.2920,1.000000e-30
3 Jan 2025 19:05:53.000,0.000,0.437508,-148.545,-134.269638,20.000000,100.054255,19.200,57.2212,60.2315,1.000000e-30
3 Jan 2025 19:06:53.000,0.000,0.437507,-146.466,-132.191046,20.000000,102.132847,19.200,59.2998,62.3101,1.000000e-30
3 Jan 2025 19:07:53.000,0.000,0.437503,-144.814,-130.538866,20.000000,103.785027,19.200,60.9520,63.9623,1.000000e-30
3 Jan 2025 19:08:53.000,0.000,0.437498,-144.700,-130.425037,20.000000,103.898857,19.200,61.0658,64.0761,1.000000e-30
3 Jan 2025 19:09:53.000,0.000,0.437494,-146.229,-131.954219,20.000000,102.369674,19.200,59.5367,62.5470,1.000000e-30
3 Jan 2025 19:10:53.000,0.000,0.437492,-148.300,-134.024642,20.000000,100.299251,19.200,57.4662,60.4765,1.000000e-30
3 Jan 2025 19:11:53.000,0.000,0.437491,-150.265,-135.990084,20.000000,98.333810,19.200,55.5008,58.5111,1.000000e-30
3 Jan 2025 19:12:53.000,0.000,0.437490,-151.983,-137.707738,20.000000,96.616155,19.200,53.7831,56.7934,1.000000e-30
3 Jan 2025 19:13:53.000,0.000,0.437490,-153.465,-139.189758,20.000000,95.134135,19.200,52.3011,55.3114,1.000000e-30
3 Jan 2025 19:13:54.171,0.000,0.437490,-153.492,-139.216597,20.000000,95.107296,19.200,52.2743,55.2846,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2025 17:11:24.055,0.000,0.437507,-153.601,-139.325547,20.000000,94.998346,19.200,52.1653,55.1756,1.000000e-30
4 Jan 2025 17:12:24.000,0.000,0.437506,-152.608,-138.332957,20.000000,95.990936,19.200,53.1579,56.1682,1.000000e-30
4 Jan 2025 17:13:24.000,0.000,0.437505,-151.689,-137.413389,20.000000,96.910504,19.200,54.0775,57.0878,1.000000e-30
4 Jan 2025 17:14:24.000,0.000,0.437503,-150.969,-136.693517,20.000000,97.630376,19.200,54.7974,57.8077,1.000000e-30
4 Jan 2025 17:15:24.000,0.000,0.437501,-150.601,-136.325714,20.000000,97.998179,19.200,55.1652,58.1755,1.000000e-30
4 Jan 2025 17:16:24.000,0.000,0.437498,-150.687,-136.412160,20.000000,97.911733,19.200,55.0787,58.0890,1.000000e-30
4 Jan 2025 17:17:24.000,0.000,0.437496,-151.204,-136.928367,20.000000,97.395526,19.200,54.5625,57.5728,1.000000e-30
4 Jan 2025 17:18:24.000,0.000,0.437494,-152.018,-137.743134,20.000000,96.580759,19.200,53.7477,56.7580,1.000000e-30
4 Jan 2025 17:19:24.000,0.000,0.437493,-152.983,-138.707513,20.000000,95.616381,19.200,52.7834,55.7937,1.000000e-30
4 Jan 2025 17:19:54.706,0.000,0.437493,-153.497,-139.221800,20.000000,95.102093,19.200,52.2691,55.2794,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2025 18:44:02.786,0.000,0.437510,-153.618,-139.342896,20.000000,94.980997,19.200,52.1480,55.1583,1.000000e-30
4 Jan 2025 18:45:02.000,0.000,0.437510,-152.111,-137.835848,20.000000,96.488045,19.200,53.6550,56.6653,1.000000e-30
4 Jan 2025 18:46:02.000,0.000,0.437510,-150.283,-136.007793,20.000000,98.316100,19.200,55.4831,58.4934,1.000000e-30
4 Jan 2025 18:47:02.000,0.000,0.437510,-148.041,-133.765621,20.000000,100.558272,19.200,57.7253,60.7356,1.000000e-30
4 Jan 2025 18:48:02.000,0.000,0.437508,-145.272,-130.996679,20.000000,103.327215,19.200,60.4942,63.5045,1.000000e-30
4 Jan 2025 18:49:02.000,0.000,0.437505,-142.251,-127.975998,20.000000,106.347896,19.200,63.5149,66.5252,1.000000e-30
4 Jan 2025 18:50:02.000,0.000,0.437498,-141.189,-126.914023,20.000000,107.409870,19.200,64.5769,67.5872,1.000000e-30
4 Jan 2025 18:51:02.000,0.000,0.437493,-143.571,-129.295515,20.000000,105.028378,19.200,62.1954,65.2057,1.000000e-30
4 Jan 2025 18:52:02.000,0.000,0.437491,-146.586,-132.311040,20.000000,102.012853,19.200,59.1798,62.1901,1.000000e-30
4 Jan 2025 18:53:02.000,0.000,0.437490,-149.110,-134.835067,20.000000,99.488826,19.200,56.6558,59.6661,1.000000e-30
4 Jan 2025 18:54:02.000,0.000,0.437490,-151.150,-136.875102,20.000000,97.448791,19.200,54.6158,57.6261,1.000000e-30
4 Jan 2025 18:55:02.000,0.000,0.437490,-152.831,-138.555405,20.000000,95.768488,19.200,52.9355,55.9458,1.000000e-30
4 Jan 2025 18:55:28.517,0.000,0.437490,-153.485,-139.209522,20.000000,95.114371,19.200,52.2814,55.2917,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2025 20:20:12.919,0.000,0.437504,-153.607,-139.331507,20.000000,94.992386,19.200,52.1594,55.1697,1.000000e-30
4 Jan 2025 20:21:12.000,0.000,0.437503,-153.105,-138.829874,20.000000,95.494019,19.200,52.6610,55.6713,1.000000e-30
4 Jan 2025 20:22:12.000,0.000,0.437501,-152.826,-138.550522,20.000000,95.773371,19.200,52.9404,55.9507,1.000000e-30
4 Jan 2025 20:23:12.000,0.000,0.437499,-152.828,-138.552419,20.000000,95.771474,19.200,52.9385,55.9488,1.000000e-30
4 Jan 2025 20:24:12.000,0.000,0.437497,-153.110,-138.834742,20.000000,95.489151,19.200,52.6561,55.6664,1.000000e-30
4 Jan 2025 20:25:05.286,0.000,0.437496,-153.555,-139.280162,20.000000,95.043731,19.200,52.2107,55.2210,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
5 Jan 2025 16:53:42.161,0.000,0.437505,-153.589,-139.313929,20.000000,95.009964,19.200,52.1770,55.1873,1.000000e-30
5 Jan 2025 16:54:42.000,0.000,0.437504,-152.953,-138.677583,20.000000,95.646310,19.200,52.8133,55.8236,1.000000e-30
5 Jan 2025 16:55:42.000,0.000,0.437502,-152.506,-138.231142,20.000000,96.092751,19.200,53.2597,56.2700,1.000000e-30
5 Jan 2025 16:56:42.000,0.000,0.437500,-152.327,-138.051968,20.000000,96.271925,19.200,53.4389,56.4492,1.000000e-30
5 Jan 2025 16:57:42.000,0.000,0.437498,-152.451,-138.176016,20.000000,96.147878,19.200,53.3149,56.3252,1.000000e-30
5 Jan 2025 16:58:42.000,0.000,0.437496,-152.855,-138.579357,20.000000,95.744536,19.200,52.9115,55.9218,1.000000e-30
5 Jan 2025 16:59:42.000,0.000,0.437495,-153.467,-139.192018,20.000000,95.131875,19.200,52.2989,55.3092,1.000000e-30
5 Jan 2025 16:59:46.118,0.000,0.437495,-153.515,-139.239619,20.000000,95.084274,19.200,52.2513,55.2616,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
5 Jan 2025 18:25:18.001,0.000,0.437510,-153.617,-139.341669,20.000000,94.982224,19.200,52.1492,55.1595,1.000000e-30
5 Jan 2025 18:26:18.000,0.000,0.437510,-152.074,-137.799229,20.000000,96.524664,19.200,53.6917,56.7020,1.000000e-30
5 Jan 2025 18:27:18.000,0.000,0.437510,-150.210,-135.935003,20.000000,98.388890,19.200,55.5559,58.5662,1.000000e-30
5 Jan 2025 18:28:18.000,0.000,0.437510,-147.884,-133.608689,20.000000,100.715204,19.200,57.8822,60.8925,1.000000e-30
5 Jan 2025 18:29:18.000,0.000,0.437509,-144.892,-130.617049,20.000000,103.706844,19.200,60.8738,63.8841,1.000000e-30
5 Jan 2025 18:30:18.000,0.000,0.437506,-141.256,-126.980780,20.000000,107.343113,19.200,64.5101,67.5204,1.000000e-30
5 Jan 2025 18:31:18.000,0.000,0.437498,-139.559,-125.283479,20.000000,109.040415,19.200,66.2074,69.2177,1.000000e-30
5 Jan 2025 18:32:18.000,0.000,0.437492,-142.532,-128.256750,20.000000,106.067144,19.200,63.2341,66.2444,1.000000e-30
5 Jan 2025 18:33:18.000,0.000,0.437490,-146.016,-131.741130,20.000000,102.582764,19.200,59.7498,62.7601,1.000000e-30
5 Jan 2025 18:34:18.000,0.000,0.437490,-148.755,-134.480037,20.000000,99.843856,19.200,57.0108,60.0211,1.000000e-30
5 Jan 2025 18:35:18.000,0.000,0.437490,-150.903,-136.628047,20.000000,97.695847,19.200,54.8628,57.8731,1.000000e-30
5 Jan 2025 18:36:18.000,0.000,0.437490,-152.645,-138.369817,20.000000,95.954076,19.200,53.1211,56.1314,1.000000e-30
5 Jan 2025 18:36:51.219,0.000,0.437490,-153.481,-139.205284,20.000000,95.118609,19.200,52.2856,55.2959,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
5 Jan 2025 20:00:28.256,0.000,0.437507,-153.614,-139.338438,20.000000,94.985456,19.200,52.1524,55.1627,1.000000e-30
5 Jan 2025 20:01:28.000,0.000,0.437506,-152.729,-138.453752,20.000000,95.870141,19.200,53.0371,56.0474,1.000000e-30
5 Jan 2025 20:02:28.000,0.000,0.437504,-151.978,-137.702750,20.000000,96.621143,19.200,53.7881,56.7984,1.000000e-30
5 Jan 2025 20:03:28.000,0.000,0.437502,-151.487,-137.211848,20.000000,97.112045,19.200,54.2790,57.2893,1.000000e-30
5 Jan 2025 20:04:28.000,0.000,0.437500,-151.366,-137.090534,20.000000,97.233359,19.200,54.4003,57.4106,1.000000e-30
5 Jan 2025 20:05:28.000,0.000,0.437497,-151.645,-137.369756,20.000000,96.954137,19.200,54.1211,57.1314,1.000000e-30
5 Jan 2025 20:06:28.000,0.000,0.437495,-152.255,-137.979342,20.000000,96.344551,19.200,53.5115,56.5218,1.000000e-30
5 Jan 2025 20:07:28.000,0.000,0.437494,-153.072,-138.796715,20.000000,95.527178,19.200,52.6942,55.7045,1.000000e-30
5 Jan 2025 20:07:58.679,0.000,0.437493,-153.532,-139.257039,20.000000,95.066854,19.200,52.2338,55.2441,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
6 Jan 2025 18:06:39.376,0.000,0.437510,-153.615,-139.339677,20.000000,94.984216,19.200,52.1512,55.1615,1.000000e-30
6 Jan 2025 18:07:39.000,0.000,0.437510,-152.125,-137.849898,20.000000,96.473995,19.200,53.6410,56.6513,1.000000e-30
6 Jan 2025 18:08:39.000,0.000,0.437510,-150.346,-136.070876,20.000000,98.253018,19.200,55.4200,58.4303,1.000000e-30
6 Jan 2025 18:09:39.000,0.000,0.437509,-148.203,-133.927585,20.000000,100.396308,19.200,57.5633,60.5736,1.000000e-30
6 Jan 2025 18:10:39.000,0.000,0.437508,-145.655,-131.380111,20.000000,102.943782,19.200,60.1108,63.1211,1.000000e-30
6 Jan 2025 18:11:39.000,0.000,0.437505,-143.101,-128.825970,20.000000,105.497923,19.200,62.6649,65.6752,1.000000e-30
6 Jan 2025 18:12:39.000,0.000,0.437498,-142.342,-128.066501,20.000000,106.257393,19.200,63.4244,66.4347,1.000000e-30
6 Jan 2025 18:13:39.000,0.000,0.437493,-144.309,-130.033608,20.000000,104.290285,19.200,61.4573,64.4676,1.000000e-30
6 Jan 2025 18:14:39.000,0.000,0.437491,-146.978,-132.702462,20.000000,101.621431,19.200,58.7884,61.7987,1.000000e-30
6 Jan 2025 18:15:39.000,0.000,0.437490,-149.331,-135.056115,20.000000,99.267778,19.200,56.4348,59.4451,1.000000e-30
6 Jan 2025 18:16:39.000,0.000,0.437490,-151.285,-137.009582,20.000000,97.314311,19.200,54.4813,57.4916,1.000000e-30
6 Jan 2025 18:17:39.000,0.000,0.437490,-152.917,-138.641544,20.000000,95.682349,19.200,52.8493,55.8596,1.000000e-30
6 Jan 2025 18:18:02.223,0.000,0.437490,-153.479,-139.203978,20.000000,95.119915,19.200,52.2869,55.2972,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
6 Jan 2025 19:41:10.024,0.000,0.437508,-153.617,-139.341454,20.000000,94.982439,19.200,52.1494,55.1597,1.000000e-30
6 Jan 2025 19:42:10.000,0.000,0.437507,-152.470,-138.195029,20.000000,96.128865,19.200,53.2959,56.3062,1.000000e-30
6 Jan 2025 19:43:10.000,0.000,0.437506,-151.335,-137.060200,20.000000,97.263694,19.200,54.4307,57.4410,1.000000e-30
6 Jan 2025 19:44:10.000,0.000,0.437504,-150.347,-136.072143,20.000000,98.251750,19.200,55.4187,58.4290,1.000000e-30
6 Jan 2025 19:45:10.000,0.000,0.437502,-149.718,-135.442426,20.000000,98.881467,19.200,56.0485,59.0588,1.000000e-30
6 Jan 2025 19:46:10.000,0.000,0.437499,-149.647,-135.371613,20.000000,98.952280,19.200,56.1193,59.1296,1.000000e-30
6 Jan 2025 19:47:10.000,0.000,0.437496,-150.161,-135.885639,20.000000,98.438254,19.200,55.6052,58.6155,1.000000e-30
6 Jan 2025 19:48:10.000,0.000,0.437494,-151.085,-136.810037,20.000000,97.513856,19.200,54.6808,57.6911,1.000000e-30
6 Jan 2025 19:49:10.000,0.000,0.437493,-152.199,-137.923438,20.000000,96.400455,19.200,53.5674,56.5777,1.000000e-30
6 Jan 2025 19:50:10.000,0.000,0.437492,-153.347,-139.072202,20.000000,95.251691,19.200,52.4187,55.4290,1.000000e-30
6 Jan 2025 19:50:18.896,0.000,0.437492,-153.515,-139.240038,20.000000,95.083855,19.200,52.2508,55.2611,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
7 Jan 2025 17:48:07.832,0.000,0.437510,-153.612,-139.336766,20.000000,94.987127,19.200,52.1541,55.1644,1.000000e-30
7 Jan 2025 17:49:07.000,0.000,0.437509,-152.233,-137.958164,20.000000,96.365729,19.200,53.5327,56.5430,1.000000e-30
7 Jan 2025 17:50:07.000,0.000,0.437509,-150.648,-136.372337,20.000000,97.951556,19.200,55.1185,58.1288,1.000000e-30
7 Jan 2025 17:51:07.000,0.000,0.437508,-148.890,-134.614913,20.000000,99.708980,19.200,56.8760,59.8863,1.000000e-30
7 Jan 2025 17:52:07.000,0.000,0.437506,-147.121,-132.845933,20.000000,101.477960,19.200,58.6449,61.6552,1.000000e-30
7 Jan 2025 17:53:07.000,0.000,0.437502,-145.852,-131.576790,20.000000,102.747103,19.200,59.9141,62.9244,1.000000e-30
7 Jan 2025 17:54:07.000,0.000,0.437498,-145.837,-131.561971,20.000000,102.761923,19.200,59.9289,62.9392,1.000000e-30
7 Jan 2025 17:55:07.000,0.000,0.437494,-147.089,-132.814210,20.000000,101.509683,19.200,58.6767,61.6870,1.000000e-30
7 Jan 2025 17:56:07.000,0.000,0.437492,-148.858,-134.583124,20.000000,99.740769,19.200,56.9078,59.9181,1.000000e-30
7 Jan 2025 17:57:07.000,0.000,0.437491,-150.623,-136.347393,20.000000,97.976500,19.200,55.1435,58.1538,1.000000e-30
7 Jan 2025 17:58:07.000,0.000,0.437491,-152.217,-137.941501,20.000000,96.382392,19.200,53.5494,56.5597,1.000000e-30
7 Jan 2025 17:59:00.644,0.000,0.437490,-153.481,-139.205925,20.000000,95.117968,19.200,52.2850,55.2953,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
7 Jan 2025 19:22:04.313,0.000,0.437509,-153.618,-139.342881,20.000000,94.981012,19.200,52.1480,55.1583,1.000000e-30
7 Jan 2025 19:23:04.000,0.000,0.437509,-152.293,-138.017348,20.000000,96.306545,19.200,53.4735,56.4838,1.000000e-30
7 Jan 2025 19:24:04.000,0.000,0.437508,-150.842,-136.566521,20.000000,97.757372,19.200,54.9244,57.9347,1.000000e-30
7 Jan 2025 19:25:04.000,0.000,0.437506,-149.353,-135.078122,20.000000,99.245772,19.200,56.4128,59.4231,1.000000e-30
