"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 00:02:42.246,0.000,0.437505,-153.545,-139.270241,20.000000,95.053652,19.200,52.2206,55.2309,1.000000e-30
2 Jan 2025 00:03:42.000,0.000,0.437504,-152.888,-138.612885,20.000000,95.711009,19.200,52.8780,55.8883,1.000000e-30
2 Jan 2025 00:04:42.000,0.000,0.437502,-152.436,-138.161093,20.000000,96.162800,19.200,53.3298,56.3401,1.000000e-30
2 Jan 2025 00:05:42.000,0.000,0.437500,-152.275,-138.000009,20.000000,96.323884,19.200,53.4909,56.5012,1.000000e-30
2 Jan 2025 00:06:42.000,0.000,0.437498,-152.439,-138.164061,20.000000,96.159832,19.200,53.3268,56.3371,1.000000e-30
2 Jan 2025 00:07:42.000,0.000,0.437496,-152.894,-138.619130,20.000000,95.704763,19.200,52.8718,55.8821,1.000000e-30
2 Jan 2025 00:08:42.000,0.000,0.437495,-153.558,-139.283210,20.000000,95.040683,19.200,52.2077,55.2180,1.000000e-30
2 Jan 2025 00:08:46.185,0.000,0.437495,-153.610,-139.334943,20.000000,94.988951,19.200,52.1559,55.1662,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 01:32:58.298,0.000,0.437510,-153.483,-139.207666,20.000000,95.116227,19.200,52.2832,55.2935,1.000000e-30
2 Jan 2025 01:33:58.000,0.000,0.437510,-151.924,-137.648514,20.000000,96.675379,19.200,53.8424,56.8527,1.000000e-30
2 Jan 2025 01:34:58.000,0.000,0.437510,-150.030,-135.754656,20.000000,98.569237,19.200,55.7362,58.7465,1.000000e-30
2 Jan 2025 01:35:58.000,0.000,0.437510,-147.670,-133.395204,20.000000,100.928689,19.200,58.0957,61.1060,1.000000e-30
2 Jan 2025 01:36:58.000,0.000,0.437509,-144.669,-130.393839,20.000000,103.930054,19.200,61.0970,64.1073,1.000000e-30
2 Jan 2025 01:37:58.000,0.000,0.437505,-141.230,-126.954670,20.000000,107.369223,19.200,64.5362,67.5465,1.000000e-30
2 Jan 2025 01:38:58.000,0.000,0.437498,-140.199,-125.923305,20.000000,108.400588,19.200,65.5676,68.5779,1.000000e-30
2 Jan 2025 01:39:58.000,0.000,0.437492,-143.200,-128.925175,20.000000,105.398719,19.200,62.5657,65.5760,1.000000e-30
2 Jan 2025 01:40:58.000,0.000,0.437491,-146.484,-132.208856,20.000000,102.115037,19.200,59.2820,62.2923,1.000000e-30
2 Jan 2025 01:41:58.000,0.000,0.437490,-149.095,-134.819693,20.000000,99.504200,19.200,56.6712,59.6815,1.000000e-30
2 Jan 2025 01:42:58.000,0.000,0.437490,-151.165,-136.890021,20.000000,97.433872,19.200,54.6009,57.6112,1.000000e-30
2 Jan 2025 01:43:58.000,0.000,0.437490,-152.856,-138.581210,20.000000,95.742683,19.200,52.9097,55.9200,1.000000e-30
2 Jan 2025 01:44:28.955,0.000,0.437490,-153.618,-139.342561,20.000000,94.981333,19.200,52.1483,55.1586,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 03:09:03.119,0.000,0.437507,-153.503,-139.227400,20.000000,95.096493,19.200,52.2635,55.2738,1.000000e-30
2 Jan 2025 03:10:03.000,0.000,0.437505,-152.632,-138.356885,20.000000,95.967008,19.200,53.1340,56.1443,1.000000e-30
2 Jan 2025 03:11:03.000,0.000,0.437504,-151.897,-137.621531,20.000000,96.702362,19.200,53.8693,56.8796,1.000000e-30
2 Jan 2025 03:12:03.000,0.000,0.437502,-151.416,-137.140308,20.000000,97.183585,19.200,54.3506,57.3609,1.000000e-30
2 Jan 2025 03:13:03.000,0.000,0.437500,-151.292,-137.017240,20.000000,97.306653,19.200,54.4736,57.4839,1.000000e-30
2 Jan 2025 03:14:03.000,0.000,0.437497,-151.558,-137.282397,20.000000,97.041496,19.200,54.2085,57.2188,1.000000e-30
2 Jan 2025 03:15:03.000,0.000,0.437496,-152.146,-137.870521,20.000000,96.453372,19.200,53.6204,56.6307,1.000000e-30
2 Jan 2025 03:16:03.000,0.000,0.437494,-152.941,-138.665326,20.000000,95.658567,19.200,52.8256,55.8359,1.000000e-30
2 Jan 2025 03:16:47.453,0.000,0.437493,-153.597,-139.321967,20.000000,95.001926,19.200,52.1689,55.1792,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 13:05:19.661,0.000,0.437507,-153.598,-139.322390,20.000000,95.001503,19.200,52.1685,55.1788,1.000000e-30
2 Jan 2025 13:06:19.000,0.000,0.437506,-152.717,-138.441879,20.000000,95.882014,19.200,53.0490,56.0593,1.000000e-30
2 Jan 2025 13:07:19.000,0.000,0.437504,-151.943,-137.667891,20.000000,96.656002,19.200,53.8230,56.8333,1.000000e-30
2 Jan 2025 13:08:19.000,0.000,0.437502,-151.402,-137.127034,20.000000,97.196859,19.200,54.3638,57.3741,1.000000e-30
2 Jan 2025 13:09:19.000,0.000,0.437500,-151.209,-136.933969,20.000000,97.389925,19.200,54.5569,57.5672,1.000000e-30
2 Jan 2025 13:10:19.000,0.000,0.437498,-151.414,-137.138292,20.000000,97.185601,19.200,54.3526,57.3629,1.000000e-30
2 Jan 2025 13:11:19.000,0.000,0.437496,-151.965,-137.689408,20.000000,96.634485,19.200,53.8015,56.8118,1.000000e-30
2 Jan 2025 13:12:19.000,0.000,0.437494,-152.748,-138.472315,20.000000,95.851578,19.200,53.0186,56.0289,1.000000e-30
2 Jan 2025 13:13:09.633,0.000,0.437493,-153.502,-139.226707,20.000000,95.097186,19.200,52.2642,55.2745,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
