                                                                                                                                                                                                     25 Apr 2023 14:23:33
CoverageDefinition-NorthCusp



Spliced coverage by Pass for Region: 1
--------------------------------------

Access       Access Start (UTCG)          Access End (UTCG)       Duration (sec)     Asset Name    Asset Full Name    Region Name    % Coverage    Area Coverage (km^2)    % Accum Coverage    Accum Area Coverage (km^2)
  2945    14 Jul 2025 08:53:17.725    14 Jul 2025 09:05:19.422           721.697    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2946    14 Jul 2025 10:27:57.498    14 Jul 2025 10:40:04.507           727.009    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2947    14 Jul 2025 12:02:36.899    14 Jul 2025 12:14:49.074           732.175    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  2948    14 Jul 2025 13:37:35.106    14 Jul 2025 13:49:32.248           717.141    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2949    14 Jul 2025 15:12:15.265    14 Jul 2025 15:24:17.801           722.536    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2950    14 Jul 2025 16:46:55.038    14 Jul 2025 16:59:02.112           727.074    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2951    14 Jul 2025 18:21:34.439    14 Jul 2025 18:33:45.626           731.186    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  2952    14 Jul 2025 19:56:32.647    14 Jul 2025 20:08:31.048           718.401    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2953    14 Jul 2025 21:31:12.805    14 Jul 2025 21:43:15.101           722.296    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2954    14 Jul 2025 23:05:52.578    14 Jul 2025 23:17:59.075           726.497    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2955    15 Jul 2025 00:40:31.979    15 Jul 2025 00:52:44.249           732.270    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  2956    15 Jul 2025 02:15:30.187    15 Jul 2025 02:27:28.049           717.862    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2957    15 Jul 2025 03:50:10.346    15 Jul 2025 04:02:12.479           722.134    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2958    15 Jul 2025 05:24:50.118    15 Jul 2025 05:36:57.402           727.284    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2959    15 Jul 2025 06:59:29.519    15 Jul 2025 07:11:40.944           731.425    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  2960    15 Jul 2025 08:34:27.728    15 Jul 2025 08:46:25.838           718.110    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2961    15 Jul 2025 10:09:07.886    15 Jul 2025 10:21:10.509           722.623    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2962    15 Jul 2025 11:43:47.658    15 Jul 2025 11:55:53.790           726.132    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2963    15 Jul 2025 13:18:27.058    15 Jul 2025 13:30:39.151           732.092    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  2964    15 Jul 2025 14:53:25.268    15 Jul 2025 15:05:23.568           718.300    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2965    15 Jul 2025 16:28:05.426    15 Jul 2025 16:40:06.892           721.466    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2966    15 Jul 2025 18:02:45.198    15 Jul 2025 18:14:52.417           727.219    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2967    15 Jul 2025 19:37:24.598    15 Jul 2025 19:49:36.577           731.978    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  2968    15 Jul 2025 21:12:22.809    15 Jul 2025 21:24:20.360           717.552    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2969    15 Jul 2025 22:47:02.966    15 Jul 2025 22:59:05.637           722.671    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2970    16 Jul 2025 00:21:42.738    16 Jul 2025 00:33:49.538           726.800    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2971    16 Jul 2025 01:56:22.138    16 Jul 2025 02:08:33.783           731.646    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  2972    16 Jul 2025 03:31:20.349    16 Jul 2025 03:43:18.810           718.461    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2973    16 Jul 2025 05:06:00.506    16 Jul 2025 05:18:02.458           721.952    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2974    16 Jul 2025 06:40:40.278    16 Jul 2025 06:52:47.161           726.883    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2975    16 Jul 2025 08:15:19.678    16 Jul 2025 08:27:31.936           732.258    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  2976    16 Jul 2025 09:50:17.889    16 Jul 2025 10:02:15.325           717.435    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2977    16 Jul 2025 11:24:58.047    16 Jul 2025 11:37:00.492           722.446    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2978    16 Jul 2025 12:59:37.818    16 Jul 2025 13:11:45.014           727.196    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2979    16 Jul 2025 14:34:17.217    16 Jul 2025 14:46:28.152           730.934    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  2980    16 Jul 2025 16:09:15.430    16 Jul 2025 16:21:13.778           718.348    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2981    16 Jul 2025 17:43:55.587    16 Jul 2025 17:55:58.043           722.457    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2982    16 Jul 2025 19:18:35.358    16 Jul 2025 19:30:41.638           726.280    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2983    16 Jul 2025 20:53:14.757    16 Jul 2025 21:05:27.017           732.260    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  2984    16 Jul 2025 22:28:12.970    16 Jul 2025 22:40:11.024           718.054    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2985    17 Jul 2025 00:02:53.127    17 Jul 2025 00:14:55.080           721.953    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2986    17 Jul 2025 01:37:32.898    17 Jul 2025 01:49:40.209           727.311    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2987    17 Jul 2025 03:12:12.297    17 Jul 2025 03:24:23.964           731.667    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  2988    17 Jul 2025 04:47:10.511    17 Jul 2025 04:59:08.476           717.965    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2989    17 Jul 2025 06:21:50.667    17 Jul 2025 06:33:53.354           722.688    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2990    17 Jul 2025 07:56:30.438    17 Jul 2025 08:08:36.850           726.413    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2991    17 Jul 2025 09:31:09.836    17 Jul 2025 09:43:21.826           731.990    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  2992    17 Jul 2025 11:06:08.051    17 Jul 2025 11:18:06.453           718.402    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2993    17 Jul 2025 12:40:48.207    17 Jul 2025 12:52:49.688           721.481    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2994    17 Jul 2025 14:15:27.977    17 Jul 2025 14:27:35.131           727.153    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2995    17 Jul 2025 15:50:07.376    17 Jul 2025 16:02:19.503           732.127    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  2996    17 Jul 2025 17:25:05.591    17 Jul 2025 17:37:02.908           717.317    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  2997    17 Jul 2025 18:59:45.747    17 Jul 2025 19:11:48.389           722.642    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2998    17 Jul 2025 20:34:25.517    17 Jul 2025 20:46:32.503           726.985    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  2999    17 Jul 2025 22:09:04.916    17 Jul 2025 22:21:16.368           731.453    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3000    17 Jul 2025 23:44:03.132    17 Jul 2025 23:56:01.600           718.469    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3001    18 Jul 2025 01:18:43.287    18 Jul 2025 01:30:45.457           722.169    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3002    18 Jul 2025 02:53:23.057    18 Jul 2025 03:05:29.783           726.726    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3003    18 Jul 2025 04:28:02.455    18 Jul 2025 04:40:14.765           732.310    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3004    18 Jul 2025 06:03:00.672    18 Jul 2025 06:14:58.368           717.696    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3005    18 Jul 2025 07:37:40.827    18 Jul 2025 07:49:43.152           722.325    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3006    18 Jul 2025 09:12:20.597    18 Jul 2025 09:24:27.883           727.286    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3007    18 Jul 2025 10:46:59.995    18 Jul 2025 10:59:11.225           731.230    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3008    18 Jul 2025 12:21:58.212    18 Jul 2025 12:33:56.476           718.263    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3009    18 Jul 2025 13:56:38.368    18 Jul 2025 14:08:40.953           722.585    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3010    18 Jul 2025 15:31:18.137    18 Jul 2025 15:43:24.170           726.033    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3011    18 Jul 2025 17:05:57.535    18 Jul 2025 17:18:09.753           732.218    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3012    18 Jul 2025 18:40:55.753    18 Jul 2025 18:52:53.973           718.221    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3013    18 Jul 2025 20:15:35.908    18 Jul 2025 20:27:37.649           721.741    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3014    18 Jul 2025 21:50:15.677    18 Jul 2025 22:02:22.984           727.307    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3015    18 Jul 2025 23:24:55.074    18 Jul 2025 23:37:06.946           731.872    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3016    19 Jul 2025 00:59:53.293    19 Jul 2025 01:11:51.082           717.789    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3017    19 Jul 2025 02:34:33.448    19 Jul 2025 02:46:36.168           722.720    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3018    19 Jul 2025 04:09:13.217    19 Jul 2025 04:21:19.877           726.660    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3019    19 Jul 2025 05:43:52.614    19 Jul 2025 05:56:04.470           731.857    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3020    19 Jul 2025 07:18:50.833    19 Jul 2025 07:30:49.305           718.471    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3021    19 Jul 2025 08:53:30.988    19 Jul 2025 09:05:32.755           721.767    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3022    19 Jul 2025 10:28:10.757    19 Jul 2025 10:40:17.813           727.056    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3023    19 Jul 2025 12:02:50.153    19 Jul 2025 12:15:02.394           732.241    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3024    19 Jul 2025 13:37:48.374    19 Jul 2025 13:49:45.584           717.210    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3025    19 Jul 2025 15:12:28.528    19 Jul 2025 15:24:31.109           722.581    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3026    19 Jul 2025 16:47:08.296    19 Jul 2025 16:59:15.435           727.139    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3027    19 Jul 2025 18:21:47.693    19 Jul 2025 18:33:58.922           731.229    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3028    19 Jul 2025 19:56:45.914    19 Jul 2025 20:08:44.359           718.445    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3029    19 Jul 2025 21:31:26.068    19 Jul 2025 21:43:28.427           722.359    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3030    19 Jul 2025 23:06:05.836    19 Jul 2025 23:18:12.374           726.538    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3031    20 Jul 2025 00:40:45.233    20 Jul 2025 00:52:57.562           732.330    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3032    20 Jul 2025 02:15:43.454    20 Jul 2025 02:27:41.378           717.924    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3033    20 Jul 2025 03:50:23.608    20 Jul 2025 04:02:25.781           722.173    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3034    20 Jul 2025 05:25:03.376    20 Jul 2025 05:37:10.719           727.343    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3035    20 Jul 2025 06:59:42.772    20 Jul 2025 07:11:54.276           731.503    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3036    20 Jul 2025 08:34:40.995    20 Jul 2025 08:46:39.142           718.147    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3037    20 Jul 2025 10:09:21.148    20 Jul 2025 10:21:23.828           722.680    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3038    20 Jul 2025 11:44:00.916    20 Jul 2025 11:56:07.124           726.208    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3039    20 Jul 2025 13:18:40.312    20 Jul 2025 13:30:52.457           732.145    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3040    20 Jul 2025 14:53:38.535    20 Jul 2025 15:05:36.890           718.355    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3041    20 Jul 2025 16:28:18.688    20 Jul 2025 16:40:20.187           721.499    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3042    20 Jul 2025 18:02:58.456    20 Jul 2025 18:15:05.726           727.271    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3043    20 Jul 2025 19:37:37.852    20 Jul 2025 19:49:49.901           732.049    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3044    20 Jul 2025 21:12:36.075    20 Jul 2025 21:24:33.658           717.583    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3045    20 Jul 2025 22:47:16.228    20 Jul 2025 22:59:18.949           722.721    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3046    21 Jul 2025 00:21:55.996    21 Jul 2025 00:34:02.866           726.870    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3047    21 Jul 2025 01:56:35.391    21 Jul 2025 02:08:47.083           731.692    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3048    21 Jul 2025 03:31:33.616    21 Jul 2025 03:43:32.124           718.509    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3049    21 Jul 2025 05:06:13.768    21 Jul 2025 05:18:15.788           722.020    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3050    21 Jul 2025 06:40:53.535    21 Jul 2025 06:53:00.463           726.928    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3051    21 Jul 2025 08:15:32.931    21 Jul 2025 08:27:45.253           732.322    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3052    21 Jul 2025 09:50:31.156    21 Jul 2025 10:02:28.657           717.501    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3053    21 Jul 2025 11:25:11.308    21 Jul 2025 11:37:13.798           722.489    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3054    21 Jul 2025 12:59:51.075    21 Jul 2025 13:11:58.334           727.259    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3055    21 Jul 2025 14:34:30.470    21 Jul 2025 14:46:41.478           731.008    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3056    21 Jul 2025 16:09:28.696    21 Jul 2025 16:21:27.086           718.390    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3057    21 Jul 2025 17:44:08.849    21 Jul 2025 17:56:11.367           722.518    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3058    21 Jul 2025 19:18:48.615    21 Jul 2025 19:30:54.934           726.319    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3059    21 Jul 2025 20:53:28.010    21 Jul 2025 21:05:40.327           732.317    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3060    21 Jul 2025 22:28:26.237    21 Jul 2025 22:40:24.350           718.114    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3061    22 Jul 2025 00:03:06.389    22 Jul 2025 00:15:08.378           721.990    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3062    22 Jul 2025 01:37:46.155    22 Jul 2025 01:49:53.522           727.367    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3063    22 Jul 2025 03:12:25.550    22 Jul 2025 03:24:37.292           731.743    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3064    22 Jul 2025 04:47:23.777    22 Jul 2025 04:59:21.777           718.000    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3065    22 Jul 2025 06:22:03.929    22 Jul 2025 06:34:06.670           722.742    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3066    22 Jul 2025 07:56:43.695    22 Jul 2025 08:08:50.182           726.487    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3067    22 Jul 2025 09:31:23.089    22 Jul 2025 09:43:35.130           732.041    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3068    22 Jul 2025 11:06:21.317    22 Jul 2025 11:18:19.771           718.454    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3069    22 Jul 2025 12:41:01.469    22 Jul 2025 12:53:03.022           721.553    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3070    22 Jul 2025 14:15:41.235    22 Jul 2025 14:27:48.437           727.202    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3071    22 Jul 2025 15:50:20.629    22 Jul 2025 16:02:32.825           732.196    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3072    22 Jul 2025 17:25:18.858    22 Jul 2025 17:37:16.203           717.345    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3073    22 Jul 2025 18:59:59.009    22 Jul 2025 19:12:01.698           722.689    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3074    22 Jul 2025 20:34:38.775    22 Jul 2025 20:46:45.827           727.052    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3075    22 Jul 2025 22:09:18.169    22 Jul 2025 22:21:29.666           731.497    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3076    22 Jul 2025 23:44:16.398    22 Jul 2025 23:56:14.912           718.514    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3077    23 Jul 2025 01:18:56.549    23 Jul 2025 01:30:58.784           722.235    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3078    23 Jul 2025 02:53:36.315    23 Jul 2025 03:05:43.083           726.768    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3079    23 Jul 2025 04:28:15.708    23 Jul 2025 04:40:28.080           732.371    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3080    23 Jul 2025 06:03:13.938    23 Jul 2025 06:15:11.698           717.760    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3081    23 Jul 2025 07:37:54.089    23 Jul 2025 07:49:56.455           722.366    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3082    23 Jul 2025 09:12:33.855    23 Jul 2025 09:24:41.200           727.346    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3083    23 Jul 2025 10:47:13.248    23 Jul 2025 10:59:24.558           731.310    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3084    23 Jul 2025 12:22:11.479    23 Jul 2025 12:34:09.781           718.302    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3085    23 Jul 2025 13:56:51.629    23 Jul 2025 14:08:54.273           722.644    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3086    23 Jul 2025 15:31:31.395    23 Jul 2025 15:43:37.464           726.070    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3087    23 Jul 2025 17:06:10.788    23 Jul 2025 17:18:23.061           732.273    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3088    23 Jul 2025 18:41:09.019    23 Jul 2025 18:53:07.297           718.277    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3089    23 Jul 2025 20:15:49.170    23 Jul 2025 20:27:50.945           721.776    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3090    23 Jul 2025 21:50:28.934    23 Jul 2025 22:02:36.295           727.360    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3091    23 Jul 2025 23:25:08.328    23 Jul 2025 23:37:20.272           731.944    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3092    24 Jul 2025 01:00:06.560    24 Jul 2025 01:12:04.382           717.822    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3093    24 Jul 2025 02:34:46.710    24 Jul 2025 02:46:49.481           722.772    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3094    24 Jul 2025 04:09:26.474    24 Jul 2025 04:21:33.206           726.732    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3095    24 Jul 2025 05:44:05.867    24 Jul 2025 05:56:17.772           731.905    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3096    24 Jul 2025 07:19:04.100    24 Jul 2025 07:31:02.621           718.521    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3097    24 Jul 2025 08:53:44.250    24 Jul 2025 09:05:46.087           721.837    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3098    24 Jul 2025 10:28:24.014    24 Jul 2025 10:40:31.117           727.103    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3099    24 Jul 2025 12:03:03.407    24 Jul 2025 12:15:15.714           732.307    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3100    24 Jul 2025 13:38:01.640    24 Jul 2025 13:49:58.918           717.278    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3101    24 Jul 2025 15:12:41.790    24 Jul 2025 15:24:44.416           722.626    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3102    24 Jul 2025 16:47:21.554    24 Jul 2025 16:59:28.758           727.204    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3103    24 Jul 2025 18:22:00.947    24 Jul 2025 18:34:12.217           731.271    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3104    24 Jul 2025 19:56:59.181    24 Jul 2025 20:08:57.669           718.488    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3105    24 Jul 2025 21:31:39.330    24 Jul 2025 21:43:41.752           722.422    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3106    24 Jul 2025 23:06:19.094    24 Jul 2025 23:18:25.672           726.578    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3107    25 Jul 2025 00:40:58.486    25 Jul 2025 00:53:10.875           732.389    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3108    25 Jul 2025 02:15:56.721    25 Jul 2025 02:27:54.706           717.984    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3109    25 Jul 2025 03:50:36.871    25 Jul 2025 04:02:39.082           722.211    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3110    25 Jul 2025 05:25:16.634    25 Jul 2025 05:37:24.034           727.400    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3111    25 Jul 2025 06:59:56.026    25 Jul 2025 07:12:07.607           731.580    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
  3112    25 Jul 2025 08:34:54.262    25 Jul 2025 08:46:52.446           718.184    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3113    25 Jul 2025 10:09:34.411    25 Jul 2025 10:21:37.146           722.736    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3114    25 Jul 2025 11:44:14.174    25 Jul 2025 11:56:20.458           726.284    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3115    25 Jul 2025 13:18:53.566    25 Jul 2025 13:31:05.764           732.198    Satellite12    Satellite12        0               20.451480           441739.355210          100.000000                2159938.335946
  3116    25 Jul 2025 14:53:51.802    25 Jul 2025 15:05:50.211           718.409    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3117    25 Jul 2025 16:28:31.951    25 Jul 2025 16:40:33.482           721.531    Satellite12    Satellite12        0               18.194080           392980.915107          100.000000                2159938.335946
  3118    25 Jul 2025 18:03:11.714    25 Jul 2025 18:15:19.036           727.322    Satellite12    Satellite12        0               15.909704           343639.796147          100.000000                2159938.335946
  3119    25 Jul 2025 19:37:51.106    25 Jul 2025 19:50:03.226           732.120    Satellite12    Satellite12        0               18.167104           392398.236250          100.000000                2159938.335946
