                                                                                                                                                                                                     25 Apr 2023 14:23:33
CoverageDefinition-NorthCusp



Spliced coverage by Pass for Region: 1
--------------------------------------

Access       Access Start (UTCG)          Access End (UTCG)       Duration (sec)     Asset Name    Asset Full Name    Region Name    % Coverage    Area Coverage (km^2)    % Accum Coverage    Accum Area Coverage (km^2)
     7     3 Jan 2025 06:14:16.854     3 Jan 2025 06:30:48.281           991.427    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
     8     3 Jan 2025 07:48:43.927     3 Jan 2025 08:05:32.515          1008.588    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
     9     3 Jan 2025 09:23:27.022     3 Jan 2025 09:39:53.803           986.780    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
    10     4 Jan 2025 04:21:05.527     4 Jan 2025 04:36:26.932           921.405    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
    11     4 Jan 2025 05:55:28.431     4 Jan 2025 06:11:53.862           985.431    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
    12     4 Jan 2025 07:29:48.171     4 Jan 2025 07:46:37.872          1009.701    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
    13     4 Jan 2025 09:04:31.249     4 Jan 2025 09:21:12.959          1001.710    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
    14     5 Jan 2025 04:02:14.010     5 Jan 2025 04:17:02.135           888.125    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
    15     5 Jan 2025 05:36:39.516     5 Jan 2025 05:52:59.179           979.663    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
    16     5 Jan 2025 07:10:52.395     5 Jan 2025 07:27:43.277          1010.882    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    17     5 Jan 2025 08:45:35.454     5 Jan 2025 09:02:26.572          1011.118    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
    18     5 Jan 2025 10:20:18.498     5 Jan 2025 10:28:20.291           481.793    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
    19     6 Jan 2025 03:43:21.915     6 Jan 2025 03:57:26.141           844.226    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
    20     6 Jan 2025 05:17:50.105     6 Jan 2025 05:34:04.794           974.688    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
    21     6 Jan 2025 06:52:05.459     6 Jan 2025 07:08:49.659          1004.199    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    22     6 Jan 2025 08:26:39.637     6 Jan 2025 08:43:34.329          1014.692    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
    23     6 Jan 2025 10:01:22.663     6 Jan 2025 10:17:12.885           950.223    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
    24     7 Jan 2025 03:26:13.613     7 Jan 2025 03:37:34.622           681.008    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
    25     7 Jan 2025 04:59:00.192     7 Jan 2025 05:15:03.987           963.795    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
    26     7 Jan 2025 06:33:18.028     7 Jan 2025 06:49:55.764           997.736    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    27     7 Jan 2025 08:07:43.799     7 Jan 2025 08:24:40.205          1016.406    Satellite12    Satellite12        2               75.983122          3356130.398129          100.000000                4416941.971327
    28     7 Jan 2025 09:42:26.806     7 Jan 2025 09:58:42.433           975.627    Satellite12    Satellite12        2               24.634229          1088079.590519          100.000000                4416941.971327
    29     8 Jan 2025 04:40:09.766     8 Jan 2025 04:55:56.181           946.415    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
    30     8 Jan 2025 06:14:30.103     8 Jan 2025 06:31:01.596           991.494    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
    31     8 Jan 2025 07:48:47.939     8 Jan 2025 08:05:45.817          1017.879    Satellite12    Satellite12        2               79.238171          3499904.052353          100.000000                4416941.971327
    32     8 Jan 2025 09:23:40.255     8 Jan 2025 09:40:06.933           986.679    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
    33     9 Jan 2025 04:21:18.811     9 Jan 2025 04:36:40.555           921.743    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
    34     9 Jan 2025 05:55:41.686     9 Jan 2025 06:12:07.162           985.476    Satellite12    Satellite12        2               86.476882          3819633.710955          100.000000                4416941.971327
    35     9 Jan 2025 07:30:01.404     9 Jan 2025 07:46:51.160          1009.756    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
    36     9 Jan 2025 09:04:44.481     9 Jan 2025 09:21:26.154          1001.673    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
    37    10 Jan 2025 04:02:27.302    10 Jan 2025 04:17:15.875           888.573    Satellite12    Satellite12        2               31.872940          1407809.249121          100.000000                4416941.971327
    38    10 Jan 2025 05:36:52.777    10 Jan 2025 05:53:12.461           979.684    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
    39    10 Jan 2025 07:11:05.627    10 Jan 2025 07:27:56.638          1011.011    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    40    10 Jan 2025 08:45:48.685    10 Jan 2025 09:02:39.834          1011.149    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
    41    10 Jan 2025 10:20:31.728    10 Jan 2025 10:30:27.058           595.330    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
    42    11 Jan 2025 03:43:35.213    11 Jan 2025 03:57:40.032           844.819    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
    43    11 Jan 2025 05:18:03.372    11 Jan 2025 05:34:18.153           974.781    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
    44    11 Jan 2025 06:52:18.698    11 Jan 2025 07:09:03.005          1004.307    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    45    11 Jan 2025 08:26:52.867    11 Jan 2025 08:43:47.662          1014.795    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
    46    11 Jan 2025 10:01:35.892    11 Jan 2025 10:17:25.898           950.006    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
    47    12 Jan 2025 03:28:15.638    12 Jan 2025 03:37:48.740           573.103    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
    48    12 Jan 2025 04:59:13.465    12 Jan 2025 05:15:17.425           963.960    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
    49    12 Jan 2025 06:33:31.272    12 Jan 2025 06:50:09.095           997.823    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    50    12 Jan 2025 08:07:57.028    12 Jan 2025 08:24:53.523          1016.495    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
    51    12 Jan 2025 09:42:40.034    12 Jan 2025 09:58:55.503           975.470    Satellite12    Satellite12        2               28.355797          1252459.113283          100.000000                4416941.971327
    52    13 Jan 2025 04:40:23.045    13 Jan 2025 04:56:09.706           946.661    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
    53    13 Jan 2025 06:14:43.352    13 Jan 2025 06:31:14.912           991.560    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
    54    13 Jan 2025 07:49:01.166    13 Jan 2025 08:05:59.121          1017.955    Satellite12    Satellite12        2               82.528246          3645224.728821          100.000000                4416941.971327
    55    13 Jan 2025 09:23:53.488    13 Jan 2025 09:40:20.064           986.576    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
    56    14 Jan 2025 04:21:32.096    14 Jan 2025 04:36:54.178           922.082    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
    57    14 Jan 2025 05:55:54.941    14 Jan 2025 06:12:20.463           985.522    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
    58    14 Jan 2025 07:30:14.637    14 Jan 2025 07:47:04.448          1009.811    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
    59    14 Jan 2025 09:04:57.713    14 Jan 2025 09:21:39.348          1001.636    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
    60    15 Jan 2025 04:02:40.592    15 Jan 2025 04:17:29.614           889.022    Satellite12    Satellite12        2               25.676947          1134135.859535          100.000000                4416941.971327
    61    15 Jan 2025 05:37:06.037    15 Jan 2025 05:53:25.746           979.709    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
    62    15 Jan 2025 07:11:18.858    15 Jan 2025 07:28:09.999          1011.140    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    63    15 Jan 2025 08:46:01.915    15 Jan 2025 09:02:53.095          1011.180    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
    64    15 Jan 2025 10:20:44.957    15 Jan 2025 10:32:19.121           694.164    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
    65    16 Jan 2025 03:43:48.510    16 Jan 2025 03:57:53.921           845.410    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
    66    16 Jan 2025 05:18:16.637    16 Jan 2025 05:34:31.511           974.873    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
    67    16 Jan 2025 06:52:31.934    16 Jan 2025 07:09:16.349          1004.415    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    68    16 Jan 2025 08:27:06.096    16 Jan 2025 08:44:00.994          1014.898    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
    69    16 Jan 2025 10:01:49.120    16 Jan 2025 10:17:38.907           949.788    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
    70    17 Jan 2025 03:30:02.182    17 Jan 2025 03:38:02.855           480.673    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
    71    17 Jan 2025 04:59:26.736    17 Jan 2025 05:15:30.861           964.125    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
    72    17 Jan 2025 06:33:44.514    17 Jan 2025 06:50:22.423           997.910    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    73    17 Jan 2025 08:08:10.255    17 Jan 2025 08:25:06.839          1016.584    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
    74    17 Jan 2025 09:42:53.260    17 Jan 2025 09:59:08.572           975.312    Satellite12    Satellite12        2               31.538677          1393045.077540          100.000000                4416941.971327
    75    18 Jan 2025 04:40:36.322    18 Jan 2025 04:56:23.228           946.906    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
    76    18 Jan 2025 06:14:56.600    18 Jan 2025 06:31:28.225           991.625    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
    77    18 Jan 2025 07:49:14.392    18 Jan 2025 08:06:12.421          1018.029    Satellite12    Satellite12        2               87.094233          3846901.728277          100.000000                4416941.971327
    78    18 Jan 2025 09:23:57.378    18 Jan 2025 09:40:33.193           995.815    Satellite12    Satellite12        2               34.793727          1536818.731764          100.000000                4416941.971327
    79    19 Jan 2025 04:21:45.379    19 Jan 2025 04:37:07.798           922.418    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
    80    19 Jan 2025 05:56:08.194    19 Jan 2025 06:12:33.761           985.567    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
    81    19 Jan 2025 07:30:18.507    19 Jan 2025 07:47:17.734          1019.227    Satellite12    Satellite12        2               89.544853          3955144.179823          100.000000                4416941.971327
    82    19 Jan 2025 09:05:10.943    19 Jan 2025 09:21:52.541          1001.597    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
    83    20 Jan 2025 04:02:53.883    20 Jan 2025 04:17:43.350           889.467    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
    84    20 Jan 2025 05:37:19.296    20 Jan 2025 05:53:39.030           979.734    Satellite12    Satellite12        2               77.121814          3406425.772388          100.000000                4416941.971327
    85    20 Jan 2025 07:11:32.089    20 Jan 2025 07:28:23.357          1011.268    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    86    20 Jan 2025 08:46:15.145    20 Jan 2025 09:03:06.354          1011.209    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
    87    20 Jan 2025 10:20:58.186    20 Jan 2025 10:33:54.419           776.233    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
    88    21 Jan 2025 03:44:01.808    21 Jan 2025 03:58:07.806           845.998    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
    89    21 Jan 2025 05:18:29.903    21 Jan 2025 05:34:44.867           974.964    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
    90    21 Jan 2025 06:52:45.171    21 Jan 2025 07:09:29.693          1004.521    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    91    21 Jan 2025 08:27:19.325    21 Jan 2025 08:44:14.324          1014.999    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
    92    21 Jan 2025 10:02:02.347    21 Jan 2025 10:17:51.916           949.569    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
    93    22 Jan 2025 03:31:31.377    22 Jan 2025 03:38:16.964           405.586    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
    94    22 Jan 2025 04:59:40.008    22 Jan 2025 05:15:44.296           964.288    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
    95    22 Jan 2025 06:33:57.757    22 Jan 2025 06:50:35.752           997.995    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
    96    22 Jan 2025 08:08:23.483    22 Jan 2025 08:25:20.155          1016.672    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
    97    22 Jan 2025 09:43:06.487    22 Jan 2025 09:59:21.640           975.153    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
    98    23 Jan 2025 04:40:49.600    23 Jan 2025 04:56:36.750           947.149    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
    99    23 Jan 2025 06:15:09.849    23 Jan 2025 06:31:41.538           991.689    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
   100    23 Jan 2025 07:49:27.619    23 Jan 2025 08:06:25.722          1018.103    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
   101    23 Jan 2025 09:24:10.605    23 Jan 2025 09:40:46.323           995.718    Satellite12    Satellite12        2               36.842616          1627316.975975          100.000000                4416941.971327
   102    24 Jan 2025 04:21:58.664    24 Jan 2025 04:37:21.417           922.753    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
   103    24 Jan 2025 05:56:21.450    24 Jan 2025 06:12:47.060           985.610    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
   104    24 Jan 2025 07:30:31.734    24 Jan 2025 07:47:31.021          1019.287    Satellite12    Satellite12        2               92.398172          4081173.626712          100.000000                4416941.971327
   105    24 Jan 2025 09:05:24.176    24 Jan 2025 09:22:05.734          1001.558    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
   106    25 Jan 2025 04:03:07.175    25 Jan 2025 04:17:57.086           889.911    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
   107    25 Jan 2025 05:37:32.558    25 Jan 2025 05:53:52.315           979.757    Satellite12    Satellite12        2               74.268495          3280396.325499          100.000000                4416941.971327
   108    25 Jan 2025 07:11:45.322    25 Jan 2025 07:28:36.717          1011.395    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   109    25 Jan 2025 08:46:28.376    25 Jan 2025 09:03:19.614          1011.238    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
   110    25 Jan 2025 10:21:11.416    25 Jan 2025 10:35:11.371           839.955    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
   111    26 Jan 2025 03:44:15.107    26 Jan 2025 03:58:21.691           846.584    Satellite12    Satellite12        2               19.810216           875005.730070          100.000000                4416941.971327
   112    26 Jan 2025 05:18:43.170    26 Jan 2025 05:34:58.224           975.054    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
   113    26 Jan 2025 06:52:58.410    26 Jan 2025 07:09:43.037          1004.627    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   114    26 Jan 2025 08:27:32.555    26 Jan 2025 08:44:27.655          1015.100    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
   115    26 Jan 2025 10:02:15.577    26 Jan 2025 10:18:04.926           949.349    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
   116    27 Jan 2025 03:32:41.769    27 Jan 2025 03:38:31.072           349.303    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
   117    27 Jan 2025 04:59:53.281    27 Jan 2025 05:15:57.731           964.450    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
   118    27 Jan 2025 06:34:11.001    27 Jan 2025 06:50:49.080           998.079    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   119    27 Jan 2025 08:08:36.712    27 Jan 2025 08:25:33.470          1016.758    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
   120    27 Jan 2025 09:43:19.715    27 Jan 2025 09:59:34.709           974.994    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
   121    28 Jan 2025 04:41:02.879    28 Jan 2025 04:56:50.271           947.392    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
   122    28 Jan 2025 06:15:23.099    28 Jan 2025 06:31:54.852           991.753    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
   123    28 Jan 2025 07:49:40.847    28 Jan 2025 08:06:39.023          1018.176    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
   124    28 Jan 2025 09:24:23.831    28 Jan 2025 09:40:59.452           995.621    Satellite12    Satellite12        2               39.466908          1743230.443430          100.000000                4416941.971327
   125    29 Jan 2025 04:22:11.949    29 Jan 2025 04:37:35.037           923.088    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
   126    29 Jan 2025 05:56:34.705    29 Jan 2025 06:13:00.356           985.652    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
   127    29 Jan 2025 07:30:44.960    29 Jan 2025 07:47:44.306          1019.347    Satellite12    Satellite12        2               93.639357          4135996.058969          100.000000                4416941.971327
   128    29 Jan 2025 09:05:37.408    29 Jan 2025 09:22:18.926          1001.518    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
   129    30 Jan 2025 04:03:20.466    30 Jan 2025 04:18:10.820           890.355    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
   130    30 Jan 2025 05:37:45.818    30 Jan 2025 05:54:05.599           979.781    Satellite12    Satellite12        2               71.644203          3164482.858044          100.000000                4416941.971327
   131    30 Jan 2025 07:11:58.553    30 Jan 2025 07:28:50.075          1011.522    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   132    30 Jan 2025 08:46:41.607    30 Jan 2025 09:03:32.873          1011.266    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
   133    30 Jan 2025 10:21:24.646    30 Jan 2025 10:36:08.736           884.090    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
   134    31 Jan 2025 03:44:28.405    31 Jan 2025 03:58:35.571           847.166    Satellite12    Satellite12        2               17.471754           771717.242505          100.000000                4416941.971327
   135    31 Jan 2025 05:18:56.436    31 Jan 2025 05:35:11.579           975.143    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
   136    31 Jan 2025 06:53:11.647    31 Jan 2025 07:09:56.379          1004.732    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   137    31 Jan 2025 08:27:45.784    31 Jan 2025 08:44:40.984          1015.200    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
   138    31 Jan 2025 10:02:28.805    31 Jan 2025 10:18:17.934           949.129    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
   139     1 Feb 2025 03:33:32.217     1 Feb 2025 03:38:45.176           312.959    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
   140     1 Feb 2025 05:00:06.553     1 Feb 2025 05:16:11.165           964.612    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
   141     1 Feb 2025 06:34:24.244     1 Feb 2025 06:51:02.407           998.163    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   142     1 Feb 2025 08:08:49.940     1 Feb 2025 08:25:46.784          1016.845    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
   143     1 Feb 2025 09:43:32.941     1 Feb 2025 09:59:47.776           974.834    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
   144     2 Feb 2025 04:41:16.157     2 Feb 2025 04:57:03.790           947.634    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
   145     2 Feb 2025 06:15:36.347     2 Feb 2025 06:32:08.163           991.816    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
   146     2 Feb 2025 07:49:54.073     2 Feb 2025 08:06:52.322          1018.249    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
   147     2 Feb 2025 09:24:37.056     2 Feb 2025 09:41:12.579           995.523    Satellite12    Satellite12        2               40.989719          1810492.121349          100.000000                4416941.971327
   148     3 Feb 2025 04:22:25.233     3 Feb 2025 04:37:48.654           923.420    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
   149     3 Feb 2025 05:56:47.959     3 Feb 2025 06:13:13.653           985.695    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
   150     3 Feb 2025 07:30:58.185     3 Feb 2025 07:47:57.590          1019.405    Satellite12    Satellite12        2               95.022464          4197087.094167          100.000000                4416941.971327
   151     3 Feb 2025 09:05:50.639     3 Feb 2025 09:22:32.117          1001.478    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
   152     4 Feb 2025 04:03:33.757     4 Feb 2025 04:18:24.552           890.795    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
   153     4 Feb 2025 05:37:59.078     4 Feb 2025 05:54:18.881           979.803    Satellite12    Satellite12        2               68.461323          3023896.893787          100.000000                4416941.971327
   154     4 Feb 2025 07:12:11.785     4 Feb 2025 07:29:03.432          1011.647    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   155     4 Feb 2025 08:46:54.837     4 Feb 2025 09:03:46.130          1011.293    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
   156     4 Feb 2025 10:21:37.875     4 Feb 2025 10:36:45.600           907.725    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
   157     5 Feb 2025 03:44:41.703     5 Feb 2025 03:58:49.450           847.747    Satellite12    Satellite12        2               16.088647           710626.207307          100.000000                4416941.971327
   158     5 Feb 2025 05:19:09.703     5 Feb 2025 05:35:24.934           975.231    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
   159     5 Feb 2025 06:53:24.884     5 Feb 2025 07:10:09.720          1004.836    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   160     5 Feb 2025 08:27:59.014     5 Feb 2025 08:44:54.313          1015.299    Satellite12    Satellite12        2               66.666667          2944627.980884          100.000000                4416941.971327
   161     5 Feb 2025 10:02:42.033     5 Feb 2025 10:18:30.942           948.909    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
   162     6 Feb 2025 03:34:01.995     6 Feb 2025 03:38:59.275           297.280    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
   163     6 Feb 2025 05:00:19.826     6 Feb 2025 05:16:24.598           964.772    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
   164     6 Feb 2025 06:34:37.488     6 Feb 2025 06:51:15.733           998.246    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   165     6 Feb 2025 08:09:03.168     6 Feb 2025 08:26:00.098          1016.930    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
   166     6 Feb 2025 09:43:46.169     6 Feb 2025 10:00:00.843           974.674    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
   167     7 Feb 2025 04:41:29.436     7 Feb 2025 04:57:17.310           947.873    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
   168     7 Feb 2025 06:15:49.597     7 Feb 2025 06:32:21.475           991.878    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
   169     7 Feb 2025 07:50:07.301     7 Feb 2025 08:07:05.621          1018.320    Satellite12    Satellite12        2               88.888889          3926170.641179          100.000000                4416941.971327
   170     7 Feb 2025 09:24:50.283     7 Feb 2025 09:41:25.708           995.424    Satellite12    Satellite12        2               40.989719          1810492.121349          100.000000                4416941.971327
   171     8 Feb 2025 04:22:38.519     8 Feb 2025 04:38:02.271           923.751    Satellite12    Satellite12        2               33.333333          1472313.990442          100.000000                4416941.971327
   172     8 Feb 2025 05:57:01.215     8 Feb 2025 06:13:26.951           985.736    Satellite12    Satellite12        2               77.777778          3435399.311032          100.000000                4416941.971327
   173     8 Feb 2025 07:31:11.412     8 Feb 2025 07:48:10.875          1019.463    Satellite12    Satellite12        2               95.022464          4197087.094167          100.000000                4416941.971327
   174     8 Feb 2025 09:06:03.872     8 Feb 2025 09:22:45.309          1001.436    Satellite12    Satellite12        2               44.444444          1963085.320590          100.000000                4416941.971327
   175     9 Feb 2025 04:03:47.049     9 Feb 2025 04:18:38.284           891.235    Satellite12    Satellite12        2               22.222222           981542.660295          100.000000                4416941.971327
   176     9 Feb 2025 05:38:12.340     9 Feb 2025 05:54:32.165           979.824    Satellite12    Satellite12        2               68.461323          3023896.893787          100.000000                4416941.971327
   177     9 Feb 2025 07:12:25.018     9 Feb 2025 07:29:16.789          1011.772    Satellite12    Satellite12        2              100.000000          4416941.971327          100.000000                4416941.971327
   178     9 Feb 2025 08:47:08.069     9 Feb 2025 09:03:59.389          1011.319    Satellite12    Satellite12        2               55.555556          2453856.650737          100.000000                4416941.971327
   179     9 Feb 2025 10:21:51.106     9 Feb 2025 10:37:01.819           910.712    Satellite12    Satellite12        2               11.111111           490771.330147          100.000000                4416941.971327
   180    10 Feb 2025 03:44:55.003    10 Feb 2025 03:59:03.330           848.327    Satellite12    Satellite12        2               16.088647           710626.207307          100.000000                4416941.971327
