"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
18 Jan 2021 17:00:00.000,-0.018,31.630,578.863002,0.062577,-0.008439,-0.000014
18 Jan 2021 17:01:00.000,3.737,31.124,578.953135,0.062573,-0.008457,0.003014
18 Jan 2021 17:02:00.000,7.491,30.615,579.223681,0.062562,-0.008512,0.005991
18 Jan 2021 17:03:00.000,11.244,30.102,579.669973,0.062542,-0.008605,0.008864
18 Jan 2021 17:04:00.000,14.996,29.581,580.284320,0.062515,-0.008741,0.011585
18 Jan 2021 17:05:00.000,18.746,29.052,581.056138,0.062481,-0.008923,0.014106
18 Jan 2021 17:06:00.000,22.494,28.509,581.972143,0.062440,-0.009160,0.016384
18 Jan 2021 17:07:00.000,26.239,27.951,583.016587,0.062392,-0.009461,0.018381
18 Jan 2021 17:08:00.000,29.980,27.373,584.171535,0.062337,-0.009839,0.020062
18 Jan 2021 17:09:00.000,33.719,26.769,585.417182,0.062276,-0.010313,0.021400
18 Jan 2021 17:10:00.000,37.453,26.133,586.732200,0.062209,-0.010908,0.022371
18 Jan 2021 17:11:00.000,41.184,25.456,588.094108,0.062134,-0.011660,0.022961
18 Jan 2021 17:12:00.000,44.909,24.729,589.479665,0.062051,-0.012621,0.023159
18 Jan 2021 17:13:00.000,48.630,23.936,590.865264,0.061959,-0.013865,0.022962
18 Jan 2021 17:14:00.000,52.344,23.057,592.227339,0.061855,-0.015507,0.022376
18 Jan 2021 17:15:00.000,56.052,22.064,593.542765,0.061732,-0.017726,0.021410
18 Jan 2021 17:16:00.000,59.751,20.913,594.789245,0.061582,-0.020815,0.020081
18 Jan 2021 17:17:00.000,63.441,19.539,595.945684,0.061387,-0.025282,0.018413
18 Jan 2021 17:18:00.000,67.116,17.834,596.992539,0.061116,-0.032063,0.016433
18 Jan 2021 17:19:00.000,70.772,15.609,597.912147,0.060704,-0.043035,0.014177
18 Jan 2021 17:20:00.000,74.395,12.505,598.689007,0.060001,-0.062392,0.011682
18 Jan 2021 17:21:00.000,77.959,7.750,599.310038,0.058610,-0.100937,0.008990
18 Jan 2021 17:22:00.000,81.391,-0.611,599.764795,0.055224,-0.192041,0.006147
18 Jan 2021 17:23:00.000,84.443,-18.554,600.045632,0.044155,-0.453129,0.003201
18 Jan 2021 17:24:00.000,86.097,-60.740,600.147830,0.003933,-0.912593,0.000201
18 Jan 2021 17:25:00.000,84.785,-106.387,600.069673,-0.041163,-0.513756,-0.002803
18 Jan 2021 17:26:00.000,81.830,-126.578,599.812472,-0.054433,-0.212619,-0.005759
18 Jan 2021 17:27:00.000,78.427,-135.719,599.380551,-0.058324,-0.108804,-0.008618
18 Jan 2021 17:28:00.000,74.875,-140.799,598.781168,-0.059869,-0.066050,-0.011333
18 Jan 2021 17:29:00.000,71.258,-144.064,598.024408,-0.060632,-0.044996,-0.013857
18 Jan 2021 17:30:00.000,67.606,-146.380,597.123008,-0.061072,-0.033227,-0.016147
18 Jan 2021 17:31:00.000,63.932,-148.141,596.092160,-0.061356,-0.026025,-0.018166
18 Jan 2021 17:32:00.000,60.245,-149.552,594.949256,-0.061559,-0.021317,-0.019877
18 Jan 2021 17:33:00.000,56.546,-150.729,593.713605,-0.061714,-0.018079,-0.021253
18 Jan 2021 17:34:00.000,52.840,-151.740,592.406115,-0.061839,-0.015765,-0.022268
18 Jan 2021 17:35:00.000,49.126,-152.632,591.048943,-0.061946,-0.014058,-0.022906
18 Jan 2021 17:36:00.000,45.406,-153.435,589.665127,-0.062040,-0.012768,-0.023155
18 Jan 2021 17:37:00.000,41.681,-154.171,588.278196,-0.062123,-0.011775,-0.023010
18 Jan 2021 17:38:00.000,37.952,-154.853,586.911775,-0.062199,-0.010999,-0.022472
18 Jan 2021 17:39:00.000,34.218,-155.494,585.589178,-0.062267,-0.010385,-0.021551
18 Jan 2021 17:40:00.000,30.480,-156.102,584.333009,-0.062329,-0.009897,-0.020261
18 Jan 2021 17:41:00.000,26.738,-156.683,583.164772,-0.062385,-0.009507,-0.018624
18 Jan 2021 17:42:00.000,22.994,-157.244,582.104497,-0.062434,-0.009197,-0.016668
18 Jan 2021 17:43:00.000,19.246,-157.788,581.170386,-0.062476,-0.008952,-0.014425
18 Jan 2021 17:44:00.000,15.497,-158.319,580.378498,-0.062511,-0.008762,-0.011934
18 Jan 2021 17:45:00.000,11.745,-158.841,579.742459,-0.062539,-0.008621,-0.009237
18 Jan 2021 17:46:00.000,7.992,-159.355,579.273225,-0.062559,-0.008522,-0.006381
18 Jan 2021 17:47:00.000,4.238,-159.864,578.978884,-0.062572,-0.008462,-0.003416
18 Jan 2021 17:48:00.000,0.484,-160.371,578.864511,-0.062577,-0.008439,-0.000391
18 Jan 2021 17:49:00.000,-3.271,-160.877,578.932080,-0.062574,-0.008453,0.002640
18 Jan 2021 17:50:00.000,-7.025,-161.386,579.180424,-0.062563,-0.008503,0.005626
18 Jan 2021 17:51:00.000,-10.778,-161.898,579.605261,-0.062545,-0.008591,0.008515
18 Jan 2021 17:52:00.000,-14.530,-162.418,580.199267,-0.062519,-0.008721,0.011257
18 Jan 2021 17:53:00.000,-18.281,-162.946,580.952208,-0.062486,-0.008898,0.013805
18 Jan 2021 17:54:00.000,-22.029,-163.486,581.851126,-0.062445,-0.009128,0.016116
18 Jan 2021 17:55:00.000,-25.774,-164.042,582.880561,-0.062398,-0.009420,0.018150
18 Jan 2021 17:56:00.000,-29.516,-164.618,584.022835,-0.062344,-0.009788,0.019872
18 Jan 2021 17:57:00.000,-33.255,-165.219,585.258357,-0.062284,-0.010249,0.021253
18 Jan 2021 17:58:00.000,-36.990,-165.850,586.565967,-0.062217,-0.010827,0.022271
18 Jan 2021 17:59:00.000,-40.721,-166.521,587.923307,-0.062144,-0.011557,0.022909
18 Jan 2021 18:00:00.000,-44.447,-167.241,589.307208,-0.062062,-0.012488,0.023156
18 Jan 2021 18:01:00.000,-48.168,-168.025,590.694087,-0.061971,-0.013692,0.023008
18 Jan 2021 18:02:00.000,-51.884,-168.892,592.060352,-0.061868,-0.015276,0.022470
18 Jan 2021 18:03:00.000,-55.592,-169.869,593.382801,-0.061748,-0.017410,0.021550
18 Jan 2021 18:04:00.000,-59.293,-170.998,594.639012,-0.061602,-0.020370,0.020265
18 Jan 2021 18:05:00.000,-62.984,-172.339,595.807724,-0.061414,-0.024627,0.018637
18 Jan 2021 18:06:00.000,-66.661,-173.995,596.869182,-0.061156,-0.031046,0.016695
18 Jan 2021 18:07:00.000,-70.320,-176.141,597.805473,-0.060767,-0.041339,0.014471
18 Jan 2021 18:08:00.000,-73.948,-179.106,598.600812,-0.060113,-0.059276,0.012003
18 Jan 2021 18:09:00.000,-77.521,176.413,599.241808,-0.058848,-0.094375,0.009333
18 Jan 2021 18:10:00.000,-80.977,168.691,599.717677,-0.055859,-0.175342,0.006507
18 Jan 2021 18:11:00.000,-84.106,152.567,600.020418,-0.046469,-0.403321,0.003571
18 Jan 2021 18:12:00.000,-86.041,113.912,600.144943,-0.011087,-0.887065,0.000574
18 Jan 2021 18:13:00.000,-85.080,65.605,600.089161,0.037824,-0.576400,-0.002431
18 Jan 2021 18:14:00.000,-82.232,43.021,599.854009,0.053574,-0.234610,-0.005396
18 Jan 2021 18:15:00.000,-78.860,33.057,599.443438,0.058026,-0.116983,-0.008270
18 Jan 2021 18:16:00.000,-75.321,27.642,598.864349,0.059735,-0.069769,-0.011006
18 Jan 2021 18:17:00.000,-71.709,24.214,598.126481,0.060560,-0.046960,-0.013556
18 Jan 2021 18:18:00.000,-68.060,21.808,597.242256,0.061028,-0.034378,-0.015877
18 Jan 2021 18:19:00.000,-64.389,19.991,596.226571,0.061326,-0.026755,-0.017931
18 Jan 2021 18:20:00.000,-60.703,18.544,595.096562,0.061537,-0.021806,-0.019683
18 Jan 2021 18:21:00.000,-57.006,17.343,593.871316,0.061696,-0.018423,-0.021101
18 Jan 2021 18:22:00.000,-53.300,16.314,592.571560,0.061825,-0.016014,-0.022163
18 Jan 2021 18:23:00.000,-49.587,15.409,591.219317,0.061934,-0.014244,-0.022848
18 Jan 2021 18:24:00.000,-45.868,14.596,589.837535,0.062029,-0.012910,-0.023146
18 Jan 2021 18:25:00.000,-42.144,13.854,588.449705,0.062113,-0.011885,-0.023049
18 Jan 2021 18:26:00.000,-38.415,13.165,587.079460,0.062190,-0.011085,-0.022560
18 Jan 2021 18:27:00.000,-34.681,12.520,585.750177,0.062259,-0.010454,-0.021686
18 Jan 2021 18:28:00.000,-30.944,11.908,584.484568,0.062322,-0.009951,-0.020441
18 Jan 2021 18:29:00.000,-27.203,11.324,583.304295,0.062378,-0.009551,-0.018845
18 Jan 2021 18:30:00.000,-23.459,10.761,582.229590,0.062428,-0.009231,-0.016927
18 Jan 2021 18:31:00.000,-19.712,10.215,581.278900,0.062471,-0.008979,-0.014717
18 Jan 2021 18:32:00.000,-15.962,9.682,580.468567,0.062507,-0.008783,-0.012255
18 Jan 2021 18:33:00.000,-12.211,9.160,579.812533,0.062536,-0.008636,-0.009581
18 Jan 2021 18:34:00.000,-8.458,8.645,579.322096,0.062557,-0.008532,-0.006743
18 Jan 2021 18:35:00.000,-4.704,8.135,579.005709,0.062571,-0.008467,-0.003788
18 Jan 2021 18:36:00.000,-0.950,7.628,578.868828,0.062577,-0.008440,-0.000768
18 Jan 2021 18:37:00.000,2.805,7.122,578.913813,0.062575,-0.008449,0.002265
18 Jan 2021 18:38:00.000,6.559,6.614,579.139890,0.062565,-0.008494,0.005260
18 Jan 2021 18:39:00.000,10.313,6.102,579.543158,0.062548,-0.008578,0.008163
18 Jan 2021 18:40:00.000,14.065,5.583,580.116665,0.062523,-0.008703,0.010926
18 Jan 2021 18:41:00.000,17.815,5.056,580.850531,0.062490,-0.008873,0.013501
18 Jan 2021 18:42:00.000,21.563,4.518,581.732122,0.062451,-0.009096,0.015843
18 Jan 2021 18:43:00.000,25.309,3.964,582.746276,0.062404,-0.009380,0.017913
18 Jan 2021 18:44:00.000,29.052,3.390,583.875574,0.062351,-0.009737,0.019676
18 Jan 2021 18:45:00.000,32.791,2.793,585.100644,0.062292,-0.010186,0.021101
18 Jan 2021 18:46:00.000,36.527,2.166,586.400501,0.062226,-0.010748,0.022165
18 Jan 2021 18:47:00.000,40.258,1.501,587.752915,0.062153,-0.011457,0.022851
18 Jan 2021 18:48:00.000,43.985,0.787,589.134797,0.062073,-0.012359,0.023146
18 Jan 2021 18:49:00.000,47.707,0.012,590.522592,0.061983,-0.013524,0.023048
18 Jan 2021 18:50:00.000,51.423,-0.843,591.892689,0.061882,-0.015054,0.022557
18 Jan 2021 18:51:00.000,55.132,-1.805,593.221814,0.061764,-0.017108,0.021684
18 Jan 2021 18:52:00.000,58.834,-2.911,594.487430,0.061622,-0.019944,0.020443
18 Jan 2021 18:53:00.000,62.526,-4.222,595.668109,0.061441,-0.024004,0.018857
18 Jan 2021 18:54:00.000,66.206,-5.832,596.743894,0.061193,-0.030086,0.016952
18 Jan 2021 18:55:00.000,69.867,-7.903,597.696624,0.060826,-0.039754,0.014761
18 Jan 2021 18:56:00.000,73.500,-10.739,598.510237,0.060217,-0.056405,0.012321
18 Jan 2021 18:57:00.000,77.082,-14.971,599.171031,0.059062,-0.088447,0.009674
18 Jan 2021 18:58:00.000,80.559,-22.123,599.667888,0.056412,-0.160645,0.006864
18 Jan 2021 18:59:00.000,83.752,-36.660,599.992454,0.048410,-0.359593,0.003939
18 Jan 2021 19:00:00.000,85.933,-71.707,600.139274,0.017811,-0.840901,0.000948
18 Jan 2021 19:01:00.000,85.347,-121.918,600.105883,-0.033861,-0.643875,-0.002059
18 Jan 2021 19:02:00.000,82.627,-147.204,599.892840,-0.052573,-0.259824,-0.005032
18 Jan 2021 19:03:00.000,79.291,-158.102,599.503725,-0.057691,-0.126123,-0.007920
18 Jan 2021 19:04:00.000,75.765,-163.887,598.945079,-0.059589,-0.073833,-0.010675
18 Jan 2021 19:05:00.000,72.160,-167.493,598.226297,-0.060483,-0.049071,-0.013251
18 Jan 2021 19:06:00.000,68.515,-169.996,597.359476,-0.060981,-0.035603,-0.015603
18 Jan 2021 19:07:00.000,64.846,-171.871,596.359219,-0.061295,-0.027524,-0.017692
18 Jan 2021 19:08:00.000,61.161,-173.355,595.242399,-0.061514,-0.022319,-0.019483
18 Jan 2021 19:09:00.000,57.465,-174.582,594.027877,-0.061678,-0.018781,-0.020944
18 Jan 2021 19:10:00.000,53.760,-175.630,592.736196,-0.061810,-0.016273,-0.022051
18 Jan 2021 19:11:00.000,50.048,-176.548,591.389235,-0.061921,-0.014437,-0.022784
18 Jan 2021 19:12:00.000,46.330,-177.371,590.009849,-0.062018,-0.013057,-0.023130
18 Jan 2021 19:13:00.000,42.606,-178.121,588.621484,-0.062103,-0.011999,-0.023083
18 Jan 2021 19:14:00.000,38.878,-178.816,587.247777,-0.062181,-0.011175,-0.022642
18 Jan 2021 19:15:00.000,35.145,-179.466,585.912158,-0.062251,-0.010525,-0.021815
18 Jan 2021 19:16:00.000,31.408,179.919,584.637443,-0.062315,-0.010008,-0.020615
18 Jan 2021 19:17:00.000,27.667,179.331,583.445446,-0.062372,-0.009596,-0.019062
18 Jan 2021 19:18:00.000,23.923,178.766,582.356596,-0.062422,-0.009267,-0.017181
18 Jan 2021 19:19:00.000,20.177,178.218,581.389580,-0.062466,-0.009007,-0.015006
18 Jan 2021 19:20:00.000,16.428,177.684,580.561017,-0.062503,-0.008805,-0.012573
18 Jan 2021 19:21:00.000,12.676,177.160,579.885161,-0.062533,-0.008652,-0.009923
18 Jan 2021 19:22:00.000,8.924,176.645,579.373651,-0.062555,-0.008543,-0.007103
18 Jan 2021 19:23:00.000,5.170,176.134,579.035303,-0.062570,-0.008473,-0.004159
18 Jan 2021 19:24:00.000,1.416,175.627,578.875950,-0.062577,-0.008441,-0.001145
18 Jan 2021 19:25:00.000,-2.339,175.121,578.898341,-0.062576,-0.008446,0.001890
18 Jan 2021 19:26:00.000,-6.093,174.613,579.102089,-0.062567,-0.008487,0.004892
18 Jan 2021 19:27:00.000,-9.847,174.101,579.483681,-0.062550,-0.008566,0.007810
18 Jan 2021 19:28:00.000,-13.599,173.584,580.036538,-0.062526,-0.008685,0.010593
18 Jan 2021 19:29:00.000,-17.350,173.058,580.751133,-0.062495,-0.008850,0.013193
18 Jan 2021 19:30:00.000,-21.098,172.521,581.615163,-0.062456,-0.009065,0.015567
18 Jan 2021 19:31:00.000,-24.844,171.969,582.613768,-0.062410,-0.009341,0.017672
18 Jan 2021 19:32:00.000,-28.587,171.399,583.729791,-0.062358,-0.009689,0.019475
18 Jan 2021 19:33:00.000,-32.327,170.805,584.944085,-0.062300,-0.010124,0.020944
18 Jan 2021 19:34:00.000,-36.063,170.182,586.235845,-0.062234,-0.010671,0.022054
18 Jan 2021 19:35:00.000,-39.795,169.522,587.582978,-0.062163,-0.011359,0.022787
18 Jan 2021 19:36:00.000,-43.523,168.815,588.962477,-0.062083,-0.012235,0.023131
18 Jan 2021 19:37:00.000,-47.245,168.048,590.350825,-0.061995,-0.013362,0.023081
18 Jan 2021 19:38:00.000,-50.962,167.204,591.724394,-0.061895,-0.014839,0.022639
18 Jan 2021 19:39:00.000,-54.672,166.258,593.059848,-0.061780,-0.016817,0.021813
18 Jan 2021 19:40:00.000,-58.375,165.172,594.334537,-0.061642,-0.019537,0.020617
18 Jan 2021 19:41:00.000,-62.068,163.890,595.526877,-0.061466,-0.023411,0.019072
18 Jan 2021 19:42:00.000,-65.750,162.325,596.616708,-0.061229,-0.029179,0.017205
18 Jan 2021 19:43:00.000,-69.414,160.323,597.585629,-0.060881,-0.038271,0.015047
18 Jan 2021 19:44:00.000,-73.051,157.607,598.417305,-0.060313,-0.053754,0.012636
18 Jan 2021 19:45:00.000,-76.642,153.604,599.097725,-0.059256,-0.083076,0.010013
18 Jan 2021 19:46:00.000,-80.137,146.960,599.615442,-0.056896,-0.147667,0.007220
18 Jan 2021 19:47:00.000,-83.386,133.809,599.961749,-0.050043,-0.321428,0.004307
18 Jan 2021 19:48:00.000,-85.777,102.273,600.130826,-0.023914,-0.780410,0.001321
18 Jan 2021 19:49:00.000,-85.583,51.073,600.119833,0.029203,-0.713670,-0.001687
18 Jan 2021 19:50:00.000,-83.015,22.772,599.928955,0.051399,-0.288788,-0.004667
18 Jan 2021 19:51:00.000,-79.720,10.811,599.561398,0.057314,-0.136369,-0.007568
18 Jan 2021 19:52:00.000,-76.208,4.615,599.023340,0.059429,-0.078284,-0.010342
18 Jan 2021 19:53:00.000,-72.610,0.817,598.323829,0.060400,-0.051346,-0.012942
18 Jan 2021 19:54:00.000,-68.969,-1.790,597.474637,0.060932,-0.036908,-0.015324
18 Jan 2021 19:55:00.000,-65.302,-3.727,596.490069,0.061263,-0.028337,-0.017448
18 Jan 2021 19:56:00.000,-61.619,-5.251,595.386729,0.061490,-0.022858,-0.019278
18 Jan 2021 19:57:00.000,-57.924,-6.505,594.183248,0.061660,-0.019154,-0.020782
18 Jan 2021 19:58:00.000,-54.221,-7.571,592.899978,0.061795,-0.016542,-0.021934
18 Jan 2021 19:59:00.000,-50.509,-8.504,591.558652,0.061908,-0.014636,-0.022714
18 Jan 2021 20:00:00.000,-46.792,-9.337,590.182025,0.062006,-0.013209,-0.023109
18 Jan 2021 20:01:00.000,-43.069,-10.096,588.793490,0.062093,-0.012116,-0.023110
18 Jan 2021 20:02:00.000,-39.341,-10.796,587.416682,0.062172,-0.011266,-0.022718
18 Jan 2021 20:03:00.000,-35.608,-11.451,586.075078,0.062243,-0.010597,-0.021938
18 Jan 2021 20:04:00.000,-31.872,-12.070,584.791595,0.062307,-0.010066,-0.020783
18 Jan 2021 20:05:00.000,-28.132,-12.661,583.588189,0.062365,-0.009642,-0.019273
18 Jan 2021 20:06:00.000,-24.388,-13.229,582.485481,0.062416,-0.009304,-0.017432
18 Jan 2021 20:07:00.000,-20.642,-13.779,581.502395,0.062461,-0.009036,-0.015291
18 Jan 2021 20:08:00.000,-16.893,-14.315,580.655822,0.062499,-0.008827,-0.012888
18 Jan 2021 20:09:00.000,-13.142,-14.839,579.960324,0.062529,-0.008668,-0.010262
18 Jan 2021 20:10:00.000,-9.390,-15.356,579.427878,0.062553,-0.008554,-0.007460
18 Jan 2021 20:11:00.000,-5.636,-15.867,579.067658,0.062568,-0.008480,-0.004530
18 Jan 2021 20:12:00.000,-1.882,-16.374,578.885876,0.062576,-0.008443,-0.001521
18 Jan 2021 20:13:00.000,1.873,-16.880,578.885666,0.062576,-0.008443,0.001514
18 Jan 2021 20:14:00.000,5.627,-17.388,579.067032,0.062568,-0.008480,0.004523
18 Jan 2021 20:15:00.000,9.381,-17.899,579.426847,0.062553,-0.008554,0.007454
18 Jan 2021 20:16:00.000,13.134,-18.415,579.958905,0.062530,-0.008668,0.010256
18 Jan 2021 20:17:00.000,16.884,-18.940,580.654040,0.062499,-0.008826,0.012882
18 Jan 2021 20:18:00.000,20.633,-19.475,581.500281,0.062461,-0.009035,0.015286
18 Jan 2021 20:19:00.000,24.380,-20.025,582.483071,0.062416,-0.009303,0.017427
18 Jan 2021 20:20:00.000,28.123,-20.593,583.585524,0.062365,-0.009641,0.019269
18 Jan 2021 20:21:00.000,31.863,-21.184,584.788721,0.062307,-0.010065,0.020780
18 Jan 2021 20:22:00.000,35.600,-21.803,586.072045,0.062243,-0.010596,0.021936
18 Jan 2021 20:23:00.000,39.332,-22.458,587.413541,0.062172,-0.011265,0.022717
18 Jan 2021 20:24:00.000,43.060,-23.158,588.790294,0.062093,-0.012114,0.023110
18 Jan 2021 20:25:00.000,46.783,-23.917,590.178830,0.062006,-0.013206,0.023109
18 Jan 2021 20:26:00.000,50.501,-24.750,591.555511,0.061908,-0.014633,0.022715
18 Jan 2021 20:27:00.000,54.212,-25.682,592.896945,0.061795,-0.016537,0.021936
18 Jan 2021 20:28:00.000,57.916,-26.748,594.180375,0.061660,-0.019147,0.020785
18 Jan 2021 20:29:00.000,61.611,-28.001,595.384063,0.061491,-0.022847,0.019282
18 Jan 2021 20:30:00.000,65.294,-29.525,596.487656,0.061263,-0.028321,0.017453
18 Jan 2021 20:31:00.000,68.960,-31.461,597.472518,0.060933,-0.036883,0.015330
18 Jan 2021 20:32:00.000,72.602,-34.066,598.322039,0.060402,-0.051302,0.012948
18 Jan 2021 20:33:00.000,76.200,-37.860,599.021910,0.059432,-0.078197,0.010348
18 Jan 2021 20:34:00.000,79.712,-44.048,599.560351,0.057322,-0.136168,0.007575
18 Jan 2021 20:35:00.000,83.008,-55.988,599.928309,0.051422,-0.288213,0.004673
18 Jan 2021 20:36:00.000,85.579,-84.230,600.119600,0.029296,-0.712376,0.001694
18 Jan 2021 20:37:00.000,85.780,-135.420,600.131009,-0.023807,-0.781623,-0.001314
18 Jan 2021 20:38:00.000,83.392,-167.020,599.962344,-0.050015,-0.322089,-0.004300
18 Jan 2021 20:39:00.000,80.145,179.804,599.616440,-0.056887,-0.147894,-0.007214
18 Jan 2021 20:40:00.000,76.650,173.152,599.099110,-0.059252,-0.083171,-0.010006
18 Jan 2021 20:41:00.000,73.059,169.145,598.419052,-0.060311,-0.053801,-0.012630
18 Jan 2021 20:42:00.000,69.422,166.426,597.587710,-0.060880,-0.038298,-0.015042
18 Jan 2021 20:43:00.000,65.758,164.423,596.619087,-0.061229,-0.029195,-0.017200
18 Jan 2021 20:44:00.000,62.077,162.857,595.529514,-0.061466,-0.023422,-0.019068
18 Jan 2021 20:45:00.000,58.384,161.575,594.337388,-0.061641,-0.019544,-0.020614
18 Jan 2021 20:46:00.000,54.681,160.489,593.062864,-0.061780,-0.016822,-0.021811
18 Jan 2021 20:47:00.000,50.970,159.542,591.727524,-0.061895,-0.014843,-0.022638
18 Jan 2021 20:48:00.000,47.254,158.698,590.354016,-0.061995,-0.013365,-0.023081
18 Jan 2021 20:49:00.000,43.531,157.931,588.965675,-0.062083,-0.012237,-0.023131
18 Jan 2021 20:50:00.000,39.804,157.224,587.586129,-0.062162,-0.011361,-0.022788
18 Jan 2021 20:51:00.000,36.072,156.564,586.238895,-0.062234,-0.010672,-0.022056
18 Jan 2021 20:52:00.000,32.336,155.941,584.946981,-0.062299,-0.010125,-0.020947
18 Jan 2021 20:53:00.000,28.596,155.347,583.732484,-0.062358,-0.009689,-0.019479
18 Jan 2021 20:54:00.000,24.853,154.776,582.616212,-0.062410,-0.009342,-0.017677
18 Jan 2021 20:55:00.000,21.107,154.224,581.617316,-0.062456,-0.009066,-0.015572
18 Jan 2021 20:56:00.000,17.358,153.687,580.752957,-0.062495,-0.008850,-0.013199
18 Jan 2021 20:57:00.000,13.608,153.161,580.038003,-0.062526,-0.008685,-0.010599
18 Jan 2021 20:58:00.000,9.855,152.644,579.484761,-0.062550,-0.008566,-0.007816
18 Jan 2021 20:59:00.000,6.102,152.133,579.102766,-0.062567,-0.008487,-0.004899
18 Jan 2021 21:00:00.000,2.348,151.625,578.898602,-0.062576,-0.008446,-0.001897
18 Jan 2021 21:01:00.000,-1.407,151.118,578.875792,-0.062577,-0.008441,0.001138
18 Jan 2021 21:02:00.000,-5.161,150.611,579.034728,-0.062570,-0.008473,0.004153
18 Jan 2021 21:03:00.000,-8.915,150.101,579.372670,-0.062555,-0.008542,0.007096
18 Jan 2021 21:04:00.000,-12.668,149.585,579.883789,-0.062533,-0.008651,0.009917
18 Jan 2021 21:05:00.000,-16.419,149.062,580.559279,-0.062503,-0.008804,0.012567
18 Jan 2021 21:06:00.000,-20.168,148.528,581.387506,-0.062466,-0.009007,0.015001
18 Jan 2021 21:07:00.000,-23.915,147.980,582.354221,-0.062422,-0.009266,0.017177
18 Jan 2021 21:08:00.000,-27.659,147.414,583.442811,-0.062372,-0.009595,0.019058
18 Jan 2021 21:09:00.000,-31.399,146.827,584.634594,-0.062315,-0.010007,0.020612
18 Jan 2021 21:10:00.000,-35.136,146.212,585.909143,-0.062251,-0.010523,0.021813
18 Jan 2021 21:11:00.000,-38.869,145.561,587.244648,-0.062181,-0.011173,0.022641
18 Jan 2021 21:12:00.000,-42.598,144.867,588.618294,-0.062104,-0.011997,0.023082
18 Jan 2021 21:13:00.000,-46.322,144.117,590.006652,-0.062018,-0.013054,0.023131
18 Jan 2021 21:14:00.000,-50.040,143.294,591.386085,-0.061921,-0.014433,0.022785
18 Jan 2021 21:15:00.000,-53.752,142.376,592.733148,-0.061811,-0.016268,0.022053
18 Jan 2021 21:16:00.000,-57.457,141.329,594.024983,-0.061679,-0.018774,0.020947
18 Jan 2021 21:17:00.000,-61.153,140.103,595.239707,-0.061514,-0.022310,0.019487
18 Jan 2021 21:18:00.000,-64.837,138.619,596.356774,-0.061296,-0.027510,0.017697
18 Jan 2021 21:19:00.000,-68.506,136.745,597.357320,-0.060982,-0.035580,0.015608
18 Jan 2021 21:20:00.000,-72.152,134.244,598.224466,-0.060485,-0.049030,0.013256
18 Jan 2021 21:21:00.000,-75.757,130.642,598.943605,-0.059592,-0.073754,0.010681
18 Jan 2021 21:22:00.000,-79.283,124.864,599.502631,-0.057698,-0.125943,0.007927
18 Jan 2021 21:23:00.000,-82.620,113.984,599.892145,-0.052593,-0.259323,0.005039
18 Jan 2021 21:24:00.000,-85.343,88.751,600.105599,-0.033941,-0.642592,0.002066
18 Jan 2021 21:25:00.000,-85.935,38.568,600.139406,0.017691,-0.841914,-0.000941
18 Jan 2021 21:26:00.000,-83.759,3.454,599.992999,0.048377,-0.360351,-0.003932
18 Jan 2021 21:27:00.000,-80.567,-11.111,599.668838,0.056402,-0.160901,-0.006858
18 Jan 2021 21:28:00.000,-77.091,-18.273,599.172369,0.059058,-0.088551,-0.009668
18 Jan 2021 21:29:00.000,-73.508,-22.509,598.511941,0.060215,-0.056456,-0.012315
18 Jan 2021 21:30:00.000,-69.875,-25.347,597.698665,0.060824,-0.039782,-0.014756
18 Jan 2021 21:31:00.000,-66.214,-27.420,596.746238,0.061193,-0.030103,-0.016947
18 Jan 2021 21:32:00.000,-62.535,-29.030,595.670716,0.061440,-0.024015,-0.018853
18 Jan 2021 21:33:00.000,-58.842,-30.342,594.490256,0.061622,-0.019952,-0.020440
18 Jan 2021 21:34:00.000,-55.141,-31.449,593.224812,0.061764,-0.017113,-0.021682
18 Jan 2021 21:35:00.000,-51.431,-32.411,591.895807,0.061882,-0.015058,-0.022556
18 Jan 2021 21:36:00.000,-47.715,-33.266,590.525778,0.061983,-0.013527,-0.023047
18 Jan 2021 21:37:00.000,-43.994,-34.041,589.137996,0.062073,-0.012362,-0.023147
18 Jan 2021 21:38:00.000,-40.267,-34.755,587.756074,0.062153,-0.011458,-0.022852
18 Jan 2021 21:39:00.000,-36.535,-35.420,586.403564,0.062226,-0.010749,-0.022167
18 Jan 2021 21:40:00.000,-32.800,-36.048,585.103560,0.062292,-0.010187,-0.021104
18 Jan 2021 21:41:00.000,-29.060,-36.645,583.878294,0.062351,-0.009738,-0.019680
18 Jan 2021 21:42:00.000,-25.318,-37.218,582.748752,0.062404,-0.009381,-0.017918
18 Jan 2021 21:43:00.000,-21.572,-37.772,581.734312,0.062451,-0.009097,-0.015848
18 Jan 2021 21:44:00.000,-17.824,-38.311,580.852397,0.062490,-0.008874,-0.013507
18 Jan 2021 21:45:00.000,-14.073,-38.838,580.118176,0.062523,-0.008703,-0.010932
18 Jan 2021 21:46:00.000,-10.321,-39.356,579.544286,0.062548,-0.008578,-0.008170
18 Jan 2021 21:47:00.000,-6.568,-39.868,579.140617,0.062565,-0.008495,-0.005266
18 Jan 2021 21:48:00.000,-2.814,-40.376,578.914127,0.062575,-0.008449,-0.002272
18 Jan 2021 21:49:00.000,0.941,-40.883,578.868722,0.062577,-0.008440,0.000761
