"I (deg)"
49.758
53.661
57.203
60.446
63.447
66.253
68.898
71.401
73.770
76.005
78.100
80.049
81.849
83.502
85.018
86.414
87.699
88.792
88.938
87.872
86.488
84.939
83.233
81.364
79.324
77.104
74.690
72.063
69.198
66.057
62.596
58.757
54.476
49.683
44.307
38.287
31.579
24.181
16.147
7.609
-1.226
-10.091
-18.704
-26.814
-34.230
-40.826
-46.537
-51.338
-55.235
-58.270
-60.519
-62.094
-63.132
-63.782
-64.186
-64.467
-64.722
-65.026
-65.429
-65.960
-66.626
-67.414
-68.294
-69.217
-70.120
-70.930
-71.570
-71.971
-72.081
-71.875
-71.359
-70.555
-69.491
-68.192
-66.663
-64.896
-62.870
-60.555
-57.915
-54.914
-51.514
-47.677
-43.366
-38.547
-33.194
-27.297
-20.878
-13.999
-6.778
0.621
8.002
15.167
21.947
28.224
33.937
39.077
43.678
47.800
51.515
54.903
58.035
60.975
63.774
66.470
69.087
71.636
74.114
76.511
78.810
81.000
83.074
85.033
86.876
88.521
88.847
87.361
85.615
83.796
81.915
79.965
77.926
75.774
73.477
70.996
68.285
65.292
61.956
58.207
53.970
49.164
43.714
37.557
30.656
23.016
14.709
5.887
-3.220
-12.324
-21.127
-29.367
-36.844
-43.420
-49.008
-53.557
-57.054
-59.533
-61.096
-61.908
-62.176
-62.116
-61.915
-61.724
-61.653
-61.780
-62.149
-62.778
-63.661
-64.769
-66.062
-67.487
-68.985
-70.490
-71.929
-73.217
-74.260
-74.964
-75.248
-75.066
-74.418
-73.346
-71.907
-70.156
-68.133
-65.856
-63.322
-60.509
-57.379
-53.882
-49.966
-45.574
-40.658
-35.182
-29.135
-22.541
-15.477
-8.076
-0.525
6.960
14.167
20.922
27.114
32.702
37.699
42.164
46.177
49.830
53.213
56.405
59.472
62.463
65.406
68.311
71.173
73.974
76.693
79.307
81.802
84.167
86.386
88.338
88.635
86.927
85.011
83.081
81.145
79.182
77.160
75.036
72.761
70.282
67.542
64.480
61.033
57.130
52.695
47.652
41.928
35.463
28.229
20.246
11.609
2.502
-6.810
-16.013
-24.803
-32.926
-40.203
-46.523
-51.827
-56.094
-59.339
-61.612
-63.003
-63.642
-63.687
-63.310
-62.694
-62.015
-61.437
-61.096
-61.086
-61.457
-62.212
-63.323
-64.741
-66.405
-68.252
-70.217
-72.228
-74.205
-76.044
-77.612
-78.745
-79.277
-79.118
-78.304
-76.969
-75.256
-73.266
-71.050
-68.619
-65.955
-63.023
-59.777
-56.167
-52.142
-47.654
-42.665
-37.150
-31.109
-24.575
-17.625
-10.380
-3.001
4.331
11.445
18.204
24.519
30.351
35.707
40.618
45.138
49.326
53.240
56.935
60.456
63.836
67.095
70.242
73.277
76.192
78.977
81.618
84.099
86.382
88.263
88.331
86.699
84.871
83.034
81.186
79.293
77.313
75.199
72.907
70.389
67.600
64.493
61.015
57.112
52.723
47.785
42.236
36.027
29.135
21.582
13.460
4.941
-3.724
-12.245
-20.333
-27.754
-34.346
-40.035
-44.813
-48.729
-51.863
-54.312
-56.168
-57.508
-58.398
-58.904
-59.106
-59.116
-59.075
-59.135
-59.432
-60.056
-61.044
-62.387
-64.039
-65.942
-68.034
-70.256
-72.557
-74.886
-77.191
-79.397
-81.388
-82.953
-83.762
-83.539
-82.389
-80.648
-78.568
-76.265
-73.778
-71.102
-68.216
-65.083
-61.661
-57.904
-53.765
-49.199
-44.165
-38.633
-32.587
-26.034
-19.016
-11.617
-3.965
3.774
11.419
18.798
25.778
32.275
38.257
43.730
48.731
53.307
57.514
61.403
65.019
68.402
71.581
74.575
77.396
80.043
82.508
84.764
86.732
88.082
87.896
86.630
85.153
83.628
82.051
80.385
78.588
76.625
74.467
72.092
69.482
66.618
63.479
60.041
56.275
52.150
47.634
42.697
37.322
31.508
25.285
18.721
11.920
5.022
-1.815
-8.437
-14.709
-20.528
-25.832
-30.589
-34.801
-38.485
-41.676
-44.413
-46.742
-48.719
-50.414
-51.914
-53.323
-54.744
-56.266
-57.946
-59.801
-61.818
-63.962
-66.189
-68.461
-70.749
-73.036
-75.319
-77.601
-79.889
-82.190
-84.505
-86.817
-88.904
-88.028
-85.661
-83.154
-80.554
-77.847
-75.009
-72.002
-68.788
-65.317
-61.537
-57.395
-52.830
-47.787
-42.211
-36.057
-29.302
-21.959
-14.098
-5.857
2.564
10.930
19.014
26.637
33.687
40.121
45.946
51.201
55.943
60.233
64.131
67.688
70.950
73.950
76.711
79.243
81.545
83.596
85.351
86.698
87.406
87.295
86.625
85.726
84.719
83.611
82.372
80.969
79.376
77.580
75.581
73.383
70.997
68.430
65.688
62.775
59.690
56.424
52.965
49.292
45.374
41.177
36.663
31.801
26.571
20.973
15.040
8.834
2.452
-3.982
-10.329
-16.452
-22.227
-27.561
-32.397
-36.721
-40.559
-43.974
-47.051
-49.884
-52.563
-55.157
-57.709
-60.232
-62.718
-65.144
-67.483
-69.709
-71.807
-73.777
-75.628
-77.379
-79.045
-80.631
-82.108
-83.391
-84.298
-84.563
-84.014
-82.756
-81.003
-78.907
-76.537
-73.911
-71.015
-67.818
-64.271
-60.320
-55.902
-50.953
-45.410
-39.218
-32.342
-24.789
-16.626
-8.000
0.867
9.706
18.251
26.293
33.700
40.422
46.466
51.878
56.722
61.065
64.973
68.498
71.683
74.556
77.136
79.427
81.428
83.124
84.500
85.533
86.210
86.548
86.600
86.430
86.074
85.530
84.777
83.790
82.558
81.083
79.378
77.464
75.360
73.081
70.637
68.029
65.250
62.280
59.093
55.650
51.907
47.812
43.314
38.363
32.916
26.952
20.482
13.565
6.314
-1.099
-8.468
-15.582
-22.261
-28.379
-33.876
-38.748
-43.037
-46.816
-50.172
-53.199
-55.983
-58.594
-61.083
-63.475
-65.770
-67.951
-69.986
-71.834
-73.459
-74.831
-75.938
-76.786
-77.396
-77.798
-78.020
-78.082
-77.990
-77.744
-77.333
-76.742
-75.952
-74.934
-73.655
-72.071
-70.128
-67.769
-64.934
-61.562
-57.593
-52.968
-47.634
-41.544
-34.675
-27.048
-18.747
-9.943
-0.885
8.132
16.826
24.977
32.456
39.215
45.268
50.664
55.470
59.752
63.575
66.993
70.054
72.795
75.244
77.422
79.345
81.029
82.490
83.747
84.826
85.749
86.525
87.118
87.408
87.226
86.523
85.401
83.954
82.239
80.291
78.135
75.796
73.289
70.625
67.802
64.803
61.599
58.144
54.384
50.256
45.697
40.652
35.076
28.954
22.304
15.194
7.748
0.138
-7.439
-14.787
-21.744
-28.198
-34.090
-39.406
-44.164
-48.400
-52.164
-55.513
-58.507
-61.207
-63.670
-65.941
-68.048
-70.001
-71.781
-73.348
-74.642
-75.597
-76.160
-76.316
-76.096
-75.577
-74.849
-74.000
-73.104
-72.210
-71.352
-70.546
-69.789
-69.062
-68.327
-67.526
-66.580
-65.392
-63.852
-61.845
-59.260
-55.997
-51.976
-47.138
-41.450
-34.911
-27.569
-19.533
-10.982
-2.163
6.646
15.177
23.217
30.629
37.350
43.375
48.738
53.494
57.708
61.448
64.777
67.753
70.426
72.837
75.022
77.013
78.838
80.529
82.112
83.614
85.054
86.436
87.698
88.438
87.826
86.363
84.572
82.564
80.368
78.004
75.493
72.852
70.098
67.236
64.260
61.149
57.865
54.355
50.553
46.381
41.762
36.621
30.907
24.602
17.741
10.421
2.799
-4.920
-12.521
-19.809
-26.643
-32.937
-38.662
-43.825
-48.459
-52.610
-56.333
-59.682
-62.711
-65.467
-67.987
-70.296
-72.396
-74.265
-75.850
-77.066
-77.807
-77.993
-77.609
-76.730
-75.483
-74.003
-72.408
-70.789
-69.219
-67.752
-66.432
-65.289
-64.341
-63.593
-63.030
-62.618
-62.296
-61.972
-61.513
-60.745
-59.469
-57.487
-54.646
-50.852
-46.073
-40.326
-33.663
-26.180
-18.020
-9.385
-0.527
8.277
16.770
24.750
32.086
38.719
44.644
49.895
54.529
58.615
62.223
65.422
68.277
70.842
73.172
75.314
77.314
79.213
81.050
82.852
84.641
86.425
88.147
88.924
87.381
85.321
83.067
80.651
78.087
75.395
72.598
69.723
66.786
63.794
60.735
57.579
54.276
50.758
46.941
42.733
38.041
32.783
26.904
20.394
13.307
5.769
-2.028
-9.858
-17.493
-24.746
-31.489
-37.656
-43.233
-48.240
-52.723
-56.739
-60.351
-63.625
-66.619
-69.385
-71.960
-74.357
-76.559
-78.495
-80.028
-80.943
-81.039
-80.288
-78.873
-77.040
-74.989
-72.855
-70.734
-68.698
-66.808
-65.123
-63.698
-62.590
-61.843
-61.481
-61.498
-61.840
-62.403
-63.027
-63.506
-63.611
-63.116
-61.834
-59.632
-56.437
-52.220
-46.988
-40.769
-33.623
-25.652
-17.021
-7.967
1.220
10.236
18.818
26.779
34.018
40.510
46.281
51.388
55.903
59.900
63.453
66.626
69.481
72.073
74.454
76.670
78.764
80.774
82.734
84.671
86.605
88.505
88.966
86.987
84.727
82.307
79.739
77.031
74.201
71.269
68.249
65.150
61.967
58.676
55.240
51.599
47.686
43.422
38.726
33.527
27.769
21.433
14.548
7.205
-0.443
-8.198
-15.851
-23.212
-30.140
-36.549
-42.403
-47.707
-52.493
-56.809
-60.712
-64.261
-67.516
-70.535
-73.368
-76.052
-78.603
-80.997
-83.115
-84.619
-84.904
-83.778
-81.806
-79.475
-77.020
-74.552
-72.140
-69.835
-67.685
-65.738
-64.047
-62.672
-61.663
-61.055
-60.841
-60.958
-61.283
-61.641
-61.843
-61.716
-61.128
-59.988
-58.235
-55.815
-52.676
-48.756
-44.000
-38.366
-31.850
-24.500
-16.440
-7.873
0.931
9.676
18.088
25.961
33.173
39.683
45.508
50.699
55.324
59.456
63.164
66.508
69.545
72.317
74.863
77.215
79.399
81.445
83.382
85.244
87.067
88.840
88.953
87.041
84.925
82.657
80.242
77.686
74.995
72.174
69.221
66.123
62.858
59.388
55.668
51.640
47.241
42.404
37.069
31.193
24.758
17.793
10.382
2.663
-5.179
-12.946
-20.455
-27.567
-34.195
-40.299
-45.879
-50.959
-55.582
-59.796
-63.658
-67.221
-70.542
-73.672
-76.657
-79.539
-82.350
-85.115
-87.842
-89.351
-86.718
-84.067
-81.458
-78.909
-76.436
-74.051
-71.763
-69.583
-67.521
-65.596
-63.831
-62.253
-60.886
-59.738
-58.782
-57.955
-57.152
-56.245
-55.106
-53.628
-51.733
-49.361
-46.466
-42.997
-38.903
-34.137
-28.675
-22.527
-15.757
-8.490
-0.910
6.770
14.331
21.583
28.395
34.690
40.450
45.692
50.460
54.804
58.777
62.427
65.791
68.902
71.781
74.441
76.892
79.137
81.184
83.045
84.743
86.313
87.792
89.162
89.004
87.494
85.801
83.958
81.964
79.817
77.517
75.059
72.431
69.612
66.573
63.274
59.668
55.701
51.309
46.430
41.001
34.974
28.327
21.079
13.314
5.178
-3.127
-11.373
-19.350
-26.897
-33.913
-40.359
-46.237
-51.577
-56.422
-60.823
-64.831
-68.493
-71.853
-74.941
-77.766
-80.305
-82.459
-83.991
-84.523
-83.913
-82.527
-80.786
-78.920
-77.038
-75.185
-73.371
-71.587
-69.812
-68.022
-66.197
-64.326
-62.411
-60.460
-58.481
-56.472
-54.412
-52.258
-49.942
-47.377
-44.469
-41.123
-37.257
-32.809
-27.749
-22.087
-15.883
-9.247
-2.333
4.677
11.602
18.284
24.606
30.501
35.945
40.949
45.547
49.785
53.710
57.366
60.789
64.006
67.036
69.892
72.577
75.091
77.429
79.581
81.537
83.288
84.834
86.186
87.367
88.402
89.209
89.065
88.121
86.953
85.612
84.091
82.378
80.460
78.327
75.964
73.355
70.477
67.298
63.780
59.875
55.524
50.662
45.221
39.140
32.375
24.922
16.836
8.251
-0.619
-9.510
-18.153
-26.326
-33.885
-40.757
-46.931
-52.430
-57.297
-61.579
-65.317
-68.548
-71.294
-73.563
-75.352
-76.647
-77.447
-77.775
-77.692
-77.290
-76.668
-75.915
-75.095
-74.246
-73.374
-72.463
-71.474
-70.361
-69.082
-67.607
-65.930
-64.067
-62.048
-59.906
-57.668
-55.345
-52.918
-50.341
-47.541
-44.424
-40.892
-36.855
-32.242
-27.022
-21.206
-14.857
-8.090
-1.066
6.032
13.024
19.757
26.121
32.054
37.531
42.560
47.163
51.377
55.241
58.794
62.077
65.126
67.973
70.644
73.153
75.507
77.701
79.725
81.565
83.211
84.659
85.917
87.004
87.942
88.714
89.069
88.605
87.675
86.503
85.115
83.504
81.660
79.575
77.243
74.655
71.798
68.650
65.180
61.347
57.096
52.365
47.084
41.185
34.611
27.338
19.392
10.878
1.986
-7.024
-15.865
-24.278
-32.069
-39.124
-45.392
-50.867
-55.566
-59.516
-62.750
-65.307
-67.242
-68.628
-69.553
-70.122
-70.435
-70.585
-70.650
-70.690
-70.747
-70.843
-70.983
-71.149
-71.302
-71.385
-71.328
-71.065
-70.545
-69.747
-68.680
-67.382
-65.899
-64.275
-62.536
-60.683
-58.690
-56.506
-54.063
-51.285
-48.099
-44.438
-40.250
-35.500
-30.170
-24.271
-17.848
-10.990
-3.826
3.478
10.738
17.783
24.468
30.695
36.409
41.597
46.277
50.492
54.297
57.756
60.932
63.881
66.647
69.260
71.738
74.086
76.303
78.384
80.323
82.117
83.770
85.293
86.702
87.996
88.994
88.678
87.438
85.971
84.354
82.586
80.661
78.570
76.301
73.838
71.161
68.238
65.029
61.484
57.544
53.140
48.203
42.661
36.458
29.560
21.978
13.788
5.142
-3.731
-12.556
-21.054
-28.987
-36.181
-42.525
-47.963
-52.476
-56.081
-58.831
-60.817
-62.167
-63.029
-63.558
-63.891
-64.144
-64.409
-64.751
-65.212
-65.814
-66.556
-67.420
-68.368
-69.347
-70.290
-71.123
-71.770
-72.163
-72.255
-72.026
-71.481
-70.645
-69.544
-68.196
-66.607
-64.768
-62.659
-60.252
-57.514
-54.411
-50.905
-46.959
-42.534
-37.596
-32.119
-26.099
-19.564
-12.588
-5.301
2.122
9.481
16.580
23.259
29.412
34.990
39.998
44.476
48.489
52.116
55.433
58.514
61.419
64.198
66.888
69.508
72.066
74.554
76.960
79.268
81.465
83.545
85.510
87.352
88.871
88.454
86.806
85.014
83.163
81.256
79.279
77.213
75.026
72.684
70.145
67.358
64.268
60.811
56.913
52.495
47.479
41.792
35.376
28.206
20.309
11.780
2.802
-6.369
-15.435
-24.105
-32.135
-39.345
-45.619
-50.880
-55.090
-58.246
-60.401
-61.674
-62.247
-62.335
-62.151
-61.876
-61.653
-61.585
-61.743
-62.163
-62.857
-63.809
-64.987
-66.344
-67.825
-69.371
-70.913
-72.374
-73.666
-74.690
-75.347
-75.556
-75.279
-74.527
-73.352
-71.819
-69.986
-67.890
-65.546
-62.945
-60.059
-56.847
-53.257
-49.233
-44.720
-39.672
-34.058
-27.874
-21.157
-13.996
-6.539
1.017
8.453
15.565
22.193
28.245
33.693
38.566
42.929
46.868
50.473
53.831
57.019
60.095
63.103
66.066
68.989
71.862
74.667
77.382
79.986
82.466
84.810
86.992
88.740
88.172
86.337
84.411
82.480
80.540
78.566
76.520
74.356
72.024
69.468
66.632
63.456
59.872
55.811
51.197
45.955
40.014
33.323
25.866
17.682
8.893
-0.291
-9.585
-18.673
-27.261
-35.117
-42.084
-48.071
-53.035
-56.971
-59.909
-61.915
-63.091
-63.571
-63.509
-63.074
-62.441
-61.781
-61.256
-60.993
-61.081
-61.558
-62.420
-63.633
-65.141
-66.883
-68.795
-70.810
-72.857
-74.849
-76.678
-78.201
-79.243
-79.640
-79.323
-78.363
-76.911
-75.109
-73.050
-70.772
-68.279
-65.547
-62.539
-59.209
-55.505
-51.379
-46.786
-41.689
-36.070
-29.934
-23.322
-16.316
-9.045
-1.669
5.633
12.701
19.404
25.664
31.449
36.766
41.650
46.152
50.328
54.235
57.926
61.441
64.812
68.057
71.183
74.190
77.070
79.813
82.406
84.828
87.019
88.568
87.884
86.157
84.340
82.518
80.674
78.770
76.762
74.604
72.252
69.661
66.787
63.582
59.998
55.977
51.459
46.385
40.695
34.346
27.328
19.679
11.511
3.018
-5.541
-13.874
-21.709
-28.834
-35.116
-40.502
-45.007
-48.691
-51.644
-53.961
-55.726
-57.009
-57.870
-58.373
-58.602
-58.674
-58.733
-58.928
-59.381
-60.168
-61.312
-62.790
-64.554
-66.541
-68.694
-70.956
-73.280
-75.621
-77.926
-80.121
-82.079
-83.561
-84.193
-83.726
-82.369
-80.491
-78.316
-75.939
-73.383
-70.638
-67.677
-64.462
-60.950
-57.093
-52.845
-48.159
-42.998
-37.329
-31.142
-24.447
-17.293
-9.774
-2.030
5.763
13.420
20.770
27.689
34.103
39.991
45.367
50.274
54.761
58.885
62.697
66.241
69.555
72.666
75.591
78.341
80.912
83.291
85.440
87.238
88.173
87.542
86.211
84.752
83.248
81.679
80.004
78.185
76.188
73.989
71.570
68.914
66.007
62.827
59.354
55.561
51.419
46.899
41.976
36.637
30.887
24.758
18.315
11.659
4.918
-1.765
-8.247
-14.405
-20.141
-25.390
-30.119
-34.323
-38.015
-41.225
-43.991
-46.362
-48.397
-50.170
-51.774
-53.310
-54.876
-56.548
-58.369
-60.345
-62.455
-64.661
-66.923
-69.205
-71.486
-73.756
-76.015
-78.273
-80.540
-82.826
-85.136
-87.470
-89.581
-87.643
-85.176
-82.630
-79.996
-77.251
-74.365
-71.300
-68.013
-64.453
-60.568
-56.300
-51.591
-46.383
-40.622
-34.267
-27.305
-19.764
-11.735
-3.378
5.090
13.430
21.423
28.909
35.799
42.066
47.728
52.832
57.437
61.604
65.393
68.852
72.022
74.935
77.608
80.048
82.247
84.179
85.784
86.926
87.378
87.096
86.390
85.506
84.517
83.417
82.172
80.751
79.133
77.310
75.286
73.067
70.665
68.088
65.344
62.434
59.356
56.101
52.653
48.986
45.066
40.855
36.312
31.405
26.114
20.443
14.425
8.130
1.659
-4.856
-11.269
-17.436
-23.230
-28.558
-33.368
-37.656
-41.457
-44.844
-47.906
-50.741
-53.432
-56.044
-58.609
-61.136
-63.612
-66.012
-68.307
-70.475
-72.504
-74.396
-76.163
-77.823
-79.389
-80.857
-82.185
-83.272
-83.935
-83.963
-83.269
-81.964
-80.212
-78.128
-75.765
-73.131
-70.211
-66.968
-63.354
-59.310
-54.775
-49.682
-43.970
-37.587
-30.508
-22.753
-14.413
-5.659
3.266
12.083
20.535
28.431
35.663
42.200
48.064
53.309
58.002
62.212
65.999
69.416
72.499
75.275
77.756
79.948
81.845
83.436
84.707
85.644
86.247
86.543
86.585
86.417
86.057
85.493
84.699
83.656
82.360
80.819
79.051
77.077
74.917
72.583
70.085
67.420
64.575
61.529
58.249
54.694
50.815
46.561
41.879
36.721
31.051
24.859
18.172
11.070
3.692
-3.773
-11.111
-18.118
-24.635
-30.560
-35.857
-40.540
-44.661
-48.297
-51.538
-54.473
-57.184
-59.734
-62.166
-64.501
-66.733
-68.840
-70.786
-72.529
-74.031
-75.264
-76.220
-76.909
-77.362
-77.612
-77.693
-77.627
-77.428
-77.093
-76.615
-75.978
-75.157
-74.119
-72.820
-71.207
-69.219
-66.792
-63.862
-60.366
-56.245
-51.441
-45.904
-39.595
-32.505
-24.671
-16.206
-7.308
1.757
10.692
19.230
27.180
34.437
40.975
46.820
52.026
56.660
60.789
64.474
67.769
70.720
73.361
75.721
77.819
79.674
81.302
82.719
83.951
85.020
85.948
86.733
87.310
87.513
87.160
86.278
85.004
83.431
81.607
79.563
77.322
74.905
72.329
69.600
66.710
63.640
60.353
56.802
52.927
48.664
43.949
38.730
32.971
26.664
19.845
12.602
5.077
-2.548
-10.070
-17.304
-24.106
-30.382
-36.092
-41.232
-45.828
-49.920
-53.560
-56.803
-59.709
-62.336
-64.737
-66.952
-69.001
-70.887
-72.582
-74.039
-75.191
-75.972
-76.339
-76.295
-75.891
-75.216
-74.366
-73.425
-72.462
-71.523
-70.637
-69.815
-69.051
-68.322
-67.584
-66.774
-65.809
-64.586
-62.990
-60.903
-58.209
-54.809
-50.623
-45.598
-39.710
-32.972
-25.450
-17.273
-8.644
0.182
8.923
17.325
25.196
32.419
38.947
44.786
49.978
54.580
58.657
62.278
65.503
68.390
70.986
73.332
75.462
77.411
79.207
80.882
82.463
83.976
85.436
86.837
88.063
88.451
87.409
85.767
83.862
81.757
79.476
77.038
74.462
71.767
68.966
66.062
63.043
59.882
56.537
52.949
49.047
44.750
39.980
34.666
28.764
22.272
15.244
7.797
0.110
-7.605
-15.133
-22.294
-28.964
-35.077
-40.618
-45.605
-50.076
-54.082
-57.679
-60.923
-63.864
-66.550
-69.012
-71.266
-73.307
-75.100
-76.574
-77.631
-78.163
-78.106
-77.483
-76.401
-74.999
-73.413
-71.750
-70.095
-68.514
-67.058
-65.768
-64.674
-63.791
-63.121
-62.647
-62.328
-62.095
-61.842
-61.419
-60.634
-59.278
-57.156
-54.129
-50.122
-45.121
-39.155
-32.285
-24.616
-16.304
-7.564
1.342
10.134
18.563
26.436
33.641
40.130
45.910
51.022
55.530
59.503
63.013
66.130
68.915
71.424
73.711
75.822
77.804
79.698
81.538
83.353
85.161
86.961
88.627
88.589
86.743
84.590
82.264
79.780
77.155
74.410
71.571
68.660
65.694
62.673
59.580
56.377
53.008
49.399
45.464
41.107
36.239
30.783
24.695
17.987
10.733
3.083
-4.755
-12.550
-20.084
-27.187
-33.752
-39.731
-45.123
-49.958
-54.287
-58.170
-61.670
-64.852
-67.774
-70.484
-73.012
-75.365
-77.508
-79.349
-80.714
-81.363
-81.124
-80.062
-78.421
-76.446
-74.313
-72.141
-70.014
-67.998
-66.153
-64.538
-63.209
-62.221
-61.615
-61.406
-61.571
-62.036
-62.672
-63.297
-63.696
-63.640
-62.920
-61.373
-58.890
-55.412
-50.921
-45.428
-38.964
-31.598
-23.444
-14.686
-5.577
3.585
12.503
20.932
28.707
35.750
42.052
47.648
52.601
56.983
60.868
64.327
67.424
70.219
72.764
75.109
77.300
79.378
81.378
83.333
85.269
87.203
89.024
88.434
86.322
84.012
81.548
78.938
76.193
73.331
70.368
67.319
64.185
60.955
57.601
54.075
50.318
46.257
41.815
36.915
31.491
25.503
18.948
11.878
4.408
-3.294
-11.023
-18.578
-25.786
-32.527
-38.736
-44.393
-49.513
-54.134
-58.307
-62.090
-65.543
-68.725
-71.691
-74.486
-77.146
-79.677
-82.035
-84.044
-85.233
-84.950
-83.370
-81.174
-78.748
-76.258
-73.791
-71.402
-69.138
-67.044
-65.167
-63.562
-62.286
-61.383
-60.876
-60.739
-60.888
-61.180
-61.432
-61.462
-61.114
-60.279
-58.885
-56.881
-54.216
-50.835
-46.674
-41.676
-35.803
-29.064
-21.525
-13.334
-4.717
4.044
12.655
20.863
28.488
35.438
41.694
47.284
52.269
56.718
60.702
64.288
67.534
70.489
