Time (UTCG),Lat (deg),Lon (deg),Alt (km),Lat Rate (deg/sec),Lon Rate (deg/sec),Alt Rate (km/sec)
54:00.0,86.104,77.854,600.148189,0.001427,-0.915824,0.000073
55:00.0,84.679,33.255,600.062361,-0.042181,-0.493629,-0.00293
56:00.0,81.691,13.816,599.797612,-0.054699,-0.205729,-0.005883
57:00.0,78.278,4.935,599.358393,-0.05842,-0.106193,-0.008737
58:00.0,74.722,-0.037,598.752085,-0.059913,-0.064844,-0.011445
59:00.0,71.103,-3.249,597.988888,-0.060656,-0.044353,-0.013959
00:00.0,67.45,-5.535,597.081651,-0.061086,-0.032846,-0.016239
01:00.0,63.776,-7.278,596.045662,-0.061366,-0.025783,-0.018245
02:00.0,60.087,-8.677,594.898403,-0.061566,-0.021153,-0.019943
03:00.0,56.389,-9.845,593.659257,-0.061719,-0.017964,-0.021304
04:00.0,52.682,-10.851,592.349192,-0.061844,-0.015681,-0.022303
05:00.0,48.968,-11.739,590.99041,-0.06195,-0.013995,-0.022925
06:00.0,45.248,-12.539,589.605979,-0.062044,-0.01272,-0.023157
07:00.0,41.523,-13.271,588.21944,-0.062127,-0.011738,-0.022995
08:00.0,37.793,-13.951,586.854412,-0.062202,-0.010969,-0.022441
09:00.0,34.059,-14.591,585.534188,-0.06227,-0.010362,-0.021504
10:00.0,30.32,-15.197,584.281333,-0.062332,-0.009878,-0.020198
11:00.0,26.579,-15.778,583.117295,-0.062387,-0.009492,-0.018547
12:00.0,22.834,-16.338,582.062034,-0.062436,-0.009185,-0.016578
13:00.0,19.087,-16.881,581.133667,-0.062478,-0.008942,-0.014323
14:00.0,15.337,-17.412,580.348154,-0.062512,-0.008755,-0.011823
15:00.0,11.585,-17.933,579.719014,-0.06254,-0.008615,-0.009118
16:00.0,7.832,-18.447,579.257082,-0.06256,-0.008518,-0.006257
17:00.0,4.078,-18.956,578.970322,-0.062572,-0.00846,-0.003288
18:00.0,0.324,-19.463,578.863677,-0.062577,-0.008439,-0.000262
19:00.0,-3.431,-19.969,578.938989,-0.062574,-0.008454,0.002769
20:00.0,-7.185,-20.478,579.194957,-0.062563,-0.008505,0.005751
21:00.0,-10.938,-20.991,579.627167,-0.062544,-0.008596,0.008635
22:00.0,-14.69,-21.51,580.228169,-0.062518,-0.008728,0.01137
23:00.0,-18.44,-22.039,580.987609,-0.062484,-0.008906,0.013909
24:00.0,-22.188,-22.58,581.892416,-0.062443,-0.009139,0.016208
25:00.0,-25.933,-23.137,582.927032,-0.062396,-0.009434,0.018229
26:00.0,-29.675,-23.714,584.073689,-0.062342,-0.009805,0.019938
27:00.0,-33.414,-24.315,585.312722,-0.062281,-0.01027,0.021304
28:00.0,-37.149,-24.948,586.622912,-0.062214,-0.010854,0.022306
29:00.0,-40.88,-25.621,587.981861,-0.06214,-0.011592,0.022927
30:00.0,-44.606,-26.344,589.366372,-0.062059,-0.012533,0.023157
31:00.0,-48.327,-27.13,590.752854,-0.061967,-0.01375,0.022993
32:00.0,-52.042,-28.001,592.117723,-0.061864,-0.015354,0.022438
33:00.0,-55.75,-28.984,593.437802,-0.061743,-0.017516,0.021502
34:00.0,-59.45,-30.12,594.690712,-0.061595,-0.02052,0.020202
35:00.0,-63.14,-31.473,595.855248,-0.061405,-0.024847,0.018561
36:00.0,-66.817,-33.145,596.911728,-0.061143,-0.031387,0.016606
37:00.0,-70.475,-35.317,597.842323,-0.060746,-0.041906,0.014371
38:00.0,-74.102,-38.328,598.631346,-0.060076,-0.060314,0.011893
39:00.0,-77.672,-42.901,599.265512,-0.058769,-0.096548,0.009216
40:00.0,-81.119,-50.833,599.734152,-0.055652,-0.180825,0.006384
41:00.0,-84.224,-67.554,600.029387,-0.045722,-0.419702,0.003444
42:00.0,-86.066,-107.44,600.146256,-0.008669,-0.898452,0.000446
43:00.0,-84.982,-154.911,600.082795,0.039037,-0.554285,-0.002559
44:00.0,-82.095,-176.639,599.840071,0.053884,-0.226722,-0.005521
45:00.0,-78.712,173.691,599.422163,0.058133,-0.114072,-0.00839
46:00.0,-75.168,168.395,598.836094,0.059783,-0.068454,-0.011118
47:00.0,-71.554,165.024,598.091722,0.060585,-0.046268,-0.013659
48:00.0,-67.904,162.649,597.201578,0.061043,-0.033974,-0.01597
49:00.0,-64.232,160.852,596.18066,0.061337,-0.026499,-0.018012
50:00.0,-60.546,159.418,595.046193,0.061544,-0.021635,-0.01975
51:00.0,-56.848,158.226,593.817341,0.061702,-0.018303,-0.021154
52:00.0,-53.142,157.203,592.514892,0.06183,-0.015927,-0.0222
53:00.0,-49.429,156.302,591.160917,0.061938,-0.014179,-0.022869
54:00.0,-45.71,155.493,589.778395,0.062033,-0.012861,-0.02315
55:00.0,-41.985,154.753,588.390832,0.062117,-0.011847,-0.023037
56:00.0,-38.256,154.067,587.021858,0.062193,-0.011055,-0.022531
57:00.0,-34.522,153.423,585.694828,0.062262,-0.01043,-0.02164
58:00.0,-30.785,152.813,584.43242,0.062325,-0.009932,-0.02038
59:00.0,-27.043,152.229,583.256241,0.062381,-0.009535,-0.01877
00:00.0,-23.299,151.667,582.186454,0.06243,-0.009219,-0.016838
01:00.0,-19.552,151.121,581.241424,0.062473,-0.008969,-0.014617
02:00.0,-15.802,150.589,580.437395,0.062509,-0.008776,-0.012145
03:00.0,-12.051,150.067,579.788201,0.062537,-0.00863,-0.009464
04:00.0,-8.298,149.553,579.305025,0.062558,-0.008528,-0.006619
05:00.0,-4.544,149.043,578.996193,0.062571,-0.008465,-0.00366
06:00.0,-0.79,148.536,578.867031,0.062577,-0.008439,-0.000639
07:00.0,2.965,148.03,578.919766,0.062575,-0.00845,0.002394
08:00.0,6.719,147.521,579.15349,0.062565,-0.008497,0.005386
09:00.0,10.472,147.009,579.564171,0.062547,-0.008582,0.008284
10:00.0,14.225,146.491,580.14473,0.062521,-0.008709,0.01104
11:00.0,17.975,145.963,580.885164,0.062489,-0.008882,0.013606
12:00.0,21.723,145.424,581.772727,0.062449,-0.009107,0.015937
13:00.0,25.469,144.869,582.792156,0.062402,-0.009393,0.017995
14:00.0,29.211,144.295,583.925941,0.062349,-0.009754,0.019744
15:00.0,32.95,143.697,585.154634,0.062289,-0.010207,0.021154
16:00.0,36.686,143.068,586.45719,0.062223,-0.010774,0.022202
17:00.0,40.417,142.401,587.811336,0.06215,-0.01149,0.022871
18:00.0,44.144,141.685,589.193952,0.062069,-0.012403,0.02315
19:00.0,47.865,140.907,590.581475,0.061979,-0.013581,0.023035
20:00.0,51.581,140.048,591.950298,0.061877,-0.015129,0.022528
21:00.0,55.29,139.081,593.277172,0.061759,-0.01721,0.021639
22:00.0,58.991,137.967,594.539599,0.061615,-0.020088,0.020383
23:00.0,62.683,136.646,595.716207,0.061432,-0.024214,0.018782
24:00.0,66.362,135.021,596.787107,0.061181,-0.030408,0.016864
25:00.0,70.022,132.925,597.734225,0.060806,-0.040284,0.014662
26:00.0,73.654,130.046,598.541591,0.060182,-0.057362,0.012213
27:00.0,77.233,125.731,599.195612,0.058991,-0.090412,0.009558
28:00.0,80.703,118.391,599.685281,0.056231,-0.165477,0.006742
29:00.0,83.875,103.334,600.002367,0.047783,-0.373939,0.003813
30:00.0,85.976,67.051,600.141541,0.015566,-0.858733,0.00082
31:00.0,85.259,17.396,600.100465,-0.035297,-0.620309,-0.002187
32:00.0,82.493,-6.928,599.879829,-0.052935,-0.250773,-0.005157
33:00.0,79.144,-17.491,599.483339,-0.057811,-0.122866,-0.008041
34:00.0,75.613,-23.145,598.917661,-0.059641,-0.072395,-0.010789
35:00.0,72.005,-26.688,598.192308,-0.06051,-0.048327,-0.013356
36:00.0,68.359,-29.157,597.319488,-0.060997,-0.035173,-0.015697
37:00.0,64.689,-31.011,596.313908,-0.061306,-0.027255,-0.017775
38:00.0,61.004,-32.483,595.192528,-0.061522,-0.02214,-0.019552
39:00.0,57.308,-33.701,593.974289,-0.061685,-0.018656,-0.020999
40:00.0,53.602,-34.742,592.679798,-0.061815,-0.016182,-0.02209
41:00.0,49.89,-35.656,591.330984,-0.061926,-0.014369,-0.022807
42:00.0,46.172,-36.475,589.950734,-0.062021,-0.013006,-0.023136
43:00.0,42.448,-37.223,588.562511,-0.062107,-0.011959,-0.023072
44:00.0,38.719,-37.915,587.189951,-0.062184,-0.011143,-0.022615
45:00.0,34.986,-38.563,585.856466,-0.062254,-0.0105,-0.021771
46:00.0,31.249,-39.177,584.584837,-0.062317,-0.009988,-0.020556
47:00.0,27.508,-39.764,583.396828,-0.062374,-0.00958,-0.018988
48:00.0,23.764,-40.329,582.312799,-0.062424,-0.009254,-0.017095
49:00.0,20.017,-40.876,581.351356,-0.062468,-0.008997,-0.014908
50:00.0,16.268,-41.409,580.529024,-0.062504,-0.008797,-0.012464
51:00.0,12.517,-41.932,579.85995,-0.062534,-0.008646,-0.009806
52:00.0,8.764,-42.448,579.355657,-0.062556,-0.008539,-0.006979
53:00.0,5.01,-42.958,579.024835,-0.06257,-0.008471,-0.004032
54:00.0,1.256,-43.465,578.87319,-0.062577,-0.008441,-0.001015
55:00.0,-2.499,-43.971,578.903335,-0.062575,-0.008447,0.002019
56:00.0,-6.253,-44.479,579.114753,-0.062566,-0.008489,0.005018
57:00.0,-10.007,-44.991,579.503796,-0.062549,-0.00857,0.007931
58:00.0,-13.759,-45.508,580.063757,-0.062525,-0.008691,0.010707
59:00.0,-17.51,-46.035,580.784987,-0.062493,-0.008857,0.013299
00:00.0,-21.258,-46.572,581.655071,-0.062454,-0.009076,0.015662
01:00.0,-25.004,-47.125,582.659042,-0.062408,-0.009354,0.017756
02:00.0,-28.747,-47.696,583.779655,-0.062356,-0.009705,0.019545
03:00.0,-32.486,-48.291,584.997684,-0.062297,-0.010145,0.020998
04:00.0,-36.222,-48.916,586.292263,-0.062232,-0.010697,0.022093
05:00.0,-39.954,-49.578,587.641248,-0.062159,-0.011392,0.022809
06:00.0,-43.681,-50.287,589.021607,-0.06208,-0.012277,0.023137
07:00.0,-47.404,-51.056,590.409807,-0.061991,-0.013417,0.023071
08:00.0,-51.12,-51.904,591.782225,-0.061891,-0.014912,0.022612
09:00.0,-54.83,-52.856,593.115547,-0.061775,-0.016915,0.021769
10:00.0,-58.533,-53.949,594.387161,-0.061635,-0.019674,0.020558
11:00.0,-62.226,-55.24,595.575534,-0.061458,-0.023611,0.018999
12:00.0,-65.906,-56.82,596.660576,-0.061217,-0.029483,0.017118
13:00.0,-69.569,-58.845,597.62397,-0.060862,-0.038768,0.014949
14:00.0,-73.205,-61.601,598.44947,-0.060281,-0.054639,0.012529
15:00.0,-76.793,-65.681,599.123175,-0.059192,-0.084859,0.009897
16:00.0,-80.282,-72.492,599.633747,-0.056737,-0.15194,0.007098
17:00.0,-83.513,-86.098,599.972603,-0.049514,-0.333933,0.004181
18:00.0,-85.836,-118.82,600.134046,-0.021898,-0.802375,0.001193
19:00.0,-85.506,-169.792,600.115365,0.030884,-0.689688,-0.001815
20:00.0,-82.883,162.976,599.916873,0.051824,-0.278385,-0.004792
21:00.0,-79.573,151.396,599.541906,0.057449,-0.132714,-0.007689
22:00.0,-76.056,145.346,598.996766,0.059485,-0.076708,-0.010457
23:00.0,-72.456,141.616,598.29062,0.06043,-0.050544,-0.013048
24:00.0,-68.813,139.046,597.435352,0.060949,-0.03645,-0.01542
25:00.0,-65.146,137.13,596.445369,0.061274,-0.028052,-0.017533
26:00.0,-61.462,135.62,595.33737,0.061498,-0.022669,-0.019349
27:00.0,-57.767,134.376,594.130063,0.061666,-0.019024,-0.020838
28:00.0,-54.063,133.316,592.843867,0.0618,-0.016448,-0.021975
29:00.0,-50.351,132.388,591.500567,0.061913,-0.014567,-0.022739
30:00.0,-46.633,131.559,590.122952,0.06201,-0.013156,-0.023117
31:00.0,-42.91,130.803,588.734433,0.062097,-0.012075,-0.023102
32:00.0,-39.182,130.105,587.358648,0.062175,-0.011234,-0.022693
33:00.0,-35.449,129.451,586.019058,0.062246,-0.010572,-0.021897
34:00.0,-31.713,128.833,584.738546,0.06231,-0.010045,-0.020726
35:00.0,-27.972,128.244,583.539019,0.062367,-0.009626,-0.019201
36:00.0,-24.229,127.677,582.441035,0.062418,-0.009291,-0.017346
37:00.0,-20.482,127.127,581.463435,0.062463,-0.009026,-0.015194
38:00.0,-16.733,126.592,580.623018,0.0625,-0.008819,-0.01278
39:00.0,-12.982,126.068,579.934241,0.062531,-0.008662,-0.010146
40:00.0,-9.23,125.552,579.408965,0.062554,-0.00855,-0.007338
41:00.0,-5.476,125.041,579.056242,0.062569,-0.008477,-0.004403
42:00.0,-1.722,124.534,578.882153,0.062576,-0.008442,-0.001392
43:00.0,2.033,124.028,578.889701,0.062576,-0.008444,0.001643
44:00.0,5.787,123.52,579.078755,0.062568,-0.008482,0.00465
45:00.0,9.541,123.009,579.446056,0.062552,-0.008558,0.007576
46:00.0,13.293,122.492,579.98527,0.062528,-0.008674,0.010372
47:00.0,17.044,121.967,580.687106,0.062497,-0.008834,0.012989
48:00.0,20.793,121.431,581.539479,0.062459,-0.009045,0.015383
49:00.0,24.539,120.881,582.527727,0.062414,-0.009316,0.017512
50:00.0,28.283,120.312,583.634872,0.062363,-0.009657,0.01934
51:00.0,32.023,119.72,584.841914,0.062305,-0.010085,0.020837
52:00.0,35.759,119.099,586.128173,0.06224,-0.010621,0.021977
53:00.0,39.491,118.443,587.471644,0.062169,-0.011297,0.022741
54:00.0,43.219,117.74,588.849381,0.06209,-0.012155,0.023118
55:00.0,46.942,116.979,590.237894,0.062003,-0.013259,0.0231
56:00.0,50.659,116.142,591.613548,0.061904,-0.014702,0.02269
57:00.0,54.37,115.205,592.952969,0.06179,-0.016631,0.021894
58:00.0,58.074,114.132,594.233437,0.061654,-0.019279,0.020728
59:00.0,61.768,112.87,595.433266,0.061482,-0.023037,0.01921
00:00.0,65.45,111.332,596.532168,0.061252,-0.02861,0.017368
01:00.0,69.116,109.374,597.511587,0.060915,-0.037348,0.015233
02:00.0,72.756,106.732,598.355007,0.060372,-0.052121,0.012841
03:00.0,76.352,102.868,599.048222,0.059373,-0.079819,0.010233
04:00.0,79.858,96.53,599.579565,0.057182,-0.139959,0.007453
05:00.0,83.139,84.192,599.940101,0.050975,-0.299093,0.004548
06:00.0,85.651,54.849,600.123772,0.027533,-0.736201,0.001566
07:00.0,85.717,3.539,600.127491,-0.025743,-0.758851,-0.001442
08:00.0,83.264,-26.899,599.951196,-0.050517,-0.310128,-0.004426
09:00.0,79.999,-39.639,599.597849,-0.05704,-0.143779,-0.007336
10:00.0,76.499,-46.129,599.073388,-0.059315,-0.081439,-0.010122
11:00.0,72.905,-50.063,598.386632,-0.060343,-0.052936,-0.012738
12:00.0,69.267,-52.742,597.549138,-0.060898,-0.03781,-0.015139
13:00.0,65.602,-54.721,596.575012,-0.06124,-0.028894,-0.017286
14:00.0,61.92,-56.273,595.48068,-0.061474,-0.023225,-0.019141
15:00.0,58.226,-57.545,594.284621,-0.061648,-0.019408,-0.020672
16:00.0,54.523,-58.625,593.007057,-0.061785,-0.016724,-0.021853
17:00.0,50.812,-59.566,591.669622,-0.0619,-0.014771,-0.022665
18:00.0,47.095,-60.407,590.295002,-0.061999,-0.013311,-0.023091
19:00.0,43.373,-61.171,588.906553,-0.062087,-0.012195,-0.023125
20:00.0,39.645,-61.875,587.527905,-0.062166,-0.011328,-0.022765
21:00.0,35.913,-62.534,586.182563,-0.062237,-0.010646,-0.022016
22:00.0,32.177,-63.156,584.893504,-0.062302,-0.010105,-0.020891
23:00.0,28.437,-63.748,583.682778,-0.062361,-0.009673,-0.019409
24:00.0,24.693,-64.318,582.571129,-0.062412,-0.009328,-0.017593
25:00.0,20.947,-64.869,581.577631,-0.062458,-0.009055,-0.015476
26:00.0,17.199,-65.406,580.719351,-0.062496,-0.008842,-0.013092
27:00.0,13.448,-65.931,580.011055,-0.062527,-0.008679,-0.010484
28:00.0,9.696,-66.448,579.464935,-0.062551,-0.008561,-0.007694
29:00.0,5.942,-66.959,579.090404,-0.062567,-0.008484,-0.004772
30:00.0,2.188,-67.467,578.893918,-0.062576,-0.008445,-0.001768
31:00.0,-1.567,-67.974,578.878866,-0.062576,-0.008442,0.001267
32:00.0,-5.321,-68.481,579.045507,-0.062569,-0.008475,0.00428
33:00.0,-9.075,-68.991,579.390968,-0.062554,-0.008546,0.007219
34:00.0,-12.828,-69.507,579.909292,-0.062532,-0.008657,0.010034
35:00.0,-16.579,-70.031,580.591546,-0.062502,-0.008812,0.012675
36:00.0,-20.328,-70.566,581.425982,-0.062464,-0.009016,0.015099
37:00.0,-24.074,-71.114,582.398245,-0.06242,-0.009279,0.017263
38:00.0,-27.818,-71.68,583.491628,-0.06237,-0.00961,0.019131
39:00.0,-31.559,-72.269,584.687365,-0.062312,-0.010026,0.02067
40:00.0,-35.295,-72.886,585.964964,-0.062248,-0.010548,0.021856
41:00.0,-39.028,-73.537,587.302566,-0.062178,-0.011204,0.022667
42:00.0,-42.757,-74.234,588.67732,-0.0621,-0.012036,0.023092
43:00.0,-46.48,-74.987,590.065781,-0.062014,-0.013106,0.023124
44:00.0,-50.198,-75.813,591.444311,-0.061917,-0.0145,0.022762
45:00.0,-53.91,-76.736,592.789481,-0.061805,-0.016359,0.022014
46:00.0,-57.614,-77.789,594.078469,-0.061672,-0.0189,0.020892
47:00.0,-61.31,-79.025,595.28944,-0.061506,-0.022491,0.019417
48:00.0,-64.994,-80.522,596.401915,-0.061285,-0.027783,0.017613
49:00.0,-68.662,-82.417,597.397105,-0.060966,-0.036017,0.015513
50:00.0,-72.306,-84.953,598.258226,-0.060457,-0.04979,0.013151
51:00.0,-75.909,-88.619,598.970771,-0.059539,-0.075232,0.010567
52:00.0,-79.431,-94.532,599.522747,-0.057574,-0.129319,0.007806
53:00.0,-82.754,-105.761,599.904872,-0.052212,-0.268789,0.004914
54:00.0,-85.428,-131.992,600.110722,-0.032428,-0.66646,0.001939
55:00.0,-85.887,177.369,600.136841,0.019868,-0.822509,-0.001069
56:00.0,-83.635,143.479,599.982788,0.048972,-0.346615,-0.004059
57:00.0,-80.422,129.413,599.651152,0.056576,-0.156252,-0.00698
58:00.0,-76.94,122.432,599.147507,0.059127,-0.086643,-0.009784
59:00.0,-73.354,118.277,598.480319,0.060249,-0.05552,-0.012424
00:00.0,-69.72,115.481,597.660817,0.060844,-0.039261,-0.014854
01:00.0,-66.058,113.433,596.702801,0.061205,-0.029785,-0.017035
02:00.0,-62.378,111.838,595.622423,0.061449,-0.023808,-0.018927
03:00.0,-58.685,110.537,594.437923,0.061629,-0.01981,-0.0205
04:00.0,-54.983,109.437,593.169324,0.06177,-0.017011,-0.021727
05:00.0,-51.273,108.48,591.838104,0.061886,-0.014983,-0.022585
06:00.0,-47.557,107.629,590.46684,0.061987,-0.013471,-0.023059
07:00.0,-43.835,106.857,589.078825,0.062076,-0.012318,-0.023142
08:00.0,-40.108,106.146,587.697677,0.062156,-0.011425,-0.022831
09:00.0,-36.376,105.482,586.346938,0.062229,-0.010722,-0.02213
10:00.0,-32.641,104.856,585.049673,0.062294,-0.010165,-0.021051
11:00.0,-28.901,104.26,583.828067,0.062354,-0.009721,-0.019611
12:00.0,-25.158,103.688,582.703047,0.062406,-0.009367,-0.017836
13:00.0,-21.412,103.134,581.693913,0.062452,-0.009086,-0.015754
14:00.0,-17.664,102.596,580.817999,0.062492,-0.008865,-0.013401
15:00.0,-13.914,102.069,580.090371,0.062524,-0.008697,-0.010818
16:00.0,-10.161,101.552,579.523553,0.062549,-0.008574,-0.008049
17:00.0,-6.408,101.04,579.127313,0.062566,-0.008492,-0.00514
18:00.0,-2.654,100.532,578.908482,0.062575,-0.008448,-0.002143
19:00.0,1.101,100.025,578.870833,0.062577,-0.00844,0.00089
20:00.0,4.855,99.518,579.015017,0.062571,-0.008469,0.003909
21:00.0,8.609,99.008,579.338546,0.062557,-0.008535,0.00686
22:00.0,12.362,98.493,579.835841,0.062535,-0.008641,0.009693
23:00.0,16.113,97.971,580.498333,0.062506,-0.00879,0.012359
24:00.0,19.863,97.437,581.314611,0.062469,-0.008988,0.014812
25:00.0,23.61,96.891,582.27063,0.062426,-0.009243,0.01701
26:00.0,27.354,96.327,583.349961,0.062376,-0.009565,0.018916
27:00.0,31.095,95.741,584.534077,0.06232,-0.009969,0.020498
28:00.0,34.832,95.129,585.80268,0.062257,-0.010476,0.021728
29:00.0,38.565,94.482,587.13406,0.062187,-0.011114,0.022588
30:00.0,42.294,93.792,588.505469,0.06211,-0.011922,0.023061
31:00.0,46.018,93.046,589.893513,0.062025,-0.012957,0.023141
32:00.0,49.737,92.23,591.274557,0.06193,-0.014306,0.022828
33:00.0,53.45,91.321,592.625124,0.06182,-0.016097,0.022127
34:00.0,57.155,90.286,593.922295,0.06169,-0.018537,0.021051
35:00.0,60.852,89.077,595.144094,0.061529,-0.02197,0.019618
36:00.0,64.537,87.618,596.269852,0.061317,-0.027,0.017854
37:00.0,68.208,85.783,597.280555,0.061013,-0.034767,0.015789
38:00.0,71.856,83.346,598.159153,0.060536,-0.047628,0.013457
39:00.0,75.465,79.862,598.890843,0.059689,-0.071048,0.010899
40:00.0,79.001,74.331,599.463308,0.057922,-0.119838,0.008157
41:00.0,82.361,64.076,599.866922,0.053266,-0.242419,0.005278
42:00.0,85.17,40.649,600.0949,0.03661,-0.59788,0.002311
43:00.0,86.011,-8.368,600.143411,-0.013329,-0.874077,-0.000696
44:00.0,83.993,-45.851,600.011641,-0.047138,-0.388472,-0.00369
45:00.0,80.842,-61.436,599.701803,-0.056047,-0.170361,-0.006623
46:00.0,77.379,-68.965,599.219103,-0.05892,-0.092383,-0.009444
47:00.0,73.803,-73.363,598.571658,-0.060148,-0.058317,-0.012107
48:00.0,70.173,-76.285,597.77036,-0.060786,-0.040812,-0.014566
49:00.0,66.513,-78.406,596.828703,-0.061168,-0.030727,-0.016779
50:00.0,62.835,-80.046,595.762561,-0.061423,-0.024421,-0.018709
51:00.0,59.144,-81.378,594.589929,-0.061609,-0.020229,-0.020323
52:00.0,55.443,-82.499,593.330626,-0.061754,-0.01731,-0.021594
53:00.0,51.734,-83.471,592.005971,-0.061873,-0.015203,-0.022499
54:00.0,48.018,-84.334,590.638421,-0.061975,-0.013636,-0.023022
55:00.0,44.297,-85.115,589.251204,-0.062066,-0.012446,-0.023153
56:00.0,40.571,-85.833,587.867919,-0.062147,-0.011524,-0.022891
57:00.0,36.84,-86.502,586.512139,-0.06222,-0.010801,-0.022238
58:00.0,33.104,-87.132,585.207009,-0.062287,-0.010228,-0.021205
59:00.0,29.365,-87.732,583.974847,-0.062347,-0.009771,-0.019809
00:00.0,25.623,-88.306,582.836754,-0.0624,-0.009407,-0.018073
01:00.0,21.877,-88.862,581.812251,-0.062447,-0.009117,-0.016028
02:00.0,18.129,-89.402,580.918936,-0.062487,-0.00889,-0.013707
03:00.0,14.379,-89.93,580.172168,-0.06252,-0.008715,-0.01115
04:00.0,10.627,-90.449,579.584803,-0.062546,-0.008587,-0.008401
05:00.0,6.874,-90.961,579.166959,-0.062564,-0.0085,-0.005507
06:00.0,3.12,-91.469,578.925841,-0.062574,-0.008451,-0.002519
07:00.0,-0.635,-91.976,578.865606,-0.062577,-0.008439,0.000514
08:00.0,-4.389,-92.483,578.987293,-0.062572,-0.008463,0.003537
09:00.0,-8.143,-92.992,579.288804,-0.062559,-0.008525,0.006499
10:00.0,-11.896,-93.506,579.764938,-0.062538,-0.008625,0.009349
11:00.0,-15.648,-94.028,580.407491,-0.06251,-0.008769,0.012038
12:00.0,-19.397,-94.56,581.205394,-0.062474,-0.00896,0.01452
13:00.0,-23.145,-95.104,582.144917,-0.062432,-0.009208,0.016752
14:00.0,-26.889,-95.666,583.20991,-0.062383,-0.009521,0.018697
15:00.0,-30.63,-96.249,584.382091,-0.062327,-0.009914,0.02032
16:00.0,-34.368,-96.858,585.641363,-0.062265,-0.010407,0.021596
17:00.0,-38.102,-97.5,586.96617,-0.062196,-0.011027,0.022502
18:00.0,-41.832,-98.184,588.333873,-0.06212,-0.011811,0.023023
19:00.0,-45.556,-98.922,589.721136,-0.062036,-0.012814,0.023153
20:00.0,-49.276,-99.728,591.104332,-0.061942,-0.014117,0.022888
21:00.0,-52.989,-100.624,592.459943,-0.061835,-0.015844,0.022235
22:00.0,-56.696,-101.641,593.764958,-0.061708,-0.018189,0.021204
23:00.0,-60.393,-102.825,594.997265,-0.061552,-0.021473,0.019815
24:00.0,-64.081,-104.248,596.136013,-0.061347,-0.026258,0.01809
25:00.0,-67.753,-106.027,597.161965,-0.061058,-0.033593,0.01606
26:00.0,-71.405,-108.371,598.057812,-0.060609,-0.045618,0.013759
27:00.0,-75.02,-111.688,598.808457,-0.059827,-0.067221,0.011227
28:00.0,-78.568,-116.873,599.401265,-0.058231,-0.111362,0.008506
29:00.0,-81.961,-126.27,599.826264,-0.054168,-0.219436,0.005641
30:00.0,-84.884,-147.205,600.07631,-0.040142,-0.533481,0.002682
31:00.0,-86.085,166.212,600.147201,0.006288,-0.906888,-0.000322
32:00.0,-84.336,125.152,600.037747,0.044952,-0.43626,-0.003321
33:00.0,-81.257,107.827,599.749787,0.05544,-0.186376,-0.006264
34:00.0,-77.817,99.682,599.28816,0.05869,-0.09873,-0.009102
35:00.0,-74.25,95.019,598.660625,0.060038,-0.061351,-0.011787
36:00.0,-70.625,91.961,597.87774,0.060725,-0.042471,-0.014273
37:00.0,-66.969,89.763,596.952687,0.061129,-0.031726,-0.016519
38:00.0,-63.292,88.074,595.901057,0.061396,-0.025065,-0.018486
39:00.0,-59.603,86.71,594.740599,0.061588,-0.020668,-0.020141
40:00.0,-55.903,85.567,593.490922,0.061737,-0.017622,-0.021456
41:00.0,-52.195,84.579,592.173177,0.061859,-0.015431,-0.022407
42:00.0,-48.48,83.704,590.809701,0.061963,-0.013808,-0.022978
43:00.0,-44.759,82.914,589.423646,0.062055,-0.012577,-0.023158
44:00.0,-41.033,82.189,588.038587,0.062137,-0.011626,-0.022945
45:00.0,-37.303,81.515,586.678122,0.062211,-0.010882,-0.02234
46:00.0,-33.568,80.88,585.365473,0.062279,-0.010292,-0.021353
47:00.0,-29.83,80.277,584.123079,0.06234,-0.009822,-0.020001
48:00.0,-26.088,79.7,582.972214,0.062394,-0.009448,-0.018306
49:00.0,-22.342,79.142,581.932615,0.062442,-0.00915,-0.016297
50:00.0,-18.595,78.601,581.022133,0.062483,-0.008915,-0.014008
51:00.0,-14.845,78.071,580.256425,0.062516,-0.008734,-0.011479
52:00.0,-11.093,77.552,579.648668,0.062543,-0.0086,-0.008751
53:00.0,-7.34,77.038,579.209332,0.062562,-0.008509,-0.005873
54:00.0,-3.586,76.53,578.94599,0.062574,-0.008455,-0.002893
55:00.0,0.169,76.023,578.863184,0.062577,-0.008439,0.000137
56:00.0,3.923,75.516,578.962343,0.062573,-0.008458,0.003164
57:00.0,7.678,75.007,579.241755,0.062561,-0.008515,0.006136
58:00.0,11.431,74.494,579.696602,0.062541,-0.008611,0.009003
59:00.0,15.182,73.973,580.319045,0.062514,-0.008749,0.011715
00:00.0,18.932,73.443,581.09836,0.062479,-0.008934,0.014225
01:00.0,22.68,72.9,582.021137,0.062438,-0.009174,0.01649
02:00.0,26.424,72.341,583.071511,0.062389,-0.009478,0.018472
03:00.0,30.166,71.761,584.231447,0.062334,-0.00986,0.020137
04:00.0,33.904,71.156,585.481055,0.062273,-0.01034,0.021457
05:00.0,37.639,70.518,586.798941,0.062205,-0.010942,0.02241
06:00.0,41.369,69.839,588.162578,0.06213,-0.011703,0.02298
07:00.0,45.094,69.109,589.548695,0.062047,-0.012675,0.023158
08:00.0,48.814,68.313,590.93368,0.061955,-0.013936,0.022942
09:00.0,52.529,67.429,592.293979,0.061849,-0.015601,0.022337
