Time (UTCG),Lat (deg),Lon (deg),Alt (km),Lat Rate (deg/sec),Lon Rate (deg/sec),Alt Rate (km/sec)
44:00.0,-54.562,5.134,593.020973,0.061784,-0.016749,-0.021843
45:00.0,-50.852,4.191,591.684057,0.061899,-0.014789,-0.022658
46:00.0,-47.135,3.35,590.30971,0.061998,-0.013324,-0.023089
47:00.0,-43.412,2.585,588.921284,0.062086,-0.012205,-0.023127
48:00.0,-39.685,1.88,587.542409,0.062165,-0.011336,-0.022771
49:00.0,-35.952,1.221,586.196592,0.062237,-0.010652,-0.022026
50:00.0,-32.216,0.599,584.906818,0.062301,-0.01011,-0.020905
51:00.0,-28.476,0.006,583.695149,0.06236,-0.009677,-0.019426
52:00.0,-24.733,-0.564,582.582344,0.062412,-0.009332,-0.017614
53:00.0,-20.987,-1.115,581.587498,0.062457,-0.009058,-0.0155
54:00.0,-17.239,-1.652,580.727701,0.062496,-0.008844,-0.013119
55:00.0,-13.488,-2.177,580.017743,0.062527,-0.008681,-0.010512
56:00.0,-9.735,-2.695,579.469847,0.062551,-0.008563,-0.007725
57:00.0,-5.982,-3.206,579.093455,0.062567,-0.008485,-0.004804
58:00.0,-2.228,-3.714,578.895055,0.062576,-0.008445,-0.0018
59:00.0,1.527,-4.22,578.878069,0.062576,-0.008442,0.001235
00:00.0,5.281,-4.727,579.04279,0.062569,-0.008475,0.004248
01:00.0,9.035,-5.238,579.386378,0.062554,-0.008545,0.007188
02:00.0,12.788,-5.753,579.902907,0.062532,-0.008655,0.010005
03:00.0,16.539,-6.277,580.583477,0.062502,-0.00881,0.012648
04:00.0,20.288,-6.812,581.416368,0.062465,-0.009014,0.015075
05:00.0,24.035,-7.36,582.387251,0.062421,-0.009276,0.017242
06:00.0,27.778,-7.926,583.479442,0.06237,-0.009606,0.019113
07:00.0,31.519,-8.514,584.674197,0.062313,-0.010021,0.020656
08:00.0,35.256,-9.131,585.95104,0.062249,-0.010542,0.021845
09:00.0,38.989,-9.782,587.288123,0.062179,-0.011196,0.022661
10:00.0,42.717,-10.478,588.662604,0.062101,-0.012027,0.02309
11:00.0,46.441,-11.23,590.051043,0.062015,-0.013093,0.023126
12:00.0,50.159,-12.055,591.429802,0.061918,-0.014484,0.022768
13:00.0,53.87,-12.977,592.775448,0.061807,-0.016336,0.022023
14:00.0,57.575,-14.029,594.065149,0.061674,-0.018868,0.020906
15:00.0,61.271,-15.262,595.277059,0.061508,-0.022445,0.019434
16:00.0,64.955,-16.756,596.390682,0.061288,-0.027714,0.017634
17:00.0,68.623,-18.646,597.38721,0.06097,-0.035907,0.015537
18:00.0,72.268,-21.173,598.249835,0.060464,-0.049599,0.013177
19:00.0,75.871,-24.823,598.964025,0.059552,-0.074859,0.010596
20:00.0,79.394,-30.702,599.51776,0.057605,-0.128465,0.007836
21:00.0,82.721,-41.842,599.901728,0.052309,-0.266387,0.004945
22:00.0,85.407,-67.821,600.109475,0.032813,-0.660488,0.00197
23:00.0,85.9,-118.357,600.13751,-0.019333,-0.827488,-0.001037
24:00.0,83.666,-152.55,599.985363,-0.048827,-0.349979,-0.004027
25:00.0,80.458,-166.739,599.65559,-0.056534,-0.157393,-0.00695
26:00.0,76.977,-173.764,599.153732,-0.05911,-0.087113,-0.009755
27:00.0,73.393,-177.939,598.488228,-0.060241,-0.055751,-0.012397
28:00.0,69.759,179.255,597.670275,-0.060839,-0.03939,-0.01483
29:00.0,66.097,177.2,596.71365,-0.061202,-0.029864,-0.017013
30:00.0,62.417,175.602,595.63448,-0.061447,-0.023859,-0.018909
31:00.0,58.724,174.298,594.450984,-0.061627,-0.019845,-0.020485
32:00.0,55.022,173.196,593.183168,-0.061768,-0.017037,-0.021715
33:00.0,51.313,172.238,591.852497,-0.061885,-0.015002,-0.022577
34:00.0,47.596,171.386,590.481537,-0.061986,-0.013485,-0.023056
35:00.0,43.874,170.613,589.093576,-0.062075,-0.012329,-0.023143
36:00.0,40.147,169.901,587.712231,-0.062155,-0.011433,-0.022836
37:00.0,36.416,169.237,586.361047,-0.062228,-0.010729,-0.022139
38:00.0,32.68,168.611,585.063095,-0.062294,-0.010171,-0.021064
39:00.0,28.941,168.014,583.840573,-0.062353,-0.009725,-0.019628
40:00.0,25.198,167.442,582.714423,-0.062406,-0.00937,-0.017856
41:00.0,21.452,166.888,581.703963,-0.062452,-0.009089,-0.015777
42:00.0,17.704,166.35,580.826551,-0.062491,-0.008868,-0.013428
43:00.0,13.953,165.823,580.097276,-0.062523,-0.008698,-0.010847
44:00.0,10.201,165.305,579.528694,-0.062548,-0.008575,-0.008079
45:00.0,6.448,164.793,579.1306,-0.062566,-0.008492,-0.005172
46:00.0,2.694,164.285,578.909858,-0.062575,-0.008448,-0.002176
47:00.0,-1.061,163.779,578.870276,-0.062577,-0.00844,0.000858
48:00.0,-4.816,163.272,579.012535,-0.062571,-0.008469,0.003877
49:00.0,-8.569,162.762,579.334182,-0.062557,-0.008534,0.006829
50:00.0,-12.322,162.247,579.829671,-0.062535,-0.008639,0.009663
51:00.0,-16.073,161.724,580.490462,-0.062506,-0.008788,0.012331
52:00.0,-19.823,161.191,581.305176,-0.06247,-0.008986,0.014787
53:00.0,-23.57,160.645,582.259793,-0.062427,-0.00924,0.016988
54:00.0,-27.314,160.081,583.337907,-0.062377,-0.009561,0.018898
55:00.0,-31.055,159.496,584.521013,-0.06232,-0.009965,0.020483
56:00.0,-34.792,158.884,585.78883,-0.062257,-0.01047,0.021717
57:00.0,-38.526,158.237,587.119662,-0.062188,-0.011106,0.02258
58:00.0,-42.255,157.547,588.490767,-0.062111,-0.011912,0.023058
59:00.0,-45.979,156.803,589.878759,-0.062026,-0.012945,0.023143
00:00.0,-49.697,155.988,591.260001,-0.061931,-0.014289,0.022833
01:00.0,-53.41,155.079,592.611013,-0.061821,-0.016075,0.022136
02:00.0,-57.116,154.046,593.908869,-0.061692,-0.018507,0.021064
03:00.0,-60.813,152.839,595.13158,-0.061531,-0.021927,0.019635
04:00.0,-64.498,151.383,596.258461,-0.061319,-0.026935,0.017874
05:00.0,-68.169,149.553,597.27048,-0.061017,-0.034664,0.015812
06:00.0,-71.817,147.124,598.150564,-0.060542,-0.04745,0.013483
07:00.0,-75.427,143.655,598.883884,-0.059701,-0.070707,0.010927
08:00.0,-78.964,138.155,599.458098,-0.05795,-0.119075,0.008187
09:00.0,-82.327,127.978,599.863547,-0.053349,-0.240326,0.005309
10:00.0,-85.147,104.777,600.093416,-0.036937,-0.592171,0.002342
11:00.0,-86.02,55.938,600.143844,0.012743,-0.877706,-0.000664
12:00.0,-84.023,18.146,600.013984,0.046965,-0.392325,-0.003659
13:00.0,-80.877,2.421,599.706016,0.055998,-0.171654,-0.006592
14:00.0,-77.417,-5.158,599.225116,0.058901,-0.092901,-0.009415
15:00.0,-73.841,-9.577,598.579369,0.060139,-0.058567,-0.01208
16:00.0,-70.211,-12.51,597.77964,0.060781,-0.040949,-0.014541
17:00.0,-66.552,-14.638,596.839395,0.061165,-0.03081,-0.016757
18:00.0,-62.874,-16.283,595.774485,0.061421,-0.024475,-0.01869
19:00.0,-59.183,-17.617,594.602883,0.061607,-0.020266,-0.020308
20:00.0,-55.482,-18.74,593.344392,0.061752,-0.017337,-0.021582
21:00.0,-51.773,-19.713,592.020315,0.061872,-0.015222,-0.022491
22:00.0,-48.058,-20.577,590.653101,0.061974,-0.013651,-0.023018
23:00.0,-44.337,-21.359,589.265969,0.062065,-0.012457,-0.023154
24:00.0,-40.61,-22.077,587.882517,0.062146,-0.011533,-0.022896
25:00.0,-36.879,-22.747,586.526322,0.062219,-0.010808,-0.022247
26:00.0,-33.144,-23.377,585.220535,0.062286,-0.010233,-0.021218
27:00.0,-29.405,-23.977,583.987484,0.062346,-0.009775,-0.019825
28:00.0,-25.663,-24.552,582.848286,0.0624,-0.00941,-0.018093
29:00.0,-21.917,-25.108,581.82248,0.062447,-0.00912,-0.016051
30:00.0,-18.169,-25.648,580.927685,0.062487,-0.008892,-0.013733
31:00.0,-14.419,-26.176,580.179287,0.06252,-0.008717,-0.011178
32:00.0,-10.667,-26.695,579.59017,0.062546,-0.008588,-0.008431
33:00.0,-6.914,-27.207,579.170481,0.062564,-0.008501,-0.005539
34:00.0,-3.16,-27.716,578.927457,0.062574,-0.008451,-0.002551
35:00.0,0.595,-28.222,578.865288,0.062577,-0.008439,0.000481
36:00.0,4.35,-28.729,578.985048,0.062572,-0.008463,0.003505
37:00.0,8.104,-29.238,579.284669,0.062559,-0.008524,0.006468
38:00.0,11.856,-29.753,579.758985,0.062538,-0.008624,0.00932
39:00.0,15.608,-30.274,580.399822,0.06251,-0.008767,0.012011
40:00.0,19.358,-30.806,581.196142,0.062475,-0.008958,0.014495
41:00.0,23.105,-31.35,582.13424,0.062432,-0.009205,0.01673
42:00.0,26.849,-31.912,583.197993,0.062383,-0.009517,0.018678
43:00.0,30.591,-32.494,584.369136,0.062328,-0.00991,0.020305
44:00.0,34.328,-33.103,585.627594,0.062266,-0.010401,0.021584
45:00.0,38.062,-33.745,586.951823,0.062197,-0.011019,0.022494
46:00.0,41.792,-34.428,588.319191,0.062121,-0.011801,0.02302
47:00.0,45.517,-35.165,589.706371,0.062037,-0.012802,0.023154
48:00.0,49.236,-35.97,591.089734,0.061943,-0.014102,0.022893
49:00.0,52.95,-36.866,592.445759,0.061836,-0.015823,0.022244
50:00.0,56.656,-37.881,593.751431,0.061709,-0.01816,0.021217
51:00.0,60.354,-39.063,594.984623,0.061553,-0.021431,0.019831
52:00.0,64.042,-40.483,596.12447,0.061349,-0.026196,0.01811
53:00.0,67.714,-42.257,597.151716,0.061061,-0.033495,0.016083
54:00.0,71.366,-44.594,598.049029,0.060615,-0.045452,0.013785
55:00.0,74.982,-47.897,598.801289,0.059838,-0.066909,0.011255
56:00.0,78.531,-53.054,599.395832,0.058256,-0.110678,0.008535
57:00.0,81.927,-62.382,599.822657,0.054239,-0.217609,0.005672
58:00.0,84.858,-83.118,600.07459,0.040417,-0.528219,0.002714
59:00.0,86.088,-129.46,600.147398,-0.005669,-0.908651,-0.00029
00:00.0,84.364,-170.82,600.039857,-0.044747,-0.440643,-0.003289
01:00.0,81.292,171.695,599.753774,-0.055385,-0.187845,-0.006233
02:00.0,77.854,163.493,599.293957,-0.058669,-0.099304,-0.009072
03:00.0,74.288,158.806,598.668135,-0.060029,-0.061622,-0.011759
04:00.0,70.664,155.737,597.886836,-0.060719,-0.042618,-0.014248
05:00.0,67.008,153.531,596.963217,-0.061126,-0.031814,-0.016496
06:00.0,63.331,151.838,595.912843,-0.061394,-0.025122,-0.018467
07:00.0,59.642,150.472,594.753441,-0.061587,-0.020706,-0.020125
08:00.0,55.942,149.326,593.504604,-0.061736,-0.017649,-0.021444
09:00.0,52.234,148.337,592.187467,-0.061858,-0.015451,-0.022399
10:00.0,48.519,147.461,590.824356,-0.061962,-0.013823,-0.022974
11:00.0,44.799,146.67,589.438418,-0.062054,-0.012588,-0.023159
12:00.0,41.073,145.945,588.053223,-0.062136,-0.011635,-0.022949
13:00.0,37.343,145.27,586.692375,-0.062211,-0.010889,-0.022348
14:00.0,33.608,144.635,585.379097,-0.062278,-0.010298,-0.021365
15:00.0,29.869,144.032,584.135841,-0.062339,-0.009827,-0.020017
16:00.0,26.127,143.454,582.983897,-0.062393,-0.009451,-0.018326
17:00.0,22.382,142.896,581.943017,-0.062441,-0.009152,-0.01632
18:00.0,18.635,142.354,581.031077,-0.062482,-0.008917,-0.014034
19:00.0,14.885,141.825,580.263755,-0.062516,-0.008736,-0.011507
20:00.0,11.133,141.305,579.654259,-0.062543,-0.008602,-0.008781
21:00.0,7.38,140.792,579.213088,-0.062562,-0.008509,-0.005904
22:00.0,3.626,140.283,578.947846,-0.062573,-0.008456,-0.002925
23:00.0,-0.129,139.777,578.863108,-0.062577,-0.008439,0.000104
24:00.0,-3.884,139.27,578.960335,-0.062573,-0.008458,0.003132
25:00.0,-7.638,138.761,579.237851,-0.062561,-0.008514,0.006105
26:00.0,-11.391,138.247,579.690869,-0.062541,-0.008609,0.008974
27:00.0,-15.142,137.727,580.311581,-0.062514,-0.008747,0.011687
28:00.0,-18.892,137.197,581.089295,-0.06248,-0.008932,0.014199
29:00.0,-22.64,136.654,582.010626,-0.062438,-0.009171,0.016468
30:00.0,-26.385,136.095,583.059735,-0.06239,-0.009474,0.018453
31:00.0,-30.126,135.516,584.218608,-0.062335,-0.009856,0.020121
32:00.0,-33.865,134.911,585.467373,-0.062274,-0.010334,0.021445
33:00.0,-37.599,134.273,586.78465,-0.062206,-0.010934,0.022402
34:00.0,-41.329,133.595,588.147922,-0.062131,-0.011693,0.022976
35:00.0,-45.055,132.866,589.533924,-0.062048,-0.012663,0.023158
36:00.0,-48.775,132.07,590.919046,-0.061956,-0.01392,0.022947
37:00.0,-52.489,131.187,592.27973,-0.06185,-0.015581,0.022345
38:00.0,-56.197,130.189,593.592876,-0.061727,-0.017827,0.021364
39:00.0,-59.896,129.03,594.836226,-0.061575,-0.020959,0.020022
40:00.0,-63.585,127.646,595.988742,-0.061378,-0.025495,0.018341
41:00.0,-67.26,125.924,597.030948,-0.061104,-0.032395,0.01635
42:00.0,-70.914,123.674,597.945257,-0.060684,-0.043593,0.014084
43:00.0,-74.536,120.524,598.716261,-0.059964,-0.063427,0.01158
44:00.0,-78.096,115.678,599.330979,-0.05853,-0.103144,0.008882
45:00.0,-81.52,107.099,599.77907,-0.055006,-0.197758,0.006034
46:00.0,-84.546,88.531,600.053,-0.043338,-0.470107,0.003084
47:00.0,-86.104,45.284,600.148169,-0.001634,-0.915656,0.000083
48:00.0,-84.688,0.597,600.062975,0.042099,-0.495267,-0.002919
49:00.0,-81.702,-18.903,599.798852,0.054678,-0.206289,-0.005873
50:00.0,-78.29,-27.805,599.360236,0.058412,-0.106406,-0.008727
51:00.0,-74.735,-32.787,598.754502,0.059909,-0.064943,-0.011435
52:00.0,-71.116,-36.003,597.991837,0.060654,-0.044406,-0.013951
53:00.0,-67.463,-38.292,597.085082,0.061085,-0.032878,-0.016232
54:00.0,-63.789,-40.036,596.049518,0.061365,-0.025803,-0.018239
55:00.0,-60.1,-41.436,594.902619,0.061565,-0.021167,-0.019938
56:00.0,-56.402,-42.605,593.663761,0.061719,-0.017974,-0.021299
57:00.0,-52.695,-43.611,592.353908,0.061844,-0.015688,-0.022301
58:00.0,-48.981,-44.499,590.995259,0.06195,-0.014,-0.022924
59:00.0,-45.261,-45.299,589.610877,0.062043,-0.012725,-0.023157
00:00.0,-41.536,-46.032,588.224304,0.062127,-0.011741,-0.022996
01:00.0,-37.806,-46.713,586.85916,0.062202,-0.010972,-0.022444
02:00.0,-34.072,-47.352,585.538738,0.06227,-0.010364,-0.021508
03:00.0,-30.334,-47.959,584.285607,0.062332,-0.00988,-0.020204
04:00.0,-26.592,-48.539,583.121221,0.062387,-0.009493,-0.018554
05:00.0,-22.847,-49.099,582.065543,0.062436,-0.009186,-0.016585
06:00.0,-19.1,-49.643,581.136699,0.062477,-0.008943,-0.014332
07:00.0,-15.35,-50.174,580.350658,0.062512,-0.008756,-0.011832
08:00.0,-11.599,-50.695,579.720945,0.06254,-0.008616,-0.009128
09:00.0,-7.846,-51.208,579.258408,0.06256,-0.008519,-0.006267
10:00.0,-4.091,-51.718,578.971019,0.062572,-0.00846,-0.003298
11:00.0,-0.337,-52.224,578.863734,0.062577,-0.008439,-0.000273
12:00.0,3.418,-52.731,578.938404,0.062574,-0.008454,0.002758
13:00.0,7.172,-53.24,579.19374,0.062563,-0.008505,0.005741
14:00.0,10.925,-53.752,579.62534,0.062544,-0.008595,0.008625
15:00.0,14.677,-54.272,580.225763,0.062518,-0.008727,0.01136
16:00.0,18.427,-54.801,580.984665,0.062484,-0.008906,0.0139
17:00.0,22.175,-55.342,581.888985,0.062444,-0.009138,0.016201
18:00.0,25.92,-55.898,582.923172,0.062396,-0.009433,0.018223
19:00.0,29.662,-56.475,584.069467,0.062342,-0.009804,0.019932
20:00.0,33.401,-57.077,585.30821,0.062282,-0.010269,0.0213
21:00.0,37.136,-57.71,586.618188,0.062215,-0.010852,0.022303
22:00.0,40.867,-58.382,587.977004,0.062141,-0.011589,0.022926
23:00.0,44.593,-59.104,589.361466,0.062059,-0.012529,0.023157
24:00.0,48.313,-59.891,590.747982,0.061968,-0.013745,0.022994
25:00.0,52.028,-60.762,592.112968,0.061864,-0.015347,0.022441
26:00.0,55.737,-61.744,593.433245,0.061743,-0.017508,0.021506
27:00.0,59.437,-62.879,594.68643,0.061596,-0.020507,0.020208
28:00.0,63.127,-64.231,595.851313,0.061406,-0.024829,0.018567
29:00.0,66.804,-65.902,596.908208,0.061144,-0.031358,0.016613
30:00.0,70.462,-68.072,597.839276,0.060748,-0.041859,0.014379
31:00.0,74.089,-71.079,598.628824,0.060079,-0.060227,0.011902
32:00.0,77.659,-75.644,599.263557,0.058776,-0.096365,0.009226
33:00.0,81.108,-83.559,599.732796,0.055669,-0.180362,0.006394
34:00.0,84.214,-100.229,600.028654,0.045785,-0.418316,0.003454
35:00.0,86.064,-140.013,600.146158,0.008871,-0.897599,0.000457
36:00.0,84.99,172.444,600.083334,-0.038939,-0.556095,-0.002548
37:00.0,82.106,150.645,599.841238,-0.053859,-0.227363,-0.00551
38:00.0,78.724,140.952,599.423938,-0.058124,-0.11431,-0.00838
39:00.0,75.181,135.646,598.838447,-0.059779,-0.068562,-0.011109
40:00.0,71.567,132.27,598.094614,-0.060583,-0.046325,-0.013651
41:00.0,67.917,129.893,597.20496,-0.061042,-0.034008,-0.015963
42:00.0,64.245,128.095,596.184476,-0.061336,-0.026521,-0.018006
43:00.0,60.559,126.659,595.050377,-0.061544,-0.021649,-0.019744
44:00.0,56.861,125.466,593.821822,-0.061702,-0.018313,-0.02115
45:00.0,53.155,124.443,592.519596,-0.06183,-0.015934,-0.022197
46:00.0,49.442,123.542,591.165763,-0.061938,-0.014184,-0.022867
47:00.0,45.723,122.732,589.783301,-0.062032,-0.012865,-0.023149
48:00.0,41.998,121.992,588.395714,-0.062117,-0.01185,-0.023038
49:00.0,38.269,121.306,587.026634,-0.062193,-0.011058,-0.022533
50:00.0,34.535,120.662,585.699415,-0.062262,-0.010432,-0.021644
51:00.0,30.798,120.051,584.43674,-0.062324,-0.009934,-0.020385
52:00.0,27.057,119.467,583.26022,-0.06238,-0.009537,-0.018776
53:00.0,23.312,118.905,582.190024,-0.06243,-0.00922,-0.016846
54:00.0,19.565,118.36,581.244524,-0.062473,-0.00897,-0.014626
55:00.0,15.816,117.828,580.439971,-0.062508,-0.008776,-0.012154
56:00.0,12.064,117.306,579.790209,-0.062537,-0.008631,-0.009473
57:00.0,8.311,116.791,579.306429,-0.062558,-0.008528,-0.006629
58:00.0,4.557,116.281,578.99697,-0.062571,-0.008465,-0.003671
59:00.0,0.803,115.774,578.867167,-0.062577,-0.008439,-0.000649
00:00.0,-2.952,115.268,578.91926,-0.062575,-0.00845,0.002383
01:00.0,-6.706,114.76,579.152349,-0.062565,-0.008497,0.005375
02:00.0,-10.459,114.248,579.562416,-0.062547,-0.008582,0.008274
03:00.0,-14.211,113.729,580.14239,-0.062521,-0.008709,0.011031
04:00.0,-17.962,113.202,580.882279,-0.062489,-0.008881,0.013597
05:00.0,-21.71,112.662,581.769347,-0.062449,-0.009106,0.015929
06:00.0,-25.455,112.108,582.788339,-0.062402,-0.009392,0.017988
07:00.0,-29.198,111.534,583.921753,-0.062349,-0.009753,0.019738
08:00.0,-32.937,110.936,585.150147,-0.062289,-0.010205,0.02115
09:00.0,-36.673,110.307,586.45248,-0.062223,-0.010772,0.022199
10:00.0,-40.404,109.64,587.806484,-0.06215,-0.011488,0.02287
11:00.0,-44.13,108.924,589.189041,-0.062069,-0.012399,0.02315
12:00.0,-47.852,108.147,590.576588,-0.06198,-0.013576,0.023036
13:00.0,-51.568,107.288,591.945518,-0.061878,-0.015122,0.02253
14:00.0,-55.277,106.321,593.27258,-0.061759,-0.017201,0.021642
15:00.0,-58.978,105.208,594.535273,-0.061616,-0.020076,0.020388
16:00.0,-62.67,103.888,595.71222,-0.061433,-0.024196,0.018788
17:00.0,-66.349,102.264,596.783528,-0.061182,-0.030381,0.016872
18:00.0,-70.009,100.17,597.731112,-0.060808,-0.04024,0.01467
19:00.0,-73.641,97.294,598.538998,-0.060185,-0.057282,0.012222
20:00.0,-77.221,92.987,599.193582,-0.058997,-0.090246,0.009567
21:00.0,-80.691,85.663,599.683849,-0.056246,-0.165068,0.006752
22:00.0,-83.865,70.649,600.001556,-0.047836,-0.372722,0.003823
23:00.0,-85.972,34.47,600.141365,-0.015755,-0.857323,0.00083
24:00.0,-85.267,-15.236,600.100927,0.035181,-0.622252,-0.002176
25:00.0,-82.504,-39.638,599.880921,0.052905,-0.251508,-0.005147
26:00.0,-79.156,-50.229,599.485044,0.057801,-0.123132,-0.008031
27:00.0,-75.625,-55.893,598.919949,0.059636,-0.072512,-0.010779
28:00.0,-72.018,-59.441,598.195141,0.060508,-0.048388,-0.013347
29:00.0,-68.372,-61.913,597.322819,0.060996,-0.035209,-0.01569
30:00.0,-64.702,-63.769,596.317679,0.061305,-0.027277,-0.017768
31:00.0,-61.017,-65.242,595.196677,0.061521,-0.022155,-0.019546
32:00.0,-57.321,-66.46,593.978746,0.061684,-0.018666,-0.020994
33:00.0,-53.616,-67.502,592.684486,0.061815,-0.01619,-0.022087
34:00.0,-49.903,-68.416,591.335824,0.061925,-0.014375,-0.022805
35:00.0,-46.185,-69.236,589.955645,0.062021,-0.01301,-0.023136
36:00.0,-42.461,-69.984,588.567409,0.062107,-0.011963,-0.023073
37:00.0,-38.732,-70.676,587.194752,0.062184,-0.011146,-0.022617
38:00.0,-34.999,-71.324,585.861087,0.062254,-0.010502,-0.021775
39:00.0,-31.262,-71.939,584.589201,0.062317,-0.00999,-0.020561
40:00.0,-27.521,-72.525,583.400859,0.062374,-0.009581,-0.018994
41:00.0,-23.777,-73.09,582.316428,0.062424,-0.009255,-0.017102
42:00.0,-20.03,-73.637,581.354522,0.062468,-0.008998,-0.014916
43:00.0,-16.281,-74.171,580.531671,0.062504,-0.008798,-0.012473
44:00.0,-12.53,-74.694,579.862033,0.062534,-0.008646,-0.009816
45:00.0,-8.777,-75.209,579.35714,0.062556,-0.008539,-0.00699
46:00.0,-5.023,-75.719,579.025692,0.06257,-0.008471,-0.004043
47:00.0,-1.269,-76.227,578.873406,0.062577,-0.008441,-0.001026
48:00.0,2.486,-76.733,578.902908,0.062575,-0.008447,0.002008
49:00.0,6.24,-77.241,579.113689,0.062566,-0.008489,0.005008
50:00.0,9.993,-77.753,579.502113,0.062549,-0.008569,0.007921
51:00.0,13.746,-78.27,580.061484,0.062525,-0.00869,0.010698
52:00.0,17.496,-78.796,580.782164,0.062493,-0.008857,0.01329
53:00.0,21.245,-79.334,581.651746,0.062454,-0.009075,0.015654
54:00.0,24.991,-79.886,582.655273,0.062409,-0.009353,0.017749
55:00.0,28.734,-80.458,583.775506,0.062356,-0.009704,0.019539
56:00.0,32.473,-81.053,584.993226,0.062297,-0.010143,0.020994
57:00.0,36.209,-81.677,586.287571,0.062232,-0.010694,0.022089
58:00.0,39.941,-82.339,587.636405,0.06216,-0.011389,0.022808
59:00.0,43.668,-83.048,589.016694,0.06208,-0.012273,0.023137
00:00.0,47.39,-83.817,590.404908,0.061991,-0.013412,0.023071
01:00.0,51.107,-84.664,591.777423,0.061891,-0.014906,0.022614
02:00.0,54.817,-85.615,593.110924,0.061775,-0.016906,0.021773
03:00.0,58.519,-86.708,594.382794,0.061636,-0.019663,0.020563
04:00.0,62.213,-87.998,595.571499,0.061458,-0.023594,0.019005
05:00.0,65.893,-89.577,596.65694,0.061218,-0.029458,0.017126
06:00.0,69.556,-91.6,597.620794,0.060864,-0.038726,0.014958
07:00.0,73.192,-94.353,598.446809,0.060284,-0.054564,0.012538
08:00.0,76.781,-98.426,599.121073,0.059197,-0.084708,0.009906
09:00.0,80.27,-105.223,599.63224,0.056751,-0.151577,0.007109
10:00.0,83.502,-118.791,599.971714,0.04956,-0.33287,0.004191
11:00.0,85.831,-151.413,600.133792,0.022069,-0.800594,0.001204
12:00.0,85.512,157.591,600.11575,-0.030748,-0.691687,-0.001804
13:00.0,82.894,130.272,599.917891,-0.051789,-0.27923,-0.004782
14:00.0,79.585,118.66,599.54354,-0.057438,-0.133012,-0.007679
15:00.0,76.069,112.599,598.998987,-0.059481,-0.076836,-0.010447
16:00.0,72.468,108.863,598.293392,-0.060427,-0.05061,-0.01304
17:00.0,68.826,106.29,597.438627,-0.060948,-0.036487,-0.015412
18:00.0,65.159,104.373,596.449094,-0.061273,-0.028075,-0.017526
19:00.0,61.475,102.861,595.34148,-0.061498,-0.022685,-0.019343
20:00.0,57.78,101.616,594.13449,-0.061666,-0.019034,-0.020833
21:00.0,54.076,100.556,592.848536,-0.0618,-0.016456,-0.021971
22:00.0,50.364,99.628,591.505398,-0.061912,-0.014572,-0.022737
23:00.0,46.647,98.798,590.127863,-0.06201,-0.01316,-0.023116
24:00.0,42.923,98.042,588.739342,-0.062097,-0.012079,-0.023102
25:00.0,39.195,97.344,587.36347,-0.062175,-0.011237,-0.022695
26:00.0,35.463,96.69,586.023711,-0.062245,-0.010574,-0.0219
27:00.0,31.726,96.072,584.74295,-0.06231,-0.010047,-0.020731
28:00.0,27.986,95.482,583.5431,-0.062367,-0.009627,-0.019207
29:00.0,24.242,94.915,582.444721,-0.062418,-0.009292,-0.017353
30:00.0,20.495,94.366,581.466664,-0.062463,-0.009027,-0.015202
31:00.0,16.747,93.831,580.625734,-0.0625,-0.00882,-0.012789
32:00.0,12.996,93.306,579.936398,-0.062531,-0.008663,-0.010156
33:00.0,9.243,92.79,579.410525,-0.062553,-0.00855,-0.007348
34:00.0,5.489,92.28,579.057178,-0.062569,-0.008477,-0.004413
35:00.0,1.735,91.772,578.88245,-0.062576,-0.008442,-0.001403
36:00.0,-2.02,91.266,578.889353,-0.062576,-0.008444,0.001632
37:00.0,-5.774,90.758,579.077769,-0.062568,-0.008482,0.004639
38:00.0,-9.528,90.247,579.444448,-0.062552,-0.008557,0.007566
39:00.0,-13.28,89.731,579.983068,-0.062528,-0.008673,0.010362
40:00.0,-17.031,89.206,580.684347,-0.062498,-0.008833,0.01298
41:00.0,-20.78,88.67,581.536212,-0.06246,-0.009045,0.015375
42:00.0,-24.526,88.119,582.524008,-0.062415,-0.009315,0.017505
43:00.0,-28.269,87.55,583.630763,-0.062363,-0.009656,0.019334
44:00.0,-32.009,86.959,584.837488,-0.062305,-0.010083,0.020832
45:00.0,-35.746,86.338,586.123504,-0.06224,-0.010619,0.021974
46:00.0,-39.478,85.682,587.466813,-0.062169,-0.011294,0.022739
47:00.0,-43.206,84.979,588.84447,-0.06209,-0.012151,0.023117
48:00.0,-46.929,84.219,590.232987,-0.062003,-0.013254,0.023101
49:00.0,-50.646,83.382,591.608728,-0.061904,-0.014696,0.022692
50:00.0,-54.357,82.445,592.948319,-0.061791,-0.016623,0.021898
51:00.0,-58.06,81.373,594.229034,-0.061655,-0.019267,0.020732
52:00.0,-61.755,80.111,595.429186,-0.061483,-0.023021,0.019216
53:00.0,-65.437,78.575,596.528479,-0.061253,-0.028585,0.017375
54:00.0,-69.103,76.619,597.508352,-0.060917,-0.037309,0.015241
55:00.0,-72.743,73.98,598.35228,-0.060375,-0.052052,0.01285
56:00.0,-76.339,70.122,599.046049,-0.059378,-0.079681,0.010243
57:00.0,-79.846,63.796,599.577983,-0.057194,-0.139636,0.007463
58:00.0,-83.128,51.492,599.939137,-0.051013,-0.298166,0.004558
59:00.0,-85.645,22.242,600.123441,-0.027683,-0.73424,0.001577
