"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2025 16:05:52.164,1 Jan 2025 16:16:19.509,627.345
2,2 Jan 2025 14:13:31.071,2 Jan 2025 14:23:16.825,585.754
3,2 Jan 2025 15:46:42.586,2 Jan 2025 15:57:50.422,667.836
4,3 Jan 2025 13:55:29.136,3 Jan 2025 14:04:22.606,533.470
5,3 Jan 2025 15:27:45.405,3 Jan 2025 15:39:06.992,681.587
6,3 Jan 2025 17:05:43.904,3 Jan 2025 17:10:27.309,283.405
7,4 Jan 2025 13:37:42.386,4 Jan 2025 13:45:28.393,466.007
8,4 Jan 2025 15:08:59.247,4 Jan 2025 15:20:12.778,673.532
9,4 Jan 2025 16:45:16.746,4 Jan 2025 16:52:57.008,460.261
10,5 Jan 2025 13:20:18.313,5 Jan 2025 13:26:09.051,350.738
11,5 Jan 2025 14:50:23.524,5 Jan 2025 15:01:18.565,655.041
12,5 Jan 2025 16:25:30.637,5 Jan 2025 16:34:52.262,561.626
13,6 Jan 2025 13:04:04.188,6 Jan 2025 13:05:38.860,94.672
14,6 Jan 2025 14:31:58.217,6 Jan 2025 14:42:24.351,626.134
15,6 Jan 2025 16:06:05.748,6 Jan 2025 16:16:32.488,626.740
16,7 Jan 2025 14:13:43.854,7 Jan 2025 14:23:30.137,586.283
17,7 Jan 2025 15:46:56.011,7 Jan 2025 15:58:03.488,667.477
18,8 Jan 2025 13:55:41.760,8 Jan 2025 14:04:35.923,534.163
19,8 Jan 2025 15:27:58.694,8 Jan 2025 15:39:20.308,681.614
20,8 Jan 2025 17:05:58.822,8 Jan 2025 17:10:39.175,280.353
21,9 Jan 2025 13:37:54.802,9 Jan 2025 13:45:41.708,466.906
22,9 Jan 2025 15:09:12.408,9 Jan 2025 15:20:26.094,673.686
23,9 Jan 2025 16:45:30.854,9 Jan 2025 16:53:09.607,458.754
24,10 Jan 2025 13:20:30.372,10 Jan 2025 13:26:22.917,352.544
25,10 Jan 2025 14:50:36.565,10 Jan 2025 15:01:31.879,655.314
26,10 Jan 2025 16:25:44.424,10 Jan 2025 16:35:05.103,560.679
27,11 Jan 2025 13:04:13.525,11 Jan 2025 13:05:55.368,101.843
28,11 Jan 2025 14:32:11.134,11 Jan 2025 14:42:37.664,626.530
29,11 Jan 2025 16:06:19.331,11 Jan 2025 16:16:45.462,626.130
30,12 Jan 2025 14:13:56.636,12 Jan 2025 14:23:43.449,586.813
31,12 Jan 2025 15:47:09.436,12 Jan 2025 15:58:16.551,667.115
32,13 Jan 2025 13:55:54.385,13 Jan 2025 14:04:49.234,534.848
33,13 Jan 2025 15:28:11.981,13 Jan 2025 15:39:33.619,681.638
34,13 Jan 2025 17:06:13.763,13 Jan 2025 17:10:51.018,277.256
35,14 Jan 2025 13:38:07.222,14 Jan 2025 13:45:55.019,467.797
36,14 Jan 2025 15:09:25.572,14 Jan 2025 15:20:39.405,673.832
37,14 Jan 2025 16:45:44.963,14 Jan 2025 16:53:22.202,457.239
38,15 Jan 2025 13:20:42.437,15 Jan 2025 13:26:36.779,354.342
39,15 Jan 2025 14:50:49.608,15 Jan 2025 15:01:45.190,655.582
40,15 Jan 2025 16:25:58.217,15 Jan 2025 16:35:17.942,559.725
41,16 Jan 2025 13:04:23.100,16 Jan 2025 13:06:11.643,108.544
42,16 Jan 2025 14:32:24.054,16 Jan 2025 14:42:50.976,626.922
43,16 Jan 2025 16:06:32.919,16 Jan 2025 16:16:58.435,625.516
