"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
1 Jan 2025 16:05:52.164,0.000,0.437509,-153.497,-139.221939,20.000000,95.101954,19.200,52.2689,55.2792,1.000000e-30
1 Jan 2025 16:06:52.000,0.000,0.437509,-152.170,-137.894891,20.000000,96.429002,19.200,53.5960,56.6063,1.000000e-30
1 Jan 2025 16:07:52.000,0.000,0.437508,-150.724,-136.448339,20.000000,97.875554,19.200,55.0425,58.0528,1.000000e-30
1 Jan 2025 16:08:52.000,0.000,0.437506,-149.244,-134.968505,20.000000,99.355388,19.200,56.5224,59.5327,1.000000e-30
1 Jan 2025 16:09:52.000,0.000,0.437504,-147.967,-133.691948,20.000000,100.631945,19.200,57.7989,60.8092,1.000000e-30
1 Jan 2025 16:10:52.000,0.000,0.437501,-147.325,-133.049677,20.000000,101.274216,19.200,58.4412,61.4515,1.000000e-30
1 Jan 2025 16:11:52.000,0.000,0.437497,-147.650,-133.374806,20.000000,100.949087,19.200,58.1161,61.1264,1.000000e-30
1 Jan 2025 16:12:52.000,0.000,0.437494,-148.761,-134.485696,20.000000,99.838197,19.200,57.0052,60.0155,1.000000e-30
1 Jan 2025 16:13:52.000,0.000,0.437493,-150.204,-135.929178,20.000000,98.394715,19.200,55.5617,58.5720,1.000000e-30
1 Jan 2025 16:14:52.000,0.000,0.437492,-151.673,-137.397405,20.000000,96.926489,19.200,54.0935,57.1038,1.000000e-30
1 Jan 2025 16:15:52.000,0.000,0.437491,-153.042,-138.766636,20.000000,95.557257,19.200,52.7242,55.7345,1.000000e-30
1 Jan 2025 16:16:19.509,0.000,0.437491,-153.626,-139.351168,20.000000,94.972725,19.200,52.1397,55.1500,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 14:13:31.071,0.000,0.437509,-153.517,-139.242148,20.000000,95.081745,19.200,52.2487,55.2590,1.000000e-30
2 Jan 2025 14:14:31.000,0.000,0.437509,-152.177,-137.901941,20.000000,96.421952,19.200,53.5889,56.5992,1.000000e-30
2 Jan 2025 14:15:31.000,0.000,0.437508,-150.719,-136.443584,20.000000,97.880309,19.200,55.0473,58.0576,1.000000e-30
2 Jan 2025 14:16:31.000,0.000,0.437506,-149.233,-134.957526,20.000000,99.366367,19.200,56.5334,59.5437,1.000000e-30
2 Jan 2025 14:17:31.000,0.000,0.437504,-147.971,-133.695537,20.000000,100.628356,19.200,57.7953,60.8056,1.000000e-30
2 Jan 2025 14:18:31.000,0.000,0.437500,-147.380,-133.104963,20.000000,101.218930,19.200,58.3859,61.3962,1.000000e-30
2 Jan 2025 14:19:31.000,0.000,0.437497,-147.778,-133.502339,20.000000,100.821554,19.200,57.9885,60.9988,1.000000e-30
2 Jan 2025 14:20:31.000,0.000,0.437494,-148.942,-134.666887,20.000000,99.657006,19.200,56.8240,59.8343,1.000000e-30
2 Jan 2025 14:21:31.000,0.000,0.437492,-150.411,-136.136109,20.000000,98.187785,19.200,55.3548,58.3651,1.000000e-30
2 Jan 2025 14:22:31.000,0.000,0.437491,-151.888,-137.613180,20.000000,96.710714,19.200,53.8777,56.8880,1.000000e-30
2 Jan 2025 14:23:16.825,0.000,0.437491,-152.947,-138.671765,20.000000,95.652128,19.200,52.8191,55.8294,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 15:46:42.586,0.000,0.437510,-153.493,-139.217930,20.000000,95.105963,19.200,52.2730,55.2833,1.000000e-30
2 Jan 2025 15:47:42.000,0.000,0.437510,-152.043,-137.767510,20.000000,96.556383,19.200,53.7234,56.7337,1.000000e-30
2 Jan 2025 15:48:42.000,0.000,0.437509,-150.349,-136.073840,20.000000,98.250053,19.200,55.4170,58.4273,1.000000e-30
2 Jan 2025 15:49:42.000,0.000,0.437508,-148.411,-134.135932,20.000000,100.187961,19.200,57.3549,60.3652,1.000000e-30
2 Jan 2025 15:50:42.000,0.000,0.437506,-146.354,-132.078791,20.000000,102.245102,19.200,59.4121,62.4224,1.000000e-30
2 Jan 2025 15:51:42.000,0.000,0.437503,-144.766,-130.490787,20.000000,103.833107,19.200,61.0001,64.0104,1.000000e-30
2 Jan 2025 15:52:42.000,0.000,0.437498,-144.731,-130.455583,20.000000,103.868310,19.200,61.0353,64.0456,1.000000e-30
2 Jan 2025 15:53:42.000,0.000,0.437494,-146.279,-132.003782,20.000000,102.320111,19.200,59.4871,62.4974,1.000000e-30
2 Jan 2025 15:54:42.000,0.000,0.437492,-148.330,-134.055121,20.000000,100.268773,19.200,57.4358,60.4461,1.000000e-30
2 Jan 2025 15:55:42.000,0.000,0.437491,-150.273,-135.997576,20.000000,98.326317,19.200,55.4933,58.5036,1.000000e-30
2 Jan 2025 15:56:42.000,0.000,0.437490,-151.972,-137.696687,20.000000,96.627206,19.200,53.7942,56.8045,1.000000e-30
2 Jan 2025 15:57:42.000,0.000,0.437490,-153.440,-139.164644,20.000000,95.159249,19.200,52.3262,55.3365,1.000000e-30
2 Jan 2025 15:57:50.422,0.000,0.437490,-153.630,-139.354384,20.000000,94.969509,19.200,52.1365,55.1468,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Jan 2025 13:55:29.136,0.000,0.437508,-153.530,-139.255250,20.000000,95.068644,19.200,52.2356,55.2459,1.000000e-30
3 Jan 2025 13:56:29.000,0.000,0.437507,-152.366,-138.090724,20.000000,96.233169,19.200,53.4002,56.4105,1.000000e-30
3 Jan 2025 13:57:29.000,0.000,0.437506,-151.205,-136.929308,20.000000,97.394585,19.200,54.5616,57.5719,1.000000e-30
3 Jan 2025 13:58:29.000,0.000,0.437504,-150.187,-135.911912,20.000000,98.411981,19.200,55.5790,58.5893,1.000000e-30
