"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
1 Jan 2025 16:32:33.871,0.000,0.437506,-153.613,-139.338118,20.000000,94.985775,19.200,52.1528,55.1631,1.000000e-30
1 Jan 2025 16:33:33.000,0.000,0.437505,-152.801,-138.526107,20.000000,95.797786,19.200,52.9648,55.9751,1.000000e-30
1 Jan 2025 16:34:33.000,0.000,0.437504,-152.115,-137.839319,20.000000,96.484574,19.200,53.6516,56.6619,1.000000e-30
1 Jan 2025 16:35:33.000,0.000,0.437502,-151.672,-137.397039,20.000000,96.926854,19.200,54.0938,57.1041,1.000000e-30
1 Jan 2025 16:36:33.000,0.000,0.437500,-151.567,-137.291367,20.000000,97.032526,19.200,54.1995,57.2098,1.000000e-30
1 Jan 2025 16:37:33.000,0.000,0.437497,-151.823,-137.548127,20.000000,96.775766,19.200,53.9428,56.9531,1.000000e-30
1 Jan 2025 16:38:33.000,0.000,0.437496,-152.385,-138.109460,20.000000,96.214433,19.200,53.3814,56.3917,1.000000e-30
1 Jan 2025 16:39:33.000,0.000,0.437494,-153.146,-138.871079,20.000000,95.452814,19.200,52.6198,55.6301,1.000000e-30
1 Jan 2025 16:39:59.584,0.000,0.437494,-153.521,-139.245456,20.000000,95.078437,19.200,52.2454,55.2557,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
1 Jan 2025 18:05:11.158,0.000,0.437510,-153.158,-138.882658,20.000000,95.441236,19.200,52.6082,55.6185,1.000000e-30
1 Jan 2025 18:06:11.000,0.000,0.437510,-151.529,-137.254130,20.000000,97.069763,19.200,54.2368,57.2471,1.000000e-30
1 Jan 2025 18:07:11.000,0.000,0.437510,-149.537,-135.262141,20.000000,99.061752,19.200,56.2287,59.2390,1.000000e-30
1 Jan 2025 18:08:11.000,0.000,0.437510,-147.024,-132.748418,20.000000,101.575475,19.200,58.7425,61.7528,1.000000e-30
1 Jan 2025 18:09:11.000,0.000,0.437509,-143.782,-129.506392,20.000000,104.817501,19.200,61.9845,64.9948,1.000000e-30
1 Jan 2025 18:10:11.000,0.000,0.437504,-140.214,-125.938590,20.000000,108.385303,19.200,65.5523,68.5626,1.000000e-30
1 Jan 2025 18:11:11.000,0.000,0.437496,-140.133,-125.857944,20.000000,108.465949,19.200,65.6329,68.6432,1.000000e-30
1 Jan 2025 18:12:11.000,0.000,0.437491,-143.676,-129.400902,20.000000,104.922991,19.200,62.0900,65.1003,1.000000e-30
1 Jan 2025 18:13:11.000,0.000,0.437490,-146.942,-132.667205,20.000000,101.656688,19.200,58.8237,61.8340,1.000000e-30
1 Jan 2025 18:14:11.000,0.000,0.437490,-149.476,-135.200762,20.000000,99.123131,19.200,56.2901,59.3004,1.000000e-30
1 Jan 2025 18:15:11.000,0.000,0.437490,-151.482,-137.206696,20.000000,97.117197,19.200,54.2842,57.2945,1.000000e-30
1 Jan 2025 18:16:11.000,0.000,0.437490,-153.125,-138.849272,20.000000,95.474621,19.200,52.6416,55.6519,1.000000e-30
1 Jan 2025 18:16:26.105,0.000,0.437490,-153.494,-139.218806,20.000000,95.105087,19.200,52.2721,55.2824,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
1 Jan 2025 19:39:55.544,0.000,0.437507,-153.467,-139.191797,20.000000,95.132096,19.200,52.2991,55.3094,1.000000e-30
1 Jan 2025 19:40:55.000,0.000,0.437506,-152.513,-138.237278,20.000000,96.086615,19.200,53.2536,56.2639,1.000000e-30
1 Jan 2025 19:41:55.000,0.000,0.437504,-151.669,-137.394166,20.000000,96.929727,19.200,54.0967,57.1070,1.000000e-30
1 Jan 2025 19:42:55.000,0.000,0.437502,-151.084,-136.809147,20.000000,97.514747,19.200,54.6817,57.6920,1.000000e-30
1 Jan 2025 19:43:55.000,0.000,0.437500,-150.895,-136.619657,20.000000,97.704236,19.200,54.8712,57.8815,1.000000e-30
1 Jan 2025 19:44:55.000,0.000,0.437497,-151.154,-136.878945,20.000000,97.444948,19.200,54.6119,57.6222,1.000000e-30
1 Jan 2025 19:45:55.000,0.000,0.437495,-151.790,-137.514313,20.000000,96.809580,19.200,53.9766,56.9869,1.000000e-30
1 Jan 2025 19:46:55.000,0.000,0.437494,-152.658,-138.382906,20.000000,95.940987,19.200,53.1080,56.1183,1.000000e-30
1 Jan 2025 19:47:49.947,0.000,0.437493,-153.545,-139.269552,20.000000,95.054341,19.200,52.2213,55.2316,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 16:15:11.197,0.000,0.437504,-153.598,-139.322855,20.000000,95.001038,19.200,52.1680,55.1783,1.000000e-30
2 Jan 2025 16:16:11.000,0.000,0.437502,-153.207,-138.931478,20.000000,95.392415,19.200,52.5594,55.5697,1.000000e-30
2 Jan 2025 16:17:11.000,0.000,0.437500,-153.038,-138.763111,20.000000,95.560782,19.200,52.7278,55.7381,1.000000e-30
2 Jan 2025 16:18:11.000,0.000,0.437499,-153.123,-138.847992,20.000000,95.475901,19.200,52.6429,55.6532,1.000000e-30
2 Jan 2025 16:19:11.000,0.000,0.437497,-153.448,-139.172398,20.000000,95.151495,19.200,52.3185,55.3288,1.000000e-30
2 Jan 2025 16:19:24.045,0.000,0.437497,-153.545,-139.270244,20.000000,95.053649,19.200,52.2206,55.2309,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 17:46:16.943,0.000,0.437510,-153.493,-139.217802,20.000000,95.106091,19.200,52.2731,55.2834,1.000000e-30
2 Jan 2025 17:47:16.000,0.000,0.437510,-151.986,-137.710558,20.000000,96.613335,19.200,53.7803,56.7906,1.000000e-30
2 Jan 2025 17:48:16.000,0.000,0.437510,-150.158,-135.882567,20.000000,98.441326,19.200,55.6083,58.6186,1.000000e-30
2 Jan 2025 17:49:16.000,0.000,0.437509,-147.931,-133.655411,20.000000,100.668483,19.200,57.8355,60.8458,1.000000e-30
2 Jan 2025 17:50:16.000,0.000,0.437508,-145.232,-130.956549,20.000000,103.367345,19.200,60.5343,63.5446,1.000000e-30
2 Jan 2025 17:51:16.000,0.000,0.437505,-142.460,-128.184968,20.000000,106.138925,19.200,63.3059,66.3162,1.000000e-30
2 Jan 2025 17:52:16.000,0.000,0.437498,-141.752,-127.477027,20.000000,106.846866,19.200,64.0139,67.0242,1.000000e-30
2 Jan 2025 17:53:16.000,0.000,0.437493,-144.053,-129.777803,20.000000,104.546090,19.200,61.7131,64.7234,1.000000e-30
2 Jan 2025 17:54:16.000,0.000,0.437491,-146.898,-132.622839,20.000000,101.701054,19.200,58.8680,61.8783,1.000000e-30
