"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
1 Jan 2025 17:51:39.816,0.000,0.437493,-153.387,-139.112147,20.000000,95.211746,19.200,52.3787,55.3890,1.000000e-30
1 Jan 2025 17:51:54.073,0.000,0.437492,-153.633,-139.357419,20.000000,94.966474,19.200,52.1335,55.1438,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
1 Jan 2025 19:26:24.197,0.000,0.437490,-153.221,-138.946252,20.000000,95.377642,19.200,52.5446,55.5549,1.000000e-30
1 Jan 2025 19:26:41.300,0.000,0.437490,-153.633,-139.357726,20.000000,94.966168,19.200,52.1332,55.1435,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 19:07:29.982,0.000,0.437490,-152.976,-138.701098,20.000000,95.622796,19.200,52.7898,55.8001,1.000000e-30
2 Jan 2025 19:07:57.024,0.000,0.437490,-153.634,-139.358861,20.000000,94.965032,19.200,52.1320,55.1423,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Jan 2025 18:48:35.768,0.000,0.437490,-152.866,-138.590769,20.000000,95.733124,19.200,52.9001,55.9104,1.000000e-30
3 Jan 2025 18:49:08.122,0.000,0.437490,-153.635,-139.359554,20.000000,94.964340,19.200,52.1313,55.1416,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2025 18:29:41.553,0.000,0.437491,-152.902,-138.626574,20.000000,95.697319,19.200,52.8643,55.8746,1.000000e-30
4 Jan 2025 18:30:14.351,0.000,0.437490,-153.635,-139.359543,20.000000,94.964350,19.200,52.1313,55.1416,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
5 Jan 2025 18:10:47.339,0.000,0.437492,-153.080,-138.804791,20.000000,95.519103,19.200,52.6861,55.6964,1.000000e-30
5 Jan 2025 18:11:14.855,0.000,0.437491,-153.634,-139.358997,20.000000,94.964896,19.200,52.1319,55.1422,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
5 Jan 2025 19:45:31.728,0.000,0.437490,-153.583,-139.308004,20.000000,95.015889,19.200,52.1829,55.1932,1.000000e-30
5 Jan 2025 19:45:33.813,0.000,0.437490,-153.631,-139.356041,20.000000,94.967852,19.200,52.1348,55.1451,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
6 Jan 2025 17:51:53.125,0.000,0.437493,-153.383,-139.107773,20.000000,95.216121,19.200,52.3831,55.3934,1.000000e-30
6 Jan 2025 17:52:07.610,0.000,0.437492,-153.633,-139.357509,20.000000,94.966384,19.200,52.1334,55.1437,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
6 Jan 2025 19:26:37.511,0.000,0.437490,-153.225,-138.949747,20.000000,95.374146,19.200,52.5411,55.5514,1.000000e-30
6 Jan 2025 19:26:54.473,0.000,0.437490,-153.633,-139.357693,20.000000,94.966200,19.200,52.1332,55.1435,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
7 Jan 2025 19:07:43.298,0.000,0.437490,-152.978,-138.703158,20.000000,95.620735,19.200,52.7877,55.7980,1.000000e-30
7 Jan 2025 19:08:10.257,0.000,0.437490,-153.634,-139.358951,20.000000,94.964942,19.200,52.1319,55.1422,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
8 Jan 2025 18:48:49.085,0.000,0.437490,-152.866,-138.591189,20.000000,95.732705,19.200,52.8997,55.9100,1.000000e-30
8 Jan 2025 18:49:21.406,0.000,0.437490,-153.635,-139.359549,20.000000,94.964344,19.200,52.1313,55.1416,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
9 Jan 2025 18:29:54.871,0.000,0.437491,-152.901,-138.625296,20.000000,95.698597,19.200,52.8656,55.8759,1.000000e-30
9 Jan 2025 18:30:27.697,0.000,0.437490,-153.635,-139.359610,20.000000,94.964284,19.200,52.1313,55.1416,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
10 Jan 2025 18:11:00.657,0.000,0.437492,-153.077,-138.801931,20.000000,95.521962,19.200,52.6889,55.6992,1.000000e-30
10 Jan 2025 18:11:28.270,0.000,0.437491,-153.634,-139.358934,20.000000,94.964959,19.200,52.1319,55.1422,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
10 Jan 2025 19:45:45.046,0.000,0.437490,-153.588,-139.312771,20.000000,95.011122,19.200,52.1781,55.1884,1.000000e-30
10 Jan 2025 19:45:46.920,0.000,0.437490,-153.631,-139.355930,20.000000,94.967963,19.200,52.1350,55.1453,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
11 Jan 2025 17:52:06.443,0.000,0.437493,-153.379,-139.103586,20.000000,95.220307,19.200,52.3873,55.3976,1.000000e-30
11 Jan 2025 17:52:21.140,0.000,0.437492,-153.633,-139.357536,20.000000,94.966357,19.200,52.1333,55.1436,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
11 Jan 2025 19:26:50.828,0.000,0.437490,-153.229,-138.953356,20.000000,95.370538,19.200,52.5375,55.5478,1.000000e-30
11 Jan 2025 19:27:07.645,0.000,0.437490,-153.633,-139.357680,20.000000,94.966213,19.200,52.1332,55.1435,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
12 Jan 2025 19:07:56.614,0.000,0.437490,-152.981,-138.705284,20.000000,95.618609,19.200,52.7856,55.7959,1.000000e-30
12 Jan 2025 19:08:23.483,0.000,0.437490,-153.634,-139.358941,20.000000,94.964952,19.200,52.1319,55.1422,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
13 Jan 2025 18:49:02.400,0.000,0.437490,-152.867,-138.591608,20.000000,95.732285,19.200,52.8993,55.9096,1.000000e-30
13 Jan 2025 18:49:34.687,0.000,0.437490,-153.635,-139.359544,20.000000,94.964349,19.200,52.1313,55.1416,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
14 Jan 2025 18:30:08.185,0.000,0.437491,-152.899,-138.623964,20.000000,95.699929,19.200,52.8669,55.8772,1.000000e-30
14 Jan 2025 18:30:41.039,0.000,0.437490,-153.635,-139.359612,20.000000,94.964281,19.200,52.1313,55.1416,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
15 Jan 2025 18:11:13.970,0.000,0.437492,-153.074,-138.798986,20.000000,95.524907,19.200,52.6919,55.7022,1.000000e-30
15 Jan 2025 18:11:41.688,0.000,0.437491,-153.634,-139.358948,20.000000,94.964945,19.200,52.1319,55.1422,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
15 Jan 2025 19:45:58.360,0.000,0.437490,-153.593,-139.317458,20.000000,95.006435,19.200,52.1734,55.1837,1.000000e-30
15 Jan 2025 19:46:00.030,0.000,0.437490,-153.631,-139.355903,20.000000,94.967990,19.200,52.1350,55.1453,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
16 Jan 2025 17:52:19.756,0.000,0.437493,-153.375,-139.099315,20.000000,95.224579,19.200,52.3916,55.4019,1.000000e-30
16 Jan 2025 17:52:34.669,0.000,0.437492,-153.633,-139.357563,20.000000,94.966330,19.200,52.1333,55.1436,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
16 Jan 2025 19:27:04.141,0.000,0.437490,-153.232,-138.956873,20.000000,95.367020,19.200,52.5340,55.5443,1.000000e-30
16 Jan 2025 19:27:20.817,0.000,0.437490,-153.633,-139.357664,20.000000,94.966230,19.200,52.1332,55.1435,1.000000e-30

