"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
1 Jan 2025 16:30:07.764,0.000,0.437508,-153.633,-139.358041,20.000000,94.965852,19.200,52.1328,55.1431,1.000000e-30
1 Jan 2025 16:31:07.000,0.000,0.437507,-152.559,-138.283730,20.000000,96.040163,19.200,53.2072,56.2175,1.000000e-30
1 Jan 2025 16:32:07.000,0.000,0.437506,-151.514,-137.239038,20.000000,97.084855,19.200,54.2518,57.2621,1.000000e-30
1 Jan 2025 16:33:07.000,0.000,0.437504,-150.649,-136.374069,20.000000,97.949824,19.200,55.1168,58.1271,1.000000e-30
1 Jan 2025 16:34:07.000,0.000,0.437501,-150.153,-135.877791,20.000000,98.446102,19.200,55.6131,58.6234,1.000000e-30
1 Jan 2025 16:35:07.000,0.000,0.437499,-150.176,-135.901097,20.000000,98.422796,19.200,55.5898,58.6001,1.000000e-30
1 Jan 2025 16:36:07.000,0.000,0.437496,-150.711,-136.435574,20.000000,97.888319,19.200,55.0553,58.0656,1.000000e-30
1 Jan 2025 16:37:07.000,0.000,0.437494,-151.596,-137.321233,20.000000,97.002660,19.200,54.1696,57.1799,1.000000e-30
1 Jan 2025 16:38:07.000,0.000,0.437493,-152.647,-138.371509,20.000000,95.952384,19.200,53.1194,56.1297,1.000000e-30
1 Jan 2025 16:38:56.145,0.000,0.437492,-153.536,-139.261152,20.000000,95.062742,19.200,52.2297,55.2400,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 14:36:51.091,0.000,0.437510,-153.631,-139.355345,20.000000,94.968549,19.200,52.1355,55.1458,1.000000e-30
2 Jan 2025 14:37:51.000,0.000,0.437510,-152.159,-137.883899,20.000000,96.439994,19.200,53.6070,56.6173,1.000000e-30
2 Jan 2025 14:38:51.000,0.000,0.437510,-150.427,-136.151869,20.000000,98.172024,19.200,55.3390,58.3493,1.000000e-30
2 Jan 2025 14:39:51.000,0.000,0.437509,-148.380,-134.104424,20.000000,100.219469,19.200,57.3865,60.3968,1.000000e-30
2 Jan 2025 14:40:51.000,0.000,0.437507,-146.040,-131.764835,20.000000,102.559058,19.200,59.7260,62.7363,1.000000e-30
2 Jan 2025 14:41:51.000,0.000,0.437504,-143.880,-129.604971,20.000000,104.718922,19.200,61.8859,64.8962,1.000000e-30
2 Jan 2025 14:42:51.000,0.000,0.437498,-143.367,-129.091491,20.000000,105.232402,19.200,62.3994,65.4097,1.000000e-30
2 Jan 2025 14:43:51.000,0.000,0.437494,-145.056,-130.780403,20.000000,103.543491,19.200,60.7105,63.7208,1.000000e-30
2 Jan 2025 14:44:51.000,0.000,0.437492,-147.432,-133.156865,20.000000,101.167028,19.200,58.3340,61.3443,1.000000e-30
2 Jan 2025 14:45:51.000,0.000,0.437491,-149.620,-135.344320,20.000000,98.979573,19.200,56.1466,59.1569,1.000000e-30
2 Jan 2025 14:46:51.000,0.000,0.437490,-151.481,-137.205644,20.000000,97.118249,19.200,54.2852,57.2955,1.000000e-30
2 Jan 2025 14:47:51.000,0.000,0.437490,-153.058,-138.782918,20.000000,95.540975,19.200,52.7080,55.7183,1.000000e-30
2 Jan 2025 14:48:09.321,0.000,0.437490,-153.492,-139.217246,20.000000,95.106647,19.200,52.2736,55.2839,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
2 Jan 2025 16:11:02.950,0.000,0.437509,-153.634,-139.359154,20.000000,94.964739,19.200,52.1317,55.1420,1.000000e-30
2 Jan 2025 16:12:02.000,0.000,0.437508,-152.381,-138.105772,20.000000,96.218122,19.200,53.3851,56.3954,1.000000e-30
2 Jan 2025 16:13:02.000,0.000,0.437507,-151.033,-136.757315,20.000000,97.566579,19.200,54.7336,57.7439,1.000000e-30
2 Jan 2025 16:14:02.000,0.000,0.437506,-149.713,-135.437294,20.000000,98.886599,19.200,56.0536,59.0639,1.000000e-30
2 Jan 2025 16:15:02.000,0.000,0.437503,-148.659,-134.383571,20.000000,99.940322,19.200,57.1073,60.1176,1.000000e-30
2 Jan 2025 16:16:02.000,0.000,0.437500,-148.224,-133.948475,20.000000,100.375418,19.200,57.5424,60.5527,1.000000e-30
2 Jan 2025 16:17:02.000,0.000,0.437497,-148.610,-134.335154,20.000000,99.988739,19.200,57.1557,60.1660,1.000000e-30
2 Jan 2025 16:18:02.000,0.000,0.437494,-149.636,-135.360342,20.000000,98.963551,19.200,56.1305,59.1408,1.000000e-30
2 Jan 2025 16:19:02.000,0.000,0.437493,-150.946,-136.670699,20.000000,97.653194,19.200,54.8202,57.8305,1.000000e-30
2 Jan 2025 16:20:02.000,0.000,0.437492,-152.295,-138.019275,20.000000,96.304618,19.200,53.4716,56.4819,1.000000e-30
2 Jan 2025 16:20:59.614,0.000,0.437491,-153.522,-139.246877,20.000000,95.077016,19.200,52.2440,55.2543,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Jan 2025 14:18:19.221,0.000,0.437509,-153.628,-139.352566,20.000000,94.971327,19.200,52.1383,55.1486,1.000000e-30
3 Jan 2025 14:19:19.000,0.000,0.437509,-152.266,-137.991243,20.000000,96.332650,19.200,53.4996,56.5099,1.000000e-30
3 Jan 2025 14:20:19.000,0.000,0.437508,-150.736,-136.460770,20.000000,97.863123,19.200,55.0301,58.0404,1.000000e-30
3 Jan 2025 14:21:19.000,0.000,0.437507,-149.079,-134.804145,20.000000,99.519748,19.200,56.6867,59.6970,1.000000e-30
3 Jan 2025 14:22:19.000,0.000,0.437505,-147.481,-133.206208,20.000000,101.117685,19.200,58.2847,61.2950,1.000000e-30
3 Jan 2025 14:23:19.000,0.000,0.437502,-146.423,-132.148002,20.000000,102.175891,19.200,59.3429,62.3532,1.000000e-30
3 Jan 2025 14:24:19.000,0.000,0.437498,-146.498,-132.222421,20.000000,102.101472,19.200,59.2685,62.2788,1.000000e-30
3 Jan 2025 14:25:19.000,0.000,0.437494,-147.656,-133.380293,20.000000,100.943601,19.200,58.1106,61.1209,1.000000e-30
3 Jan 2025 14:26:19.000,0.000,0.437493,-149.282,-135.006849,20.000000,99.317044,19.200,56.4840,59.4943,1.000000e-30
3 Jan 2025 14:27:19.000,0.000,0.437491,-150.934,-136.658305,20.000000,97.665588,19.200,54.8326,57.8429,1.000000e-30
3 Jan 2025 14:28:19.000,0.000,0.437491,-152.450,-138.174427,20.000000,96.149466,19.200,53.3165,56.3268,1.000000e-30
3 Jan 2025 14:29:04.776,0.000,0.437491,-153.495,-139.220019,20.000000,95.103874,19.200,52.2709,55.2812,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
3 Jan 2025 15:52:05.148,0.000,0.437510,-153.635,-139.359652,20.000000,94.964241,19.200,52.1312,55.1415,1.000000e-30
3 Jan 2025 15:53:05.000,0.000,0.437509,-152.229,-137.953967,20.000000,96.369926,19.200,53.5369,56.5472,1.000000e-30
3 Jan 2025 15:54:05.000,0.000,0.437509,-150.634,-136.359100,20.000000,97.964793,19.200,55.1318,58.1421,1.000000e-30
3 Jan 2025 15:55:05.000,0.000,0.437508,-148.881,-134.605514,20.000000,99.718379,19.200,56.8854,59.8957,1.000000e-30
3 Jan 2025 15:56:05.000,0.000,0.437505,-147.153,-132.877490,20.000000,101.446403,19.200,58.6134,61.6237,1.000000e-30
3 Jan 2025 15:57:05.000,0.000,0.437502,-145.991,-131.716016,20.000000,102.607877,19.200,59.7749,62.7852,1.000000e-30
3 Jan 2025 15:58:05.000,0.000,0.437497,-146.105,-131.829826,20.000000,102.494067,19.200,59.6611,62.6714,1.000000e-30
3 Jan 2025 15:59:05.000,0.000,0.437494,-147.409,-133.133667,20.000000,101.190226,19.200,58.3572,61.3675,1.000000e-30
3 Jan 2025 16:00:05.000,0.000,0.437492,-149.165,-134.889491,20.000000,99.434402,19.200,56.6014,59.6117,1.000000e-30
3 Jan 2025 16:01:05.000,0.000,0.437491,-150.898,-136.622560,20.000000,97.701333,19.200,54.8683,57.8786,1.000000e-30
3 Jan 2025 16:02:05.000,0.000,0.437491,-152.462,-138.186271,20.000000,96.137622,19.200,53.3046,56.3149,1.000000e-30
3 Jan 2025 16:02:49.935,0.000,0.437490,-153.511,-139.235539,20.000000,95.088354,19.200,52.2553,55.2656,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
4 Jan 2025 13:59:55.323,0.000,0.437509,-153.624,-139.348544,20.000000,94.975349,19.200,52.1423,55.1526,1.000000e-30
4 Jan 2025 14:00:55.000,0.000,0.437508,-152.427,-138.151278,20.000000,96.172616,19.200,53.3396,56.3499,1.000000e-30
4 Jan 2025 14:01:55.000,0.000,0.437507,-151.178,-136.902338,20.000000,97.421555,19.200,54.5885,57.5988,1.000000e-30
4 Jan 2025 14:02:55.000,0.000,0.437505,-149.991,-135.716122,20.000000,98.607771,19.200,55.7748,58.7851,1.000000e-30
4 Jan 2025 14:03:55.000,0.000,0.437503,-149.083,-134.807975,20.000000,99.515918,19.200,56.6829,59.6932,1.000000e-30
4 Jan 2025 14:04:55.000,0.000,0.437500,-148.737,-134.461329,20.000000,99.862564,19.200,57.0296,60.0399,1.000000e-30
4 Jan 2025 14:05:55.000,0.000,0.437497,-149.096,-134.821222,20.000000,99.502671,19.200,56.6697,59.6800,1.000000e-30
4 Jan 2025 14:06:55.000,0.000,0.437495,-150.015,-135.739533,20.000000,98.584360,19.200,55.7513,58.7616,1.000000e-30
4 Jan 2025 14:07:55.000,0.000,0.437493,-151.208,-136.932715,20.000000,97.391178,19.200,54.5582,57.5685,1.000000e-30
4 Jan 2025 14:08:55.000,0.000,0.437492,-152.462,-138.186751,20.000000,96.137142,19.200,53.3041,56.3144,1.000000e-30
4 Jan 2025 14:09:46.408,0.000,0.437491,-153.502,-139.226437,20.000000,95.097457,19.200,52.2644,55.2747,1.000000e-30

