"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
1 Jan 2025 16:07:25.775,0.000,0.437509,-153.522,-139.246325,20.000000,95.077568,19.200,52.2446,55.2549,1.000000e-30
1 Jan 2025 16:08:25.000,0.000,0.437508,-152.250,-137.974732,20.000000,96.349161,19.200,53.5161,56.5264,1.000000e-30
1 Jan 2025 16:09:25.000,0.000,0.437507,-150.886,-136.610475,20.000000,97.713418,19.200,54.8804,57.8907,1.000000e-30
1 Jan 2025 16:10:25.000,0.000,0.437506,-149.555,-135.279818,20.000000,99.044076,19.200,56.2111,59.2214,1.000000e-30
1 Jan 2025 16:11:25.000,0.000,0.437503,-148.510,-134.234612,20.000000,100.089281,19.200,57.2563,60.2666,1.000000e-30
1 Jan 2025 16:12:25.000,0.000,0.437500,-148.116,-133.840553,20.000000,100.483341,19.200,57.6503,60.6606,1.000000e-30
1 Jan 2025 16:13:25.000,0.000,0.437497,-148.563,-134.288168,20.000000,100.035725,19.200,57.2027,60.2130,1.000000e-30
1 Jan 2025 16:14:25.000,0.000,0.437494,-149.640,-135.364429,20.000000,98.959464,19.200,56.1265,59.1368,1.000000e-30
1 Jan 2025 16:15:25.000,0.000,0.437493,-150.980,-136.705095,20.000000,97.618798,19.200,54.7858,57.7961,1.000000e-30
1 Jan 2025 16:16:25.000,0.000,0.437492,-152.344,-138.068663,20.000000,96.255230,19.200,53.4222,56.4325,1.000000e-30
1 Jan 2025 16:17:25.000,0.000,0.437491,-153.627,-139.351715,20.000000,94.972178,19.200,52.1392,55.1495,1.000000e-30
1 Jan 2025 16:17:25.367,0.000,0.437491,-153.634,-139.359235,20.000000,94.964658,19.200,52.1316,55.1419,1.000000e-30

"Time (UTCG)","EIRP (dBW)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","C/N (dB)","Eb/No (dB)","BER"
1 Jan 2025 17:40:18.894,0.000,0.437510,-153.492,-139.217212,20.000000,95.106681,19.200,52.2737,55.2840,1.000000e-30
1 Jan 2025 17:41:18.000,0.000,0.437510,-152.018,-137.743005,20.000000,96.580888,19.200,53.7479,56.7582,1.000000e-30
1 Jan 2025 17:42:18.000,0.000,0.437509,-150.263,-135.987854,20.000000,98.336039,19.200,55.5030,58.5133,1.000000e-30
1 Jan 2025 17:43:18.000,0.000,0.437509,-148.198,-133.922790,20.000000,100.401104,19.200,57.5681,60.5784,1.000000e-30
1 Jan 2025 17:44:18.000,0.000,0.437507,-145.878,-131.602599,20.000000,102.721294,19.200,59.8883,62.8986,1.000000e-30
1 Jan 2025 17:45:18.000,0.000,0.437503,-143.866,-129.590839,20.000000,104.733054,19.200,61.9000,64.9103,1.000000e-30
1 Jan 2025 17:46:18.000,0.000,0.437498,-143.625,-129.349461,20.000000,104.974432,19.200,62.1414,65.1517,1.000000e-30
